taskId,aspectId
157,afIm0RTT4KK6XTC3ya0g1T_SR_RI_RS_RD,13141
158,afIm0RTT4KK6XTC3ya0g1T_SR_RI_RS_RD,13152
159,afIm0RTT4KK6XTC3ya0g1T_SR_RI_RS_RD,13162
160,afIm0RTT4KK6XTC3ya0g1T_SR_RI_RS_RD,13173
161,afIm0RTT4KK6XTC3ya0g1T_SR_RI_RS_RD,13183
162,afIm0RTT4KK6XTC3ya0g1T_SR_RI_RS_RD,13193
163,afIm0RTT4KK6XTC3ya0g1T_SR_RI_RS_RD,13201
164,afIm0RTT4KK6XTC3ya0g1T_SR_RI_RS_RD,13211
165,afIm0RTT4KK6XTC3ya0g1T_SR_RI_RS_RD,13222
166,afIm0RTT4KK6XTC3ya0g1T_SR_RI_RS_RD,13232
167,afIm0RTT4KK6XTC3ya0g1T_SR_RI_RS_RD,13241
168,afIm0RTT4KK6XTC3ya0g1T_SR_RI_RS_RD,13253
169,afIm0RTT4KK6XTC3ya0g1T_SR_RI_RS_RD,13264
170,afIm0RTT4KK6XTC3ya0g1T_SR_RI_RS_RD,13274
171,afIm0RTT4KK6XTC3ya0g1T_SR_RI_RS_RD,13285
172,afIm0RTT4KK6XTC3ya0g1T_SR_RI_RS_RD,13296
173,afIm0RTT4KK6XTC3ya0g1T_SR_RI_RS_RD,13306
200,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,124
202,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15285
203,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15321
204,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15357
205,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15393
206,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15429
207,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15465
208,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15501
209,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15537
210,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15573
211,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15609
212,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15644
213,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15680
214,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15717
215,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15753
216,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15789
217,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15825
218,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15861
219,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15897
220,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15933
221,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,15969
222,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,16005
223,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,16041
224,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,16077
225,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,16112
226,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,16149
227,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,16185
228,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,16221
229,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,16257
230,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,16293
231,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,16329
232,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,16365
233,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,16401
234,4T0hwZUZQEJ5VsGnDhcE5J_SR_RI_RS_RD,16437
257,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,21
259,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,20
260,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,4
261,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,44
268,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,12929
269,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,12935
270,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,12941
271,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,12947
272,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,12953
273,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,12959
274,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,12975
275,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,12986
276,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,12994
277,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13005
278,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13015
279,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13025
280,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13036
281,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13047
282,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13057
283,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13068
284,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13078
285,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13089
286,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13100
287,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13110
288,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13120
289,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13130
290,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13141
291,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13152
292,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13162
293,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13173
294,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13183
295,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13193
296,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13201
297,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13211
298,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13222
299,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13232
300,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13241
301,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13253
302,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13264
303,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13274
304,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13285
305,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13296
306,1Eoip711J8H71DVAO8BtMI_SR_RI_RS_RD,13306
307,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,4
308,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,20
309,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,21
311,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,44
318,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,12924
319,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,12929
320,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,12935
321,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,12941
322,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,12947
323,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,12953
324,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,12959
325,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,12965
326,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,12975
327,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,12986
328,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,12994
329,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13005
330,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13015
331,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13025
332,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13036
333,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13047
334,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13057
335,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13068
336,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13078
337,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13089
338,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13100
339,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13110
340,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13120
341,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13130
342,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13141
343,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13152
344,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13162
345,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13173
346,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13183
347,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13201
348,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13211
349,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13222
350,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13232
351,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13241
352,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13253
353,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13264
354,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13274
355,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13285
356,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13296
357,3rYsJTZ4C6R7DcaE4A48GM_SR_RI_RS_RD,13306
359,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,80
360,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,81
361,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,82
363,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14160
364,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14172
365,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14185
366,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14198
367,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14211
368,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14223
369,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14237
370,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14250
371,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14276
372,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14303
373,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14330
374,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14357
375,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14384
376,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14411
377,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14438
378,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14465
379,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14492
380,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14519
381,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14546
382,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14573
383,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14600
384,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14627
385,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14654
386,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14681
387,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14707
388,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14734
389,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14762
390,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14788
391,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14816
392,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14843
393,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14864
394,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14891
395,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14917
396,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14945
397,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14972
398,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,14999
399,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,15026
400,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,15053
401,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,15080
402,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,15106
403,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,15134
404,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,15166
405,81xdUMIFiyC7gTSwml1MTv_SR_RI_RS_RD,15169
411,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,81
412,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,80
415,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14160
416,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14172
417,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14185
418,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14198
419,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14211
420,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14223
421,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14237
422,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14250
423,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14276
424,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14303
425,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14330
426,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14357
427,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14384
428,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14411
429,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14438
430,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14465
431,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14492
432,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14519
433,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14546
434,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14573
435,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14600
436,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14627
437,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14654
438,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14681
439,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14707
440,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14734
441,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14762
442,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14788
443,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14816
444,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14843
445,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14864
446,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14891
447,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14917
448,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14945
449,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14972
450,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,14999
451,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,15026
452,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,15053
453,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,15080
454,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,15106
455,7fE9sk0x2amalma0takBp5_SR_RI_RS_RD,15134
466,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,81
467,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,80
471,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14160
472,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14172
473,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14185
474,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14198
475,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14211
476,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14223
477,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14237
478,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14250
479,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14276
480,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14303
481,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14330
482,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14357
483,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14384
484,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14411
485,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14438
486,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14465
487,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14492
488,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14519
489,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14546
490,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14573
491,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14600
492,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14627
493,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14654
494,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14681
495,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14707
496,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14734
497,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14762
498,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14788
499,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14816
500,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14843
501,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14864
502,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14891
503,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14917
504,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14945
505,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14972
506,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,14999
507,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,15026
508,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,15053
509,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,15080
510,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,15106
511,7CUm7BcYBG79uI8VPMUKCo_SR_RI_RS_RD,15134
524,790yfzUMFlJ8eXYT7OtUHW_SR_RI_RS_RD,7939
525,790yfzUMFlJ8eXYT7OtUHW_SR_RI_RS_RD,12695
543,5gih6z8lRbv5ZAPRSSpPBB_SR_RI_RS_RD,174
550,5gih6z8lRbv5ZAPRSSpPBB_SR_RI_RS_RD,12658
551,5gih6z8lRbv5ZAPRSSpPBB_SR_RI_RS_RD,12668
552,5gih6z8lRbv5ZAPRSSpPBB_SR_RI_RS_RD,12695
593,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,80
594,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,81
595,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,82
596,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,84
599,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,85
600,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14160
601,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14172
602,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14185
603,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14198
604,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14211
605,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14223
606,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14237
607,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14250
608,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14276
609,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14303
610,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14330
611,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14357
612,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14384
613,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14411
614,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14438
615,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14465
616,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14492
617,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14519
618,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14546
619,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14573
620,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14600
621,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14627
622,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14654
623,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14681
624,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14707
625,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14734
626,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14762
627,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14788
628,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14816
629,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14843
630,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14864
631,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14891
632,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14917
633,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14945
634,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14972
635,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,14999
636,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,15026
637,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,15053
638,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,15080
639,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,15106
640,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,15134
642,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,16585
643,6eVh0sUk73laFRNimbk7MC_SR_RI_RS_RD,16597
