taskId,description,language,context,tenant_name,word_count
1489,1xIoApFdfqI6cKWQu8Ej08,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1551,2rokvPyeNqm9lGplchr0ns,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1549,7xI7TVabRhk7fPM0VvqkIy,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1501,axf1bKHmgsK654AolAtC1u,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1503,a1VYRrh6XNT7Lv7hw2pXSQ,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1495,9CnIoJmoQm48s3eLzhsCiJ,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1505,301OdQXw3QM8bDQzabxVZd,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1493,3ASN93VBjEJ8eV8FchwuIs,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1507,4uB4p9WfU2uasodupEw911,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1509,8PiCJbkImIU5AnaE83WtoX,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1511,5otocHjLUt89C4hui9XegN,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1513,lsvSc3C9fs80qQTuE4lSl,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1515,aIKfeUQZ4o9ahqdXxYvpB6,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1517,3ZZgURLFeNJ6rDozMRMx64,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1519,vyGccffQ1l6T7byfiuJUX,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1521,4IZbcbzrUd35xn5FfRQG8B,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1523,8mfzFS7Fyoc7cVBTmXh2mw,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1491,azILttSEneA9tNHFl5x8Uq,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1525,4rhRjbIvmmA7z8kW0HrINo,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1527,5xTDdFYpkASa2z2SK5WrfK,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1529,7CLG11re88haYXDZMTBEdz,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1531,6bW3VPh6me0ahQNLC8jHCs,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1533,8etB4ZErzA7E22cSVnRH9,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1535,jHWSTOVmHO7h3ufQNL6E3,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1537,J4RGLz3ARU8riA09XGn6b,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1539,7I5MDbeK2yO5DWMsI6WH7i,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1541,52fFWzWVMfYah7elUdyQyn,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1543,aukVKseucld9Q7aYmFbRJz,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1545,5FDQ2Tvo3oq613AaeV9Qoi,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1547,2aklbCVDAzy7Pc0MTU4btS,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1565,29bJPJXGpkP7uacsKdHWhJ,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1647,2khw35lKWbv9BuQpqDZVuB,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1451,9SdUCxmLVa08aoZl7GYxab,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1567,6FdUmuzT2Vt8BleAU48whA,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1609,7hlxHdGudIT6hvZlwNEkib,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1611,9uunjOyHQJp5ylIEWlCriR,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1613,1hKkNsR3MPtaIgK1Vjva6x,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1615,1rsd2tbs20zajDk4SF6Yuu,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1617,2h0pS65Zjgl90pdyxy2gpS,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1619,4ljtqMywkzY7jjC6Bwd9DX,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1621,5nXQDhVIOr26RvlRMk01zb,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1623,9MrboymGEBTa2NAJnFtEly,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1625,6bWQYuhO2Dy8cS9wa0C33w,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1427,8U6CTZh4FP46cWirE6JYbw,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1425,3ia9DbCueeG7sJ2R5PH8GA,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1607,2QkmBB3YvxU6LgLCuoBdXl,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1423,8kTAnxIcDaw70lG8CmjxlJ,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1419,2Pp6X7DHo2w7GTXy5deqIj,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1417,xgLGuVI9ke88RDCSGYqri,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1627,9MobGAxLEl9OqisySUZNU,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1415,1DPXFYgk223a3wx9vuFh1E,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1629,1txZOMAhoqI5VjWzGY3EwI,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1631,4IPm5DVbndx7VaQg0tZodv,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1633,8r0rAVasQzM8QvWscf6ZJM,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1635,NTd8vnUk0VavHuZVM07XP,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1637,9VUszTSOXcB8yETmbFjvPD,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1639,9Z94XtS16Rr9avPs2n5OMb,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1641,2PegBtPXQ9U5vkiIgGiyof,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1643,5fK8a2wiaap5Kgm1jhzoSX,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1421,36VyTcSJqNwaNV3GowI3KY,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1605,9rIFpw6Cdd3971matmOsgt,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1603,20Wv9gHaeOp80kmHjNogs6,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1601,8HwxxHzGwtx64r32OdfJox,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1569,8yyPBaHaArU7o1v442a3AP,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1571,15xqvqostzM7lsRgLmQ9h6,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1447,5mrUmSZ1oMv6mwy55PijC3,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1445,35ZDBxjESUe6G2cNVXYRmt,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1573,4ZeQOwIaymH6wxorEiGRg4,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1575,anjpDjXODkJ6eJjD3EY5UN,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1443,2UydCH4H06a2By3OAF9uZ,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1577,7xCf8zdL45c9fipgKbtBDA,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1441,a9JGrf1UsJq5xmTt7KSWJW,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1439,4C2lLdteqFlaR6AlQrVavF,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1437,3frlfiu2omu9MDbWflCF7u,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1435,5OaLH2akFXm7BfHnNyE5Dh,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1433,3vZkbLAnQyE7xmvm7flAaL,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1431,5kXqjCoQ8Cf6N6w8Sz6H2c,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1579,6qTayVH1NbkaIlWvdya1yW,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1497,1QY6CkGWchB5vK4C8ldfEB,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1429,auVRwPrkr4r7hFv6VJWL3i,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1583,6erNypDLgQa8hPjSVMPSlJ,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1585,5s46b8aC5Hg7MOJRdopOpQ,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1587,7Gzm18BJMmO75MZFPHUlFE,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1589,9Q6B5alJXpiagLKyUgeXwY,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1591,7gmmr007ZSEaLGGuf1IdBo,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1593,3Z1BwNBE2zN90epISYUhz5,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1595,yiGCKiEL2N8GwzXrKgHoz,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1597,48NGfdcWPlz6WT2PLSEbF4,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1599,5D82phxLTyoa7RpAb9fdLB,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1449,5tZjmhEUhf5814zD2yF0Qv,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1581,aGIpH414qGX6h1NVUVLS99,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
3233,5d9ZE5qW6FR6QiBfGM5ioz,Beschreiben Sie den Aggregatszustandswechsel beim Verdampfen.,EN,,demo_ENG_generative,6
3594,aNpz17Tdg5P9rEbnJleloi,What is the capital of Switzerland?,EN,,demo,6
3689,16MreBTRQqA9TQI3zQU33G,When was the battle of Waterloo?,EN,,demo,6
2008,2GeReVvD3ee86OtWju4LOe,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
2000,439dCH3rEZo8dSkoXrIdnG,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1999,21TysdCki4A6FYErfE6Jm7,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1997,acX6e2WCFnY8RZQZUo2oNM,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1992,1jluuI7cKY9azlSA8qBwp5,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1991,aC5pNYtvYOb6XDqvcq1dsu,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1985,9UVjOVuS8AM7z29wc6vnKq,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1984,1b3LtF6qPk46IQQvn92ZDF,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1983,5okM7OScMI2aW4J7yWA0t1,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1981,2LDUTpnIehiaJUu3lzsnUm,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
1979,a9UPGVFknIZaIK1ZLWcJrI,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
2766,8WT7noFtabBa7pTMTUzy0S,2. Which attraction is not indoors?,EN,,digione_openworld,6
1977,75DBcPydjVB8VyijgpI0t3,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
2770,2igZK8MO5QJ8pTM924Ss21,Complete the rule for regular verbs.,EN,,digione_openworld,6
2777,aRJbugYL0E794UZV9akNuu,2. What happened on the Eiger?,EN,,digione_openworld,6
1987,a7nhdEsA3ry7gxErziK1wC,Schreibe was du hörst auf Englisch.,EN,,vocitrainer,6
976,1Gs0VtDQxPH9WO8W15Revx,Describe what you see on the image,EN,,client_EN,7
1249,V2lGMV9xar6MerL0KV6H1,"Translate ""Tom isst eine Banane."" to English.",EN,,DataEnricher,7
1248,3bg53tmUbUL7ghc0YnQURi,"Translate ""Ich esse eine Banane."" to English.",EN,,DataEnricher,7
1247,aJJVPDdcxXQ7YgQblDIngD,"Translate ""Eine Banane ist gelb."" to English.",EN,,DataEnricher,7
1246,5h9awIGOtrK89xuAuXw1rr,"Translate ""Wo ist der Ball?"" to English.",EN,,DataEnricher,7
1343,7SGOEYpS4VQ7mtwDL4piIS,"Translate ""Sie zeichnet ein Bild."" to English.",EN,,DataEnricher,7
1239,Vn99qWpOWGaVsoZSkC7V6,"Translate ""Ich nahm ein Bad."" to English.",EN,,DataEnricher,7
1354,3ylP5r0lSbU6MK776zXLNn,"Translate ""Hast du einen Bleistift?"" to English.",EN,,DataEnricher,7
1358,6prtNHu0zSs6Ngj3mA3R19,"Translate ""Gefällt dir diese Blume?"" to English.",EN,,DataEnricher,7
1309,nMjLrtGHOW6k6ZsxtqFHC,"Translate ""Ich will mich beschweren."" to English.",EN,,DataEnricher,7
2277,5kJ7UAiz8a27f73M0HeExI,Why did Howie change the traditional design?,EN,,digione_openworld,7
1359,4KvtWWdJmOj93Qd0fECz2x,"Translate ""Das Blut war hellrot."" to English.",EN,,DataEnricher,7
1360,5lOeK6n256P7L1e1US3v6C,"Translate ""Dein Blut ist rot."" to English.",EN,,DataEnricher,7
2774,5Amm2v8zjNz7KXWSPKKKHM,­1. Which important championships did Jess win?,EN,,digione_openworld,7
1292,D29UMzfb2N6Qc3AwCfjbO,"Translate ""Benötigen Sie unsere Hilfe?"" to English.",EN,,DataEnricher,7
1296,ajH6zEq9C0K9NlMoj5prV4,"Translate ""Wir benötigen deine Unterstützung."" to English.",EN,,DataEnricher,7
1289,7BESpFFTdAX8Wgqb4vHThL,"Translate ""Jeder darf etwas beitragen."" to English.",EN,,DataEnricher,7
1316,9LCfy3F8mxY9YaA5yZMQDa,"Translate ""Münzen bestehen aus Metall."" to English.",EN,,DataEnricher,7
1318,5squtglwZVbaEbR9atJO8x,"Translate ""Die wollten mich bestrafen."" to English.",EN,,DataEnricher,7
2470,5e4DpZQu4Cxa40OdlnPvnM,Was sagt das Siede-Tau-Diagramm aus? (300 Zeichen),EN,,BASF_DE,7
1281,ajT9gezHfW06EUIRo0JYsc,"Translate ""Werden Sie mich begleiten?"" to English.",EN,,DataEnricher,7
2541,1hRJr3HtO9K923mOy0BWXr,What is the most listened-to Christmas song?,EN,,demo_ENG_generative,7
2542,4lnlDttCiSo75iRyVD3LZu,What is the most listened-to Christmas song?,EN,,demo_ENG_generative,7
1278,4lgDkE60mFe6cUTL0oEkI8,"Translate ""Ich wollte Tom beeindrucken."" to English.",EN,,DataEnricher,7
1329,4xdj6L8TQ165E50uhhgx2F,"Translate ""Ich habe keinen Beweis."" to English.",EN,,DataEnricher,7
1330,94hck44iOg466zd0xxQgOm,"Translate ""Wir haben keinen Beweis."" to English.",EN,,DataEnricher,7
1331,6489UW9fMFk87AO5nyWQmz,"Translate ""Kannst du das beweisen?"" to English.",EN,,DataEnricher,7
1268,7COUUUJHoQ37uAvXkRc8EP,"Translate ""Tom pflanzte einen Baum."" to English.",EN,,DataEnricher,7
1336,afT9hLFwm4N85Joi0QouI4,"Translate ""Wo ist die Bibliothek?"" to English.",EN,,DataEnricher,7
2730,7kfQxcEhCOr8wP9ZcZ6nIY,What is the color of the sun?,EN,,demo_ENG_generative,7
1262,3R9UH6cuCG46g0RemDHZLX,"Translate ""Wir bauen Reis an."" to English.",EN,,DataEnricher,7
1260,5wuznrgH6Em9mF0A4VntPE,"Translate ""Mike spielt gerne Basketball."" to English.",EN,,DataEnricher,7
1259,2qjHZDKvS7j5QOxTlxgTwS,"Translate ""Magst du Baseball, Bin?"" to English.",EN,,DataEnricher,7
2764,4G61g4usuZI7fqEkN7pkP7,3. Which attractions are free to visit?,EN,,digione_openworld,7
1313,17enUA6MSwI86D5QoNM65x,"Translate ""Ausnahmen bestätigen die Regel."" to English.",EN,,DataEnricher,7
1258,9fRbalhkhsP6M7cPZKy5G9,"Translate ""Ich spiele gern Baseball."" to English.",EN,,DataEnricher,7
969,5zJ9PCGtPjN5LHnh4fp6LI,Interpretiere den Titel «Pädagoge Schnüriger» in Stichworten.,EN,,Lernnavi,7
1338,9DSb0YzQXAN7PKGOH6mSM8,"Translate ""Ich bestellte ein Bier."" to English.",EN,,DataEnricher,7
2772,TKHY6wQA2Y9PedQhbhQ1Y,3. Where did Jess hurt her shoulder?,EN,,digione_openworld,7
1311,1rKKxlIInqm8hiYhiKLxF1,"Translate ""Besitzen Sie ein Auto?"" to English.",EN,,DataEnricher,7
1109,3eFwaoVZANA7mLeCSUdt8J,highlight the keywords that apply to bob,EN,,other_tenant,7
1179,2tXp4qsxJtY5AN7ivJqsVE,"Translate ""Deine Antwort ist falsch."" to English.",EN,,DataEnricher,7
3722,9bvWUbeBZ997KLWC3JSoIG,Translate this sentence to dutch:I like cats,EN,,demo,7
3723,7wL666aup1C6b27lOAE4ID,Translate this sentence to dutch:I like cats,EN,,Patrick_demo,7
3741,1pFcxommkSm6xcAVjw2oc6,Name this shape.  Type in your answer.,EN,,Classtime Default,7
3747,3mJRWbPnXZa6U3cEhEA3RN,How do I approach a new customer?,EN,,Getmorebrain PoC,7
3748,3u01RmJOuoX7tHbmxeP6TB,How do I approach a new customer?,EN,,Getmorebrain PoC,7
1176,51vgitPthWZ7rU5CTzq5VV,"Translate ""Ich akzeptiere das Angebot."" to English.",EN,,DataEnricher,7
3776,a1IbmVuZKeY9iLCMviRm7g,Is a square considered a rectangle?  Explain.,EN,,Classtime Default,7
3805,6EBAb6q5DIE7fL6CjO53sz,State four functions of an operating system.,EN,,Patrick_demo,7
3867,31Hvod1mKsT7WNiGzGbfQE,Describe what the term system software means.,EN,,Patrick_demo,7
3869,3PHZP9pvOzh9SvvfODogjR,Describe what the term system software means.,EN,,Sales_JetLearn,7
1146,6ZsjZ1Fpkk76aNTpKZucfx,"Translate ""Ich will kein Abendessen."" to English.",EN,,DataEnricher,7
1147,22BFD78ilPM8TchKxPNRFF,"Translate ""Tom macht gerade Abendessen."" to English.",EN,,DataEnricher,7
1149,a8fhbpOctnB81BMgXtazcU,"Translate ""Ich konnte nicht ablehnen."" to English.",EN,,DataEnricher,7
3870,7tI9h0ZNN3796ANT22ta2f,State four functions of an operating system.,EN,,Sales_JetLearn,7
1172,3lriGJFEm9W8W71JHWyfDX,"Translate ""Die Zeiten ändern sich."" to English.",EN,,DataEnricher,7
1157,8IRZQCLrsBh9uuBth2dbc3,"Translate ""Mein Affe ist fortgelaufen."" to English.",EN,,DataEnricher,7
1158,f5FBKIiyFd7QCzbq4GgKP,"Translate ""Das war ein Albtraum."" to English.",EN,,DataEnricher,7
1163,9Wm7IWwrNhRayy5g2gj6rA,"Translate ""Ich trinke keinen Alkohol."" to English.",EN,,DataEnricher,7
1182,1zeg3zMm9df7GMEk4S1mUH,"Translate ""Kennen Sie die Antwort?"" to English.",EN,,DataEnricher,7
1168,acmZVlmedq577WAV5BInIC,"Translate ""Was ist die Alternative?"" to English.",EN,,DataEnricher,7
1216,738Cr1GCEP49iUi8HnYTQ3,"Translate ""Ich will nicht aufgeben."" to English.",EN,,DataEnricher,7
1213,863cPdHAwxM6jrpWi7Kx5h,"Translate ""Wo ist der Arzt?"" to English.",EN,,DataEnricher,7
4450,1VvMZd7F7A36qFxFwzRPge,How many tens are in 200?  Explain.,EN,,Classtime Default,7
1204,7NnuagJq9QP9YdCJJbnutO,"Translate ""Ich war am Arbeiten."" to English.",EN,,DataEnricher,7
1201,4dylAImdwEVa6pPjZkhMUo,"Translate ""Ein Mensch muss arbeiten."" to English.",EN,,DataEnricher,7
