aspectId,description,type,groupId,categoryId
93,1596,The student knows the word think.,CONCEPT,47132.0,
94,60332,The student knows the word think.,CONCEPT,47132.0,
95,1597,The student knows the word expect.,CONCEPT,47158.0,
96,60355,The student knows the word expect.,CONCEPT,47158.0,
97,1598,The student knows the word fly.,CONCEPT,47181.0,
98,60381,The student knows the word fly.,CONCEPT,47181.0,
99,1599,The student knows the word believe.,CONCEPT,47217.0,
100,60425,The student knows the word believe.,CONCEPT,47217.0,
101,1600,The student knows the word cost.,CONCEPT,47289.0,
102,60484,The student knows the word cost.,CONCEPT,47289.0,
103,1601,The student knows the word live.,CONCEPT,47314.0,
104,60510,The student knows the word live.,CONCEPT,47314.0,
105,1602,The student knows the word rule.,CONCEPT,47350.0,
106,60542,The student knows the word rule.,CONCEPT,47350.0,
107,1558,The student knows the word chemistry.,CONCEPT,47374.0,
108,60562,The student knows the word chemistry.,CONCEPT,47374.0,
109,1604,The student knows the word speak.,CONCEPT,47386.0,
110,60582,The student knows the word speak.,CONCEPT,47386.0,
111,1605,The student knows the word wear.,CONCEPT,47432.0,
112,60626,The student knows the word wear.,CONCEPT,47432.0,
113,1606,The student knows the word earn.,CONCEPT,47470.0,
114,60664,The student knows the word earn.,CONCEPT,47470.0,
115,1607,The student knows the word understand.,CONCEPT,47517.0,
116,60711,The student knows the word understand.,CONCEPT,47517.0,
117,1608,The student knows the word grow.,CONCEPT,47566.0,
118,60752,The student knows the word grow.,CONCEPT,47566.0,
119,1609,The student knows the word want.,CONCEPT,47590.0,
120,60775,The student knows the word want.,CONCEPT,47590.0,
121,1610,The student knows the word pay.,CONCEPT,47614.0,
122,60798,The student knows the word pay.,CONCEPT,47614.0,
123,1552,The student knows the word alcohol.,CONCEPT,45549.0,
124,58796,The student knows the word alcohol.,CONCEPT,45549.0,
125,1553,The student knows the word apple.,CONCEPT,45610.0,
126,58856,The student knows the word apple.,CONCEPT,45610.0,
127,1554,The student knows the word banana.,CONCEPT,45670.0,
128,58909,The student knows the word banana.,CONCEPT,45670.0,
129,1555,The student knows the word tree.,CONCEPT,45706.0,
130,58947,The student knows the word tree.,CONCEPT,45706.0,
131,1556,The student knows the word beer.,CONCEPT,45754.0,
132,58990,The student knows the word beer.,CONCEPT,45754.0,
133,1557,The student knows the word bread.,CONCEPT,45787.0,
134,59026,The student knows the word bread.,CONCEPT,45787.0,
135,1559,The student knows the word diet.,CONCEPT,45835.0,
136,59076,The student knows the word diet.,CONCEPT,45835.0,
137,1560,The student knows the word egg.,CONCEPT,45894.0,
138,59135,The student knows the word egg.,CONCEPT,45894.0,
139,1563,The student knows the word meat.,CONCEPT,45964.0,
140,59201,The student knows the word meat.,CONCEPT,45964.0,
141,1564,The student knows the word breakfast.,CONCEPT,46024.0,
142,59252,The student knows the word breakfast.,CONCEPT,46024.0,
143,1565,The student knows the word vegetables.,CONCEPT,46048.0,
144,59275,The student knows the word vegetables.,CONCEPT,46048.0,
145,1566,The student knows the word coffee.,CONCEPT,46072.0,
146,59304,The student knows the word coffee.,CONCEPT,46072.0,
147,1568,The student knows the word cook.,CONCEPT,46120.0,
148,59362,The student knows the word cook.,CONCEPT,46120.0,
149,1569,The student knows the word Spoon.,CONCEPT,46212.0,
150,59437,The student knows the word Spoon.,CONCEPT,46212.0,
151,1570,The student knows the word oil.,CONCEPT,46237.0,
152,59463,The student knows the word oil.,CONCEPT,46237.0,
153,1572,The student knows the word work.,CONCEPT,46283.0,
154,59536,The student knows the word work.,CONCEPT,46283.0,
155,1574,The student knows the word physician.,CONCEPT,46428.0,
156,59649,The student knows the word physician.,CONCEPT,46428.0,
157,1575,The student knows the word task.,CONCEPT,46453.0,
158,59672,The student knows the word task.,CONCEPT,46453.0,
159,1584,The student knows the word success.,CONCEPT,46741.0,
160,59953,The student knows the word success.,CONCEPT,46741.0,
161,1585,The student knows the word salary.,CONCEPT,46773.0,
162,59984,The student knows the word salary.,CONCEPT,46773.0,
163,1587,The student knows the word quality.,CONCEPT,46826.0,
164,60035,The student knows the word quality.,CONCEPT,46826.0,
165,1588,The student knows the word job.,CONCEPT,46851.0,
166,60061,The student knows the word job.,CONCEPT,46851.0,
167,1591,The student knows the word science.,CONCEPT,46930.0,
168,60142,The student knows the word science.,CONCEPT,46930.0,
169,5889,Detector: Bullshit,CONCEPT,47915.0,
170,5890,Detector: Help / too difficult,CONCEPT,47907.0,
171,5892,Detector: Finish early,CONCEPT,47850.0,
172,5909,Detector: Theory,CONCEPT,49146.0,
173,5882,The ability to convert text from one language to another.,CONCEPT,47929.0,
174,5883,The ability to write the correct amount of requested information.,CONCEPT,48011.0,
175,5884,The ability to correctly match the verb to the subject.,CONCEPT,48066.0,
176,5885,The ability to use the right input format.,CONCEPT,,
177,5886,The ability to answer in the right language.,CONCEPT,,
178,5887,Can correctly spell written text.,CONCEPT,48147.0,
179,5888,The ability to formulate the answer in the correct tense.,CONCEPT,49065.0,
180,61117,The ability to convert text from one language to another.,CONCEPT,47929.0,
181,61409,Can correctly spell written text.,CONCEPT,48147.0,
182,61224,The ability to correctly match the verb to the subject.,CONCEPT,48066.0,
183,62273,The ability to formulate the answer in the correct tense.,CONCEPT,49065.0,
184,6095,The ability to convert text from one language to another.,CONCEPT,49154.0,
185,6096,The ability to write the correct amount of requested information.,CONCEPT,49427.0,
186,6097,The ability to correctly match the verb to the subject.,CONCEPT,49609.0,
187,6098,The ability to use the right input format.,CONCEPT,,
188,6099,The ability to answer in the right language.,CONCEPT,,
189,6100,Can correctly spell written text.,CONCEPT,49882.0,
190,6101,The ability to formulate the answer in the correct tense.,CONCEPT,52975.0,
191,62450,The ability to convert text from one language to another.,CONCEPT,49154.0,
192,63446,Can correctly spell written text.,CONCEPT,49882.0,
193,62813,The ability to correctly match the verb to the subject.,CONCEPT,49609.0,
194,66358,The ability to formulate the answer in the correct tense.,CONCEPT,52975.0,
195,7437,Ability to speak and understand both languages.,CONCEPT,55115.0,
196,67770,Ability to speak and understand both languages.,CONCEPT,55115.0,
197,7492,Ability to speak both German and English.,CONCEPT,54863.0,
198,67953,Ability to speak both German and English.,CONCEPT,54863.0,
199,7506,Fluency in German and English.,CONCEPT,54869.0,
200,68045,Can correctly spell written text.,CONCEPT,,
201,71121,,CONCEPT,70292.0,
202,71160,,CONCEPT,55113.0,
203,71214,"Understanding of locations, regions, and physical features of the Earth's surface.",CONCEPT,,
204,68053,The learner is able to use spelling strategies correctly.,CONCEPT,54966.0,
205,68190,The learner is able to write a correct sentence.,CONCEPT,54952.0,
206,71380,The learner used the correct tense.,CONCEPT,55088.0,
207,8783,The learner did not use any swear word.,CONCEPT,54923.0,
208,68218,The learner did not provide an offtopic answer.,CONCEPT,54981.0,
209,71388,The learner made a grammatically correct sentence.,CONCEPT,54918.0,
210,9262,The learner used the correct tense. ,CONCEPT,54919.0,1.0
211,9326,In the learner's answer the subject and verb are congruent.,CONCEPT,54950.0,1.0
212,70948,The student is able to use the tense simple past.,CONCEPT,55018.0,5.0
213,70965,The learner is able to write a correct sentence.,CONCEPT,55027.0,1.0
214,68380,The learner is able to correctly spell. ,CONCEPT,55028.0,2.0
215,12472,Die Antwort enthält die gesuchten Stichworte: {{correctStatements}},CONCEPT,55249.0,
216,12479,"Genau! Sie haben das Hauptkonzept verstanden.
",CONCEPT,55249.0,
217,114811,"The answer contains that ""All I want for Christmas is you"" is the most listened-to Christmas song. ",CONCEPT,76607.0,4.0
218,125,The student can explain what's on the picture using a simple sentence.,CONCEPT,36505.0,
219,172234,The learner talked about the topic given in the task description.,CONCEPT,123382.0,4.0
220,172240,The learner can correctly spell written text.,CONCEPT,123385.0,2.0
221,172270,The answer consists of correctly structured sentences.,CONCEPT,123387.0,1.0
222,172276,,CONCEPT,123383.0,
223,172282,Subjects and Verbs are congruent.,CONCEPT,123390.0,1.0
224,190218,The student's answer consists of distinct sentences.,CONCEPT,141514.0,679.0
225,265063,The student uses punctuation correctly.,CONCEPT,212086.0,1.0
226,190202,The student enters an answer.,CONCEPT,141503.0,3.0
227,190204,The student answers in clear language.,CONCEPT,141504.0,3.0
228,190198,The student writes using appropriate language.,CONCEPT,141500.0,3.0
229,244871,The student writes sentences of reasonable length.,CONCEPT,191924.0,679.0
230,190216,The student answers in complete sentences.,CONCEPT,141512.0,679.0
231,244896,The student uses terms from standard English and not from slang,CONCEPT,192050.0,679.0
232,244892,The student writes in an appropriate level of standard English.,CONCEPT,192047.0,679.0
233,190210,The student answers following the rules of grammar,CONCEPT,141507.0,1.0
234,190208,The student follows spelling rules.,CONCEPT,141506.0,2.0
235,265068,The student answers consistently in British or American English.,CONCEPT,212097.0,679.0
236,244816,The student writes using words from the cotext.,CONCEPT,193244.0,4.0
237,272769,The student writes an essay,CONCEPT,220040.0,4.0
238,190220,The student answers with an opinion piece.,CONCEPT,144187.0,4.0
239,10367,Die Antwort enthält die gesuchten Stichworte.,CONCEPT,,
240,10398,Ihre Antwort ist inhaltlich korrekt.,CONCEPT,,
241,185944,Can correctly spell written text.,CONCEPT,137676.0,
242,80695,The learner used the correct tense.,CONCEPT,55123.0,1.0
243,80758,The answer is a negative sentence.,CONCEPT,55126.0,4.0
244,9289,The answer contains the verb we were looking for.,CONCEPT,54951.0,4.0
245,80757,The answer is a positive sentence.,CONCEPT,55126.0,4.0
246,92129,The learned used the correct tense.,CONCEPT,55180.0,1.0
247,190200,The student writes an answer in English.,CONCEPT,141502.0,3.0
248,190212,The student answers using declarative sentences.,CONCEPT,141508.0,1.0
249,265293,The student writes a salutation,CONCEPT,212484.0,4.0
250,265297,The student writes a main body,CONCEPT,212487.0,4.0
251,265301,The student writes a greeting.,CONCEPT,212492.0,4.0
252,190282,The student responds with an email.,CONCEPT,141563.0,4.0
253,244818,The student responds with a story.,CONCEPT,194843.0,5.0
254,245911,The student writes about the topic,CONCEPT,193249.0,4.0
255,246889,The student writes a diary entry,CONCEPT,194204.0,4.0
256,246961,The student answers with 5 sentences.,CONCEPT,194277.0,758.0
257,247621,The student responded with a summary.,CONCEPT,194912.0,4.0
258,245919,The student writes a monologue,CONCEPT,193256.0,4.0
259,246380,The student answers with a descriptive text.,CONCEPT,193698.0,4.0
260,349668,The learner is able to use spelling strategies correctly.,CONCEPT,309535.0,
261,1578,The student knows the word cash.,CONCEPT,46525.0,
262,59738,The student knows the word cash.,CONCEPT,46525.0,
263,379303,The learner is able to use spelling strategies correctly.,CONCEPT,137676.0,
264,381128,The learner can compose two-dimensional and three-dimensional shapes to create and further compose new composite shapes.,CONCEPT,342103.0,4.0
265,379944,The answer is within the scope of the task.,CONCEPT,340377.0,
266,381286,"Climate change refers to significant changes in global temperatures and weather patterns over time. While climate change is a natural phenomenon, human activities have been a major driver since the 20th century, primarily due to the burning of fossil fuels which increases greenhouse gas levels in the Earth's atmosphere.",CONCEPT,342514.0,4.0
267,381288,"The impacts of climate change are widespread, affecting weather patterns, sea levels, and ecosystems globally. These changes can lead to more extreme weather events, such as hurricanes and droughts, and have significant effects on biodiversity and human societies by threatening food security, health, and infrastructure.",CONCEPT,342515.0,4.0
268,379209,The learner can apply the commutative and associative property of addition.,CONCEPT,339468.0,4.0
