aspectId,description,type,groupId,categoryId
131,161,"Es wurde erkannt, dass die Frauen für das Recht auf Abtreibung protestiert haben.",CONCEPT,3748.0,
132,162,Die Antwort wurde in der gewünschten Zeitform gegeben: Plusquamperfekt,CONCEPT,4014.0,1.0
133,163,Die Antwort wurde im geforderten Genus Verbi formuliert: Passiv,CONCEPT,3835.0,1.0
134,164,Die Antwort wurde ohne Modalverben formuliert.,CONCEPT,,1.0
135,165,Die Antwort wurde im gewünschten Fall gegeben: Akkusativ,CONCEPT,,1.0
136,166,Die Antwort wurde in einem Relativsatz gegeben.,CONCEPT,,1.0
137,167,Die Antwort wurde mit dem Einsatz von Relativpronomen passend zum Kasus formuliert.,CONCEPT,4059.0,1.0
138,168,"Es wurde erkannt, dass in Postkarten üblicherweise der Ort erwähnt wird.",CONCEPT,4068.0,
139,169,"Es wurde erkannt, dass in Postkarten üblicherweise das Datum genannt wird.",CONCEPT,4074.0,
140,170,"Es wurde erkannt, dass es in Postkarten üblicherweise eine Anrede gibt.",CONCEPT,4080.0,
141,171,"Es wurde erkannt, dass es in Postkarten üblicherweise eine Grussformel gibt.",CONCEPT,4085.0,
142,172,"Es wurde erkannt, dass in Postkarten üblicherweise das Wetter erwähnt wird.",CONCEPT,4092.0,
143,173,"Es wurde erkannt, dass Postkarten üblicherweise kurz sind.",CONCEPT,4098.0,
144,174,"Die lernende Person ist in der Lage, Rechtschreibstrategien korrekt anzuwenden.",CONCEPT,55146.0,2.0
145,175,"Es wurde erkannt, dass in Postkarten üblicherweise mehrere Zeitformen erwähnt werden.",CONCEPT,4065.0,
146,176,"Es wurde erkannt, dass in Postkarten üblicherweise auf die Kulinarik eingegangen wird.",CONCEPT,4113.0,
147,177,"Es wurde erkannt, dass in Postkarten üblicherweise ein Absender und Empfänger erwähnt wird.",CONCEPT,4089.0,
148,178,"Es wurde erkannt, dass in Postkarten üblicherweise die Landschaft erwähnt wird.",CONCEPT,4103.0,
149,179,"Es wurde erkannt, das in Postkarten üblicherweise Aktivitäten erwähnt werden.",CONCEPT,4110.0,
150,180,Es wurden generelle Merkmale einer Postkarte erwähnt.,CONCEPT,4062.0,
151,182,Die Wörter werden in der richtigen Reihenfolge im Satz verwendet. ,CONCEPT,54737.0,
152,183,The ability to convert text from one language to another.,CONCEPT,4126.0,
153,184,The ability to use the right input format.,CONCEPT,5014.0,
154,185,The ability to correctly match the verb to the subject.,CONCEPT,5460.0,
155,186,The ability to answer in the right language.,CONCEPT,,
156,187,Can correctly spell written text.,CONCEPT,6127.0,
157,198,The ability to use the right input format.,CONCEPT,,
158,1356,Die Antwort stimmt mit der Musterlösung überein.,CONCEPT,14108.0,
159,1357,La réponse donnée correspond à la solution modèle.,CONCEPT,13742.0,
160,1358,La risposta concorda con la soluzione del modello.,CONCEPT,15259.0,
161,1374,The ability to convert text from one language to another.,CONCEPT,55118.0,
162,1375,The ability to use the right input format.,CONCEPT,,
163,1376,The ability to correctly match the verb to the subject.,CONCEPT,55112.0,
164,1377,The ability to answer in the right language.,CONCEPT,55115.0,
165,1379,Understanding how to stay safe during earthquakes.,CONCEPT,15132.0,
166,1380,The ability to formulate the answer in the correct tense.,CONCEPT,,
167,1385,Understanding of the universe and stars.,CONCEPT,15226.0,
168,1398,"Il a été reconnu que la qualité recherchée est ""l'autodiscipline"".",CONCEPT,2.0,5.0
169,1407,"È stato riconosciuto che la caratteristica ricercata è l'""autodisciplina"".",CONCEPT,22.0,5.0
170,1415,The ability to convert text from one language to another.,CONCEPT,36657.0,
171,1416,The ability to use the right input format.,CONCEPT,15630.0,
172,1417,The ability to correctly match the verb to the subject.,CONCEPT,38488.0,
173,1418,The ability to answer in the right language.,CONCEPT,,
174,1419,Can correctly spell written text.,CONCEPT,16178.0,
175,1420,Match the content of the sample solution.,CONCEPT,34812.0,
176,1435,The ability to use the right input format.,CONCEPT,,
177,1436,Can correctly spell written text.,CONCEPT,35769.0,
178,1437,Match the content of the sample solution.,CONCEPT,36040.0,
179,1477,Match the content of the sample solution.,CONCEPT,36079.0,
180,1488,Understanding of different types of vegetables.,CONCEPT,36091.0,
181,1489,The ability to use the right input format.,CONCEPT,36094.0,
182,1490,The ability to correctly match the verb to the subject.,CONCEPT,36107.0,
183,1491,The ability to answer in the right language.,CONCEPT,,
184,1492,Can correctly spell written text.,CONCEPT,36125.0,
185,1493,The ability to formulate the answer in the correct tense.,CONCEPT,36329.0,
186,1498,The ability to convert text from one language to another.,CONCEPT,36344.0,
187,1531,The ability to convert text from one language to another.,CONCEPT,36373.0,
188,1532,The ability to use the right input format.,CONCEPT,36380.0,
189,1533,The ability to correctly match the verb to the subject.,CONCEPT,36384.0,
190,1534,The ability to answer in the right language.,CONCEPT,,
191,1535,Can correctly spell written text.,CONCEPT,36390.0,
192,1545,Match the content of the sample solution.,CONCEPT,36508.0,
193,1551,The student knows the word dinner.,CONCEPT,45501.0,
194,1552,The student knows the word alcohol.,CONCEPT,45549.0,
195,1553,The student knows the word apple.,CONCEPT,45610.0,
196,1554,The student knows the word banana.,CONCEPT,45670.0,
197,1555,The student knows the word tree.,CONCEPT,45706.0,
198,1556,The student knows the word beer.,CONCEPT,45754.0,
199,1557,The student knows the word bread.,CONCEPT,45787.0,
200,1558,The student knows the word chemistry.,CONCEPT,47374.0,
201,1559,The student knows the word diet.,CONCEPT,45835.0,
202,1560,The student knows the word egg.,CONCEPT,45894.0,
203,1562,The student knows the word food.,CONCEPT,45954.0,
204,1563,The student knows the word meat.,CONCEPT,45964.0,
205,1564,The student knows the word breakfast.,CONCEPT,46024.0,
206,1565,The student knows the word vegetables.,CONCEPT,46048.0,
207,1566,The student knows the word coffee.,CONCEPT,46072.0,
208,1568,The student knows the word cook.,CONCEPT,46120.0,
209,1569,The student knows the word Spoon.,CONCEPT,46212.0,
210,1570,The student knows the word oil.,CONCEPT,46237.0,
211,1571,The student knows the word attorney.,CONCEPT,46273.0,
212,1572,The student knows the word work.,CONCEPT,46283.0,
213,1574,The student knows the word physician.,CONCEPT,46428.0,
214,1575,The student knows the word task.,CONCEPT,46453.0,
215,1576,The student knows the word author.,CONCEPT,46476.0,
216,1577,The student knows the word bank.,CONCEPT,46489.0,
217,1578,The student knows the word cash.,CONCEPT,46525.0,
218,1579,The student knows the word build.,CONCEPT,46537.0,
219,1580,The student knows the word profession.,CONCEPT,46573.0,
220,1581,The student knows the word office.,CONCEPT,46595.0,
221,1582,The student knows the word computer.,CONCEPT,46644.0,
222,1583,The student knows the word experience.,CONCEPT,46681.0,
223,1584,The student knows the word success.,CONCEPT,46741.0,
224,1585,The student knows the word salary.,CONCEPT,46773.0,
225,1586,The student knows the word captain.,CONCEPT,46804.0,
226,1587,The student knows the word quality.,CONCEPT,46826.0,
227,1588,The student knows the word job.,CONCEPT,46851.0,
228,1589,The student knows the word looking.,CONCEPT,46888.0,
229,1590,The student knows the word dentist.,CONCEPT,46893.0,
230,1591,The student knows the word science.,CONCEPT,46930.0,
231,1592,The student knows the word change.,CONCEPT,46990.0,
232,1593,The student knows the word mean.,CONCEPT,47038.0,
233,1594,The student knows the word pray.,CONCEPT,47072.0,
234,1595,The student knows the word stay.,CONCEPT,47085.0,
235,1596,The student knows the word think.,CONCEPT,47132.0,
236,1597,The student knows the word expect.,CONCEPT,47158.0,
237,1598,The student knows the word fly.,CONCEPT,47181.0,
238,1599,The student knows the word believe.,CONCEPT,47217.0,
239,1600,The student knows the word cost.,CONCEPT,47289.0,
240,1601,The student knows the word live.,CONCEPT,47314.0,
241,1602,The student knows the word rule.,CONCEPT,47350.0,
242,1604,The student knows the word speak.,CONCEPT,47386.0,
243,1605,The student knows the word wear.,CONCEPT,47432.0,
244,1606,The student knows the word earn.,CONCEPT,47470.0,
245,1607,The student knows the word understand.,CONCEPT,47517.0,
246,1608,The student knows the word grow.,CONCEPT,47566.0,
247,1609,The student knows the word want.,CONCEPT,47590.0,
248,1610,The student knows the word pay.,CONCEPT,47614.0,
249,1611,This aspect is here to help the student.,CONCEPT,40697.0,
250,1612,This aspect applies when the students writes nonsense.,CONCEPT,43903.0,
251,1623,Detector: Theory,CONCEPT,42296.0,
252,1624,The students knows the word Monkey.,CONCEPT,40691.0,
253,1625,Understanding of code structure and commands.,CONCEPT,36522.0,
254,1626,The ability to use the right input format.,CONCEPT,36526.0,
255,1627,The ability to correctly match the verb to the subject.,CONCEPT,36528.0,
256,1628,The ability to answer in the right language.,CONCEPT,,
257,1629,Can correctly spell written text.,CONCEPT,36531.0,
258,1630,The ability to formulate the answer in the correct tense.,CONCEPT,36565.0,
259,1631,The ability to write the correct amount of requested information.,CONCEPT,37755.0,
260,1632,The ability to formulate the answer in the correct tense.,CONCEPT,39590.0,
261,2247,The ability to write the correct amount of requested information.,CONCEPT,36567.0,
262,2248,The ability to formulate the answer in the correct tense.,CONCEPT,36570.0,
263,2254,The ability to convert text from one language to another.,CONCEPT,36572.0,
264,2255,The ability to write the correct amount of requested information.,CONCEPT,36575.0,
265,2256,The ability to correctly match the verb to the subject.,CONCEPT,36577.0,
266,2257,The ability to use the right input format.,CONCEPT,36580.0,
267,2258,The ability to answer in the right language.,CONCEPT,,
268,2259,Can correctly spell written text.,CONCEPT,36583.0,
269,2260,The ability to formulate the answer in the correct tense.,CONCEPT,36650.0,
270,2261,Match the content of the sample solution.,CONCEPT,36654.0,
271,5789,Understanding of past events and trends.,CONCEPT,47638.0,
272,5790,The ability to write the correct amount of requested information.,CONCEPT,47641.0,
273,5791,The ability to correctly match the verb to the subject.,CONCEPT,47644.0,
274,5792,The ability to use the right input format.,CONCEPT,47651.0,
275,5793,The ability to answer in the right language.,CONCEPT,,
276,5794,Can correctly spell written text.,CONCEPT,47654.0,
277,5795,The ability to formulate the answer in the correct tense.,CONCEPT,47756.0,
278,5810,We figure out if the student is flirting with the bot.,CONCEPT,47762.0,4.0
279,5818,The ability to convert text from one language to another.,CONCEPT,47766.0,
280,5825,Match the content of the sample solution.,CONCEPT,47769.0,
281,5827,The ability to use the right input format.,CONCEPT,,
282,5828,Can correctly spell written text.,CONCEPT,47776.0,
283,5829,Match the content of the sample solution.,CONCEPT,47844.0,
284,5847,Understanding of code structure and commands.,CONCEPT,47861.0,
285,5848,The ability to write the correct amount of requested information.,CONCEPT,47865.0,
286,5849,The ability to correctly match the verb to the subject.,CONCEPT,47867.0,
287,5850,The ability to use the right input format.,CONCEPT,,
288,5851,The ability to answer in the right language.,CONCEPT,,
289,5852,Can correctly spell written text.,CONCEPT,47870.0,
290,5853,The ability to formulate the answer in the correct tense.,CONCEPT,47903.0,
291,5882,The ability to convert text from one language to another.,CONCEPT,47929.0,
292,5883,The ability to write the correct amount of requested information.,CONCEPT,48011.0,
293,5884,The ability to correctly match the verb to the subject.,CONCEPT,48066.0,
294,5885,The ability to use the right input format.,CONCEPT,,
295,5886,The ability to answer in the right language.,CONCEPT,,
296,5887,Can correctly spell written text.,CONCEPT,48147.0,
297,5888,The ability to formulate the answer in the correct tense.,CONCEPT,49065.0,
298,5889,Detector: Bullshit,CONCEPT,47915.0,
299,5890,Detector: Help / too difficult,CONCEPT,47907.0,
300,5892,Detector: Finish early,CONCEPT,47850.0,
301,5893,Detector: Task for later / skip,CONCEPT,47923.0,
302,5894,Detector: Flirting with the bot,CONCEPT,53995.0,
303,5909,Detector: Theory,CONCEPT,49146.0,
304,6095,The ability to convert text from one language to another.,CONCEPT,49154.0,
305,6096,The ability to write the correct amount of requested information.,CONCEPT,49427.0,
306,6097,The ability to correctly match the verb to the subject.,CONCEPT,49609.0,
307,6098,The ability to use the right input format.,CONCEPT,,
308,6099,The ability to answer in the right language.,CONCEPT,,
309,6100,Can correctly spell written text.,CONCEPT,49882.0,
310,6101,The ability to formulate the answer in the correct tense.,CONCEPT,52975.0,
311,6732,"Er wurde erkannt, dass Lukas sich in der Phase der kontinuierlichen Vervollkommnung befindet.",CONCEPT,53282.0,
312,6736,Die Antwort wurde in der gewünschten Form gegeben: Partizip 2,CONCEPT,53248.0,3.0
313,6751,Le type d'attentes a été identifié.,CONCEPT,70527.0,5.0
314,6793,asdfasdf,CONCEPT,53504.0,
315,6822,"È stato riconosciuto che la parola ricercata è ""autorità professionale"".",CONCEPT,53919.0,5.0
316,6836,"Creating sentences with present continuous and read, drink, or listen.",CONCEPT,53633.0,
317,6837,The ability to correctly match the verb to the subject.,CONCEPT,,
318,6838,The ability to answer in the right language.,CONCEPT,,
319,6839,The learner is able to formulate the answer in the correct tense.,CONCEPT,53655.0,1.0
320,6845,Creating a sentence using present continuous and one of the verbs.,CONCEPT,53673.0,
321,6852,Ability to write and use correct grammar.,CONCEPT,53676.0,
322,6889,Il a été reconnu que le forming est la phase la plus longue dans la formation d'une équipe.,CONCEPT,53748.0,5.0
323,6925,The ability to write the correct amount of requested information.,CONCEPT,,
324,6949,Familiarity with different model types.,CONCEPT,53989.0,
325,6977,".

Fähigkeit, Probleme zu erkennen, zu analysieren und zu lösen.",CONCEPT,53992.0,
326,6984,,CONCEPT,72616.0,
327,7238,.,CONCEPT,54004.0,
328,7323,Les domaines de la vie qui peuvent être affectés par un harceleur ont été identifiés.,CONCEPT,54411.0,
329,7340,Sono state identificate le aree della vita che uno stalker può influenzare.,CONCEPT,54419.0,
330,7356,"Es wurde erkannt, welche Aufgaben Walter als Buchhalter Debitoren hat.",CONCEPT,54426.0,
331,7357,"Es wurde erkannt, welche Kompetenzen Walter als Buchhalter Debitoren hat.",CONCEPT,54430.0,
332,7358,"Es wurde erkannt, welche Verantwortungen Walter als Buchhalter Debitoren hat.",CONCEPT,54434.0,
333,7359,"Der Antwortsatz enthält alle Strukturelemente (Substantiv, Verb, Artikel usw.).",CONCEPT,54616.0,
334,7360,Es wurden keine Rechtschreibfehler gemacht.,CONCEPT,54439.0,
335,7361,"Es wurde erkannt, dass die Organisation eine Stab-Linien-Organisation ist.",CONCEPT,54637.0,
336,7362,"Es wurde erkannt, welche Gründe es für die Wahl der Organisation gab.",CONCEPT,54650.0,
337,7364,Die Antwort stimmt mit der Musterlösung überein.,CONCEPT,54655.0,
338,7365,"Es wurde erkannt, das die Abteilungen nach Profitcenter organisiert sind.",CONCEPT,54643.0,
339,7366,"Es wurde erkannt, das die Abteilungen innerhalb des Profitcenters nach Filialen organisiert sind.",CONCEPT,54647.0,
340,7433,"Der Lernende ist in der Lage, den richigen Kasus zu bestimmen.",CONCEPT,54813.0,1.0
341,7434,Die/Der Lernende kann mit einer Präposition adäquat ergänzen.,CONCEPT,64339.0,1.0
342,7435,"Der Lernende ist in der Lage, Artikel zu bestimmen.",CONCEPT,64277.0,
