taskId,language,description,topic_id,word_count
54,3Jr6T26XL13aKRh31JX0xi,eng,one peopl pictur visit london go write day london point view write short text sentenc simpl past experi question like help origin client question,4815.0,24
55,9BEPLYwJtle6SNFq4iKN0U,eng,write sentenc english,,3
56,7olXITeLPhA7lpuJNFI0x0,eng,widespread knowledg christma celebr birth jesu christ bring world virgin mari tell would birth child tell mari,,17
57,9Mc5FyG63rf6kYt9niCyf1,eng,great expect charl dicken father famili name pirrip christian name philip infant tongu could make name noth long explicit pip call pip come call pip give pirrip father famili name author tombston sister mr joe gargeri marri blacksmith never see father mother never see like either day long day photograph first fanci regard like unreason deriv tombston shape letter father give odd idea squar stout dark man curli black hair charact turn inscript also georgiana wife draw childish conclus mother freckl sickli five littl stone lozeng foot half long arrang neat row besid grave sacr memori five littl brother mine give tri get live exceedingli earli univer struggl indebt belief religi entertain bear back hand trowser pocket never take state exist read text care answer follow question wife blacksmith,,129
58,3Q2XVF2pxuk80nm3RKCEgR,eng,snowflak geometri know snowflak look beauti know also tie interest mathemat object call dihedr group put simpli two transform appli snowflak still look could transform hint could place mirror one half snowflak make reflexion match,,35
59,acULs3NPhSo8GoCnzRr550,eng,gift get famili hint provid list simpl keyword,,8
60,bFnkviohpp9w8xLXYyFgj,eng,tragic beauti incarn christma spirit decemb wwi soldier cross man land celebr christma truce ceasefir even end share carol even footbal match countri involv christma truce,,26
61,3ic4WkJzo38a3N18uRT4dN,eng,describ interact girl dog follow pictur,,6
62,qvpFCnVIvh9KSq5Zj8wpy,eng,name ingredi go eggnog,,4
63,4ZtMfsnqJOQabCc7IApHJN,eng,wish someon merri christma french,,5
64,1eCGJjuvqMWa0XbPT8455E,eng,sign age give concis answer,,5
65,2UMtJUswomA7LRi0R8WvXz,eng,write hear john play cat,,5
66,5u9DZIU6uoD8WzGcFOR339,eng,write sentenc p ast simpl use one word usual sometim test feedback write someth like drink usual coffe morn,5145.0,19
67,3dJg4CNE4M6745TGO3hpJu,eng,five phase project manag test feedback write someth like meet scope realiz,,12
68,5qBvawWa1k182LVJCTe121,eng,event earthquak build give recommend test feedback write someth like run around scream,4815.0,13
69,3gKnqzVuNvU5AgcrVVzhqc,eng,learn climat chang test feedback write someth like climat chang seriou threat,4815.0,12
70,2HXatST9nZb6pCE7sJuWBr,eng,content belong klett und balmer verlag find inform product digion ch love edinburgh first visit edinburgh child parent sister think magic citi special atmospher small enough get around easili feel lose big enough lot leave school decid go univer good decis wonder time local realli friendli time even start understand edinburgh accent fact love edinburgh much stay univer first live work citi meet husband true scotsman move countrysid nearbi work home busi love drive citi weekend mini last week parent come stay visit edinburgh castl scottish nation galleri one day take child zoo anoth day take boat inchcolm abbey nearbi island day picnic lunch princ street garden love mani differ thing edinburgh citi realli becom home imagin move away answer question full sentenc carolin move edinburgh move edinburgh studi love citi,,131
71,4XqgBukjnrj5Ky0GUL8Isw,eng,write hear john play cat,,5
72,3786WSi5Nn58r5VZESlFst,eng,write sentenc p ast simpl use one word usual sometim test feedback write someth like drink usual coffe morn,,19
73,aqdN5okrn7v96q2pZ6draC,eng,event earthquak build give recommend test feedback write someth like run around scream,,13
74,1Gs0VtDQxPH9WO8W15Revx,eng,describ see imag,,3
75,aMnKVp4XSra33C9zSsDIR,eng,could cat say situat could speak write sentenc test feedback write someth like play,5145.0,14
76,4AUaLoTasUk86ezdbK3d7q,eng,student answer thi task evalu grammar spell plan weekend write sentenc,5145.0,11
77,8kVrscmjkny6CtVtjsqO30,eng,put word order put word correct order make sentenc commun never enemi groom,,13
78,8FV1FHxBMDF8vnTy6FtguO,eng,activ passiv band sing song queen song queen sung band,,10
79,8CHf6OTOwiM7b44ADOwK6P,eng,negat sentenc sentenc carolin true correct use neg sentenc exampl carolin studi glasgow solut studi glasgow studi edinburgh understand scottish accent begin,,22
80,6k8QjfUF2b472CVTPitx8q,eng,student answer thi task evalu grammar spell addit ten keyword write sentenc p ast simpl use one word usual sometim test feedback write someth like drink usual coffe morn,5145.0,29
81,7YXAOXqXKk65WRBjKEmL0P,eng,mani reindeer santa clau name one,,6
82,73IGgfCwajkakURxaSb6DE,eng,describ imag,,2
83,9NLPD1zmbeq7XayTVaQo0k,eng,stem,,1
84,3eFwaoVZANA7mLeCSUdt8J,eng,highlight keyword appli bob,,4
85,8kr659BCDps8XfAdE4DYQR,eng,put word correct order make sentenc usual remov piec skin hand,,11
86,PrboJKJLSM6Ok9R2YeF4t,eng,put word correct order make sentenc use groom anoth chimpanze lip tooth sometim,,13
87,R24rmdBVmI9QUQ59CeCil,eng,one behav build earthquak,,4
88,2KO9ICLsLJT6Eqglg3Y4zi,eng,one behav build earthquak,,4
89,4DKHXxkvaF762VkVZhc7kq,eng,gener name also give natur satellit,,6
90,nqu0vtfgjH8ly72XMcGSF,eng,battl waterloo,,2
91,fq0rtjwXs79bZKorNNJxs,eng,battl waterloo,,2
92,3zbxDUoJVuh8Rptc9NhUqT,eng,battl waterloo,,2
93,4vji1aRS0588Bd9QAgwuow,eng,task flirt bot,,3
94,4q5G3LXQtwh7BgKMND34CC,eng,string,,1
95,aAk14uhGibt7xiZ78wFhtZ,eng,task detect bullshit,,3
96,9ZrKp7cJzKOa3wdTsWJJSZ,eng,task detect help difficult,,4
97,1aguJBiSWv89V7fICXsnQD,eng,task detect finish earli,,4
98,C58gcaiXIj95mU6JMbhwA,eng,task detect later skip,,4
99,4gt0xrzcJPu7q6gwyOAbOA,eng,task detect theori,,3
100,2FJN4Z7EhHz9RJD4EHn3FS,eng,string,,1
101,akYulFrAa5n6nUUBiHNyBD,eng,gener topic detector voci trainer posit feedback show,,8
102,4i811yJMsQja4C3GII7BHS,eng,anim say write sentenc,,4
103,2NqBhaOFPAC81UCkPE5Ggc,eng,anim say write sentenc,,4
104,5qzqbtE1MzG918eSLYHWa4,eng,anim say write sentenc,,4
105,4fK0HzN6ftp8lbg1ziA8Lr,eng,one behav build earthquak,,4
106,4APntIETx605Md7SoxZoEG,eng,spiderman describ word sentenc,,4
107,2HdFq9ySLjcaMyk1Gzm3vG,eng,capit usa give answer one word,,6
108,3uZ7sK6YDFN7a3BMz8upRy,eng,georg washington describ word one sentenc,,6
109,1ApV4pA16hP9jvCS0CSkdh,eng,answer question full sentenc carolin move edinburgh,,7
110,3yVJtv9S0z49bdlTgpTgCs,eng,anim say write sentenc,,4
111,31SEpU0OluZabtx8GtxdHp,eng,anim say write sentenc,,4
112,3s6tMlF9an06LNiCLaTENK,eng,read follow text answer question chimpanze use face express differ feel grin sneer show excit afraid press lip togeth want impress anoth chimp play chimp gener open smile top tooth cover apart face chimp also use bodi languag commun exampl hair stand end excit reaction also mean afraid aggress usual rais arm hit ground stare anoth anim chimp normal produc differ type call exampl special identif call help famili find chimp play often make sound similar laughter bodi contact import preserv harmoni group chimpanze chimpanze often groom hour help stay calm creat feel friendship interest fact text opinion,,98
113,8EJMDBJdEYw9ui0EdxVZKG,eng,georg washington describ word one sentenc,,6
114,ailLeGsc4fd9d2LvafZK8n,eng,describ interact girl dog follow pictur,4815.0,6
115,axuORmJciKT7iu1U9Q7YUw,eng,choo one anim write one sentenc answer quetion anim commun commun anim ant bee whale,,15
116,3DvxkIvJW856B0G9RNH5WC,eng,put word correct order make sentenc commun never enemi groom,,10
117,6caoNTbeI319o7t279ut9b,eng,put word correct order make sentenc alway commun chimpanze live,,10
118,4C7LJ5jbzhaah43YRv0Kba,eng,put word correct order make sentenc look lice alway,,9
119,6yMuYUiP1NawLzjDpKxPP,eng,put word correct order make sentenc gener small piec skin look,,11
120,5ZmoN76LAXp80mxQEDy1G4,eng,put word correct order make sentenc sometim piec skin take away eye,,12
121,7GrvqohuDeL7FMf4YqCME3,eng,put word correct order make sentenc one hand hold hair back use chimpanze alway,,14
122,9RgeoUjjlAK7pgMiKPSo9V,eng,put word correct order make sentenc usual remov piec skin hand,,11
123,8ZfzX4m3PoO5KXAPmZSp79,eng,put word correct order make sentenc use groom anoth chimpanze lip tooth sometim,,13
124,3fihxNehH2P9NA88wKcTmk,eng,write three sentenc b exampl priscilla write one short text english everi week,,13
125,7JoWDCdMPPb9e1YWRjz2T8,eng,put word correct order make sentenc groom sit togeth often,,10
126,79VYk9WxN1G8A8pVcQHRBh,eng,answer question full sentenc carolin move edinburgh,,7
127,929t9knVhXx9k4eSpNe3XJ,eng,carolin move countrysid near edinburgh,,5
128,1kGEhQVR8QD7T5FyuK7v7Q,eng,sentenc carolin true correct use neg sentenc exampl carolin studi glasgow solut studi glasgow studi edinburgh move back england univer,,20
129,5kJ7UAiz8a27f73M0HeExI,eng,howi chang tradit design,,4
130,98FuI2QeAsX80CxRqeUb4k,eng,like citi mention two thing,,5
131,6LvFcOpjEmD8Vc9p1F4l9h,eng,sentenc carolin true correct use neg sentenc exampl carolin studi glasgow solut studi glasgow studi edinburgh carolin first see edinburgh teenag,,21
132,8xf7XAx4kJ17xSCyYNrpeT,eng,answer question full sentenc carolin move edinburgh,,7
133,4QoaqmHMkr9JTM0xbx5gr,eng,come howi shop,,3
134,4epRABqDpuFaDou7SO9tcz,eng,long take make kilt hand,,5
135,hYdTGxqkJ1aEJzpmQqzja,eng,say howi life write three sentenc use follow verb help explain sit feel come measur take want sound think love enter greet exampl howi nicholsbi make kilt,,27
136,59jaAshF1uK60sUPEDERcU,eng,describ pictur girl dog pictur play togeth,,7
137,1hRJr3HtO9K923mOy0BWXr,eng,listen christma song,,3
138,4lnlDttCiSo75iRyVD3LZu,eng,listen christma song,,3
139,5mCTZdISzLYa7EpayOikGH,eng,base knowledg inform give case studi letter shm presid growth strategi use swiss hotel manag sa,,16
140,7epO37vckpv6xxA0mMcboy,eng,describ pictur one sentenc use present continu one verb read drink listen,5356.0,12
141,1KRvjczLAGnagj5slATYTp,eng,describ interact girl dog follow pictur,4815.0,6
142,1NxZvJOUmk59buPJKidJON,eng,describ interact girl dog follow pictur,4815.0,6
143,8lHjgtB0xTd64i6kKAk7um,eng,give well advic friend parent give opinion,,7
144,4vdaaOoffGh7RjfLJ4VA2w,eng,describ esperanza relev name turn find two three question partner answer,,11
145,aTRLomJYZFr7Bjjytw2r9l,eng,make six sentenc famili friend brother sister mum dad friend friend go like watch play get earli park shop cat dog spider garden plant room film video anim comput game footbal everi weekend weekend everi day,,36
146,1eKkX9eE46K66zvZLQqfe8,eng,could stori continu write summari idea use simpl present use phrase boy walk find suddenli start feel long time end parent find internet realli happen stori bodi stephen king bodi bodi gordi lachanc three friend learn boy area state main disappear probabl dead decid go trip find boy bodi prepar trip gun room second floor realli hot glad sleep night think go make excit roll two blanket tie old belt around grab money less dollar readi go go back stair avoid meet dad walk carbin street toward clubhous chri catch eye shine gordi want see someth sure come first point alley two shop chri come say ran alley run bottom smell trash terribl chri go puke forgot smell chri put hand backpack pull big gun get dad desk man dad go beat find chri eye go danc go find friend get enough wine keep drunk week put back chri hate alcohol alreadi see much one we drink despain brother bring beer steal father get bullet nine left box think use shoot bottl drunk moment cour think final take gun like heavi way sit hand point gun larg tin smelli trash spill squeez ka blam gun jump hand fire shot end feel wrist break heart mouth big hole appear tin work evil magician wow scream chri laugh wildli tell amus scare gordi lachanc shoot castl rock piec care everyon come gordi shut let go scream grab shirt give gun chri push backpack run alley reach carbin street slow walk one would notic we hear nois gun chri still laugh man piti see face oh man realli great knew bullet mean trick chri realli know gordi honestli take dad desk alway take bullet guess drunk rememb last time chri look innoc babi get clubhous find vern teddi wait start laugh tell whole stori everyon good laugh teddi ask chri think need gun noth realli chri say except might see wild anim anyway frighten forest night everyon agre chri strong brave guy we could say thing like put tent field teddi ask vern yeah put two lamp turn look dark hey man great say slap vern back real think grin let go teddi say nearli twelv alreadi chri stand gather round walk across beeman field say get railway track walk across bridg harlow far think teddi ask know say chri harlow big go walk least twenti mile sound right gordi yeah mayb thirti mile come guy chri say pick backpack blanket water bottl,,410
147,gidUSxLYmI8SaS4CEwBEW,eng,use note write summari start introduct name titl author text come forget say text summaris paragraph main part sentenc use note help write conclus say think articl gener rule say summari one third origin text short though rememb use word use phrase introduct articl write text articl stori explain describ deal main part alway use simpl present write summari use word pam warner talk organ food farmer market explain market offer first second third use phrase conclus sum say gener articl explain think opinion bodi bodi gordi lachanc three friend learn boy area state main disappear probabl dead decid go trip find boy bodi prepar trip gun room second floor realli hot glad sleep night think go make excit roll two blanket tie old belt around grab money less dollar readi go go back stair avoid meet dad walk carbin street toward clubhous chri catch eye shine gordi want see someth sure come first point alley two shop chri come say ran alley run bottom smell trash terribl chri go puke forgot smell chri put hand backpack pull big gun get dad desk man dad go beat find chri eye go danc go find friend get enough wine keep drunk week put back chri hate alcohol alreadi see much one we drink despain brother bring beer steal father get bullet nine left box think use shoot bottl drunk moment cour think final take gun like heavi way sit hand point gun larg tin smelli trash spill squeez ka blam gun jump hand fire shot end feel wrist break heart mouth big hole appear tin work evil magician wow scream chri laugh wildli tell amus scare gordi lachanc shoot castl rock piec care everyon come gordi shut let go scream grab shirt give gun chri push backpack run alley reach carbin street slow walk one would notic we hear nois gun chri still laugh man piti see face oh man realli great knew bullet mean trick chri realli know gordi honestli take dad desk alway take bullet guess drunk rememb last time chri look innoc babi get clubhous find vern teddi wait start laugh tell whole stori everyon good laugh teddi ask chri think need gun noth realli chri say except might see wild anim anyway frighten forest night everyon agre chri strong brave guy we could say thing like put tent field teddi ask vern yeah put two lamp turn look dark hey man great say slap vern back real think grin let go teddi say nearli twelv alreadi chri stand gather round walk across beeman field say get railway track walk across bridg harlow far think teddi ask know say chri harlow big go walk least twenti mile sound right gordi yeah mayb thirti mile come guy chri say pick backpack blanket water bottl healthi activ thanksgiv healthi activ thanksgiv headlin write pam warner publish health style author date sourc thanksgiv like turkey pumpkin pie american footbal sofa last coupl year new trend becom popular usa peopl like eat well qualiti food live activ life introduct slowli go fashion live conveni frozen food number peopl shop organ food special supermarket instead state farmer market offer great varieti fresh veget fruit region also dairi product bread meat without chemic addit market organ food much healthy tast lot well well explain emma boston healthi recip thanksgiv mayb pumpkin soup mash sweet potato roast turkey breast turkey roulad fill appl cranberri delici healthi lifestyl food lot trend sport show fun spend time friend stay fit time find right sport yet suggest standup paddleboard like water ideal kind sport stand board use paddl move water worri travel sea lot club offer standup paddleboard lake river cour live healthi also mean avoid alcohol drug finn fit instructor cleveland say drink much alcohol good health alcohol drink lot calori neg effect fit tri smoothi instead drug even wor easili get addict often caus problem famili school main part sum say organ food togeth sport great way stay fit without favorit meal chang lifestyl bit make much happy person conclus,,674
148,4Gvk7oeCwwF6GSHvRuxEj9,eng,get group five student choo differ borough new york bronx botan garden manhattan rockefel center queen citi field brooklyn brooklyn bridg staten island postcard memori find inform one sight borough librari internet special build open imagin new york taxi driver other tourist present sight group start like see build open bodi bodi gordi lachanc three friend learn boy area state main disappear probabl dead decid go trip find boy bodi prepar trip gun room second floor realli hot glad sleep night think go make excit roll two blanket tie old belt around grab money less dollar readi go go back stair avoid meet dad walk carbin street toward clubhous chri catch eye shine gordi want see someth sure come first point alley two shop chri come say ran alley run bottom smell trash terribl chri go puke forgot smell chri put hand backpack pull big gun get dad desk man dad go beat find chri eye go danc go find friend get enough wine keep drunk week put back chri hate alcohol alreadi see much one we drink despain brother bring beer steal father get bullet nine left box think use shoot bottl drunk moment cour think final take gun like heavi way sit hand point gun larg tin smelli trash spill squeez ka blam gun jump hand fire shot end feel wrist break heart mouth big hole appear tin work evil magician wow scream chri laugh wildli tell amus scare gordi lachanc shoot castl rock piec care everyon come gordi shut let go scream grab shirt give gun chri push backpack run alley reach carbin street slow walk one would notic we hear nois gun chri still laugh man piti see face oh man realli great knew bullet mean trick chri realli know gordi honestli take dad desk alway take bullet guess drunk rememb last time chri look innoc babi get clubhous find vern teddi wait start laugh tell whole stori everyon good laugh teddi ask chri think need gun noth realli chri say except might see wild anim anyway frighten forest night everyon agre chri strong brave guy we could say thing like put tent field teddi ask vern yeah put two lamp turn look dark hey man great say slap vern back real think grin let go teddi say nearli twelv alreadi chri stand gather round walk across beeman field say get railway track walk across bridg harlow far think teddi ask know say chri harlow big go walk least twenti mile sound right gordi yeah mayb thirti mile come guy chri say pick backpack blanket water bottl healthi activ thanksgiv healthi activ thanksgiv headlin write pam warner publish health style author date sourc thanksgiv like turkey pumpkin pie american footbal sofa last coupl year new trend becom popular usa peopl like eat well qualiti food live activ life introduct slowli go fashion live conveni frozen food number peopl shop organ food special supermarket instead state farmer market offer great varieti fresh veget fruit region also dairi product bread meat without chemic addit market organ food much healthy tast lot well well explain emma boston healthi recip thanksgiv mayb pumpkin soup mash sweet potato roast turkey breast turkey roulad fill appl cranberri delici healthi lifestyl food lot trend sport show fun spend time friend stay fit time find right sport yet suggest standup paddleboard like water ideal kind sport stand board use paddl move water worri travel sea lot club offer standup paddleboard lake river cour live healthi also mean avoid alcohol drug finn fit instructor cleveland say drink much alcohol good health alcohol drink lot calori neg effect fit tri smoothi instead drug even wor easili get addict often caus problem famili school main part sum say organ food togeth sport great way stay fit without favorit meal chang lifestyl bit make much happy person conclus,,640
149,65TnHLf4HHf6U8LfvZUEQM,eng,art form comic invent america find internet bodi bodi gordi lachanc three friend learn boy area state main disappear probabl dead decid go trip find boy bodi prepar trip gun room second floor realli hot glad sleep night think go make excit roll two blanket tie old belt around grab money less dollar readi go go back stair avoid meet dad walk carbin street toward clubhous chri catch eye shine gordi want see someth sure come first point alley two shop chri come say ran alley run bottom smell trash terribl chri go puke forgot smell chri put hand backpack pull big gun get dad desk man dad go beat find chri eye go danc go find friend get enough wine keep drunk week put back chri hate alcohol alreadi see much one we drink despain brother bring beer steal father get bullet nine left box think use shoot bottl drunk moment cour think final take gun like heavi way sit hand point gun larg tin smelli trash spill squeez ka blam gun jump hand fire shot end feel wrist break heart mouth big hole appear tin work evil magician wow scream chri laugh wildli tell amus scare gordi lachanc shoot castl rock piec care everyon come gordi shut let go scream grab shirt give gun chri push backpack run alley reach carbin street slow walk one would notic we hear nois gun chri still laugh man piti see face oh man realli great knew bullet mean trick chri realli know gordi honestli take dad desk alway take bullet guess drunk rememb last time chri look innoc babi get clubhous find vern teddi wait start laugh tell whole stori everyon good laugh teddi ask chri think need gun noth realli chri say except might see wild anim anyway frighten forest night everyon agre chri strong brave guy we could say thing like put tent field teddi ask vern yeah put two lamp turn look dark hey man great say slap vern back real think grin let go teddi say nearli twelv alreadi chri stand gather round walk across beeman field say get railway track walk across bridg harlow far think teddi ask know say chri harlow big go walk least twenti mile sound right gordi yeah mayb thirti mile come guy chri say pick backpack blanket water bottl healthi activ thanksgiv healthi activ thanksgiv headlin write pam warner publish health style author date sourc thanksgiv like turkey pumpkin pie american footbal sofa last coupl year new trend becom popular usa peopl like eat well qualiti food live activ life introduct slowli go fashion live conveni frozen food number peopl shop organ food special supermarket instead state farmer market offer great varieti fresh veget fruit region also dairi product bread meat without chemic addit market organ food much healthy tast lot well well explain emma boston healthi recip thanksgiv mayb pumpkin soup mash sweet potato roast turkey breast turkey roulad fill appl cranberri delici healthi lifestyl food lot trend sport show fun spend time friend stay fit time find right sport yet suggest standup paddleboard like water ideal kind sport stand board use paddl move water worri travel sea lot club offer standup paddleboard lake river cour live healthi also mean avoid alcohol drug finn fit instructor cleveland say drink much alcohol good health alcohol drink lot calori neg effect fit tri smoothi instead drug even wor easili get addict often caus problem famili school main part sum say organ food togeth sport great way stay fit without favorit meal chang lifestyl bit make much happy person conclus,,597
