taskId,id,aspectId,sampleSolution,name,description,tenantId,categoryId,type,groupId,metaData
74,97MdgAui4Mk7m6cOU11GNV,63538.0,14172,,Satzintegrität: Kommasetzung Fehler,Der Lernende hat einen Fehler bei der Kommasetzung gemacht.,95,1.0,MISCONCEPTION,,
75,7bJSSnEH7oC9X4OLEOBOHF,63539.0,14172,,Satzintegrität: Kommasetzung Fehler,Der Lernende hat einen Fehler bei der Kommasetzung gemacht.,95,1.0,MISCONCEPTION,,
76,7FFk3hJ8VXl5PxDmcM1yg6,63540.0,14172,,Satzintegrität: Kommasetzung Fehler,Der Lernende hat einen Fehler bei der Kommasetzung gemacht.,95,1.0,MISCONCEPTION,,
77,1mfdXT4GupD5I8EgTdLjnb,63541.0,14172,,Satzintegrität: Kommasetzung Fehler,Der Lernende hat einen Fehler bei der Kommasetzung gemacht.,95,1.0,MISCONCEPTION,,
78,3nyPPFNdnq3aWkfdyyblYZ,63536.0,14172,,Satzintegrität: Kommasetzung Fehler,Der Lernende hat einen Fehler bei der Kommasetzung gemacht.,95,1.0,MISCONCEPTION,,
79,6jck1jG2yALa91FNC2Avae,63537.0,14172,,Satzintegrität: Kommasetzung Fehler,Der Lernende hat einen Fehler bei der Kommasetzung gemacht.,95,1.0,MISCONCEPTION,,
80,2OCzVPx47hE9q61ls1ggvQ,63529.0,14172,,Satzintegrität: Kommasetzung Fehler,Der Lernende hat einen Fehler bei der Kommasetzung gemacht.,95,1.0,MISCONCEPTION,,
81,s8jsymMwfZ7Fn4A59dRSU,118113.0,14172,,Satzintegrität: Kommasetzung Fehler,Der Lernende hat einen Fehler bei der Kommasetzung gemacht.,95,1.0,MISCONCEPTION,,
82,81xdUMIFiyC7gTSwml1MTv,63544.0,14185,,Satzintegrität,"Die lernende Person ist in der Lage, einen korrekten Satz zu schreiben.",95,,CONCEPT,,
83,7fE9sk0x2amalma0takBp5,63546.0,14185,,Satzintegrität,"Die lernende Person ist in der Lage, einen korrekten Satz zu schreiben.",95,,CONCEPT,,
84,7CUm7BcYBG79uI8VPMUKCo,63543.0,14185,,Satzintegrität,"Die lernende Person ist in der Lage, einen korrekten Satz zu schreiben.",95,,CONCEPT,,
85,6eVh0sUk73laFRNimbk7MC,63545.0,14185,,Satzintegrität,"Die lernende Person ist in der Lage, einen korrekten Satz zu schreiben.",95,,CONCEPT,,
86,avYO5lPPpNR7MVAKdARpVK,63548.0,14185,,Satzintegrität,"Die lernende Person ist in der Lage, einen korrekten Satz zu schreiben.",95,,CONCEPT,,
87,vO9lrQFWnd6rddJnOBDkJ,63547.0,14185,,Satzintegrität,"Die lernende Person ist in der Lage, einen korrekten Satz zu schreiben.",95,,CONCEPT,,
88,97MdgAui4Mk7m6cOU11GNV,63551.0,14185,,Satzintegrität,"Die lernende Person ist in der Lage, einen korrekten Satz zu schreiben.",95,,CONCEPT,,
89,7bJSSnEH7oC9X4OLEOBOHF,63552.0,14185,,Satzintegrität,"Die lernende Person ist in der Lage, einen korrekten Satz zu schreiben.",95,,CONCEPT,,
90,7FFk3hJ8VXl5PxDmcM1yg6,63553.0,14185,,Satzintegrität,"Die lernende Person ist in der Lage, einen korrekten Satz zu schreiben.",95,,CONCEPT,,
91,1mfdXT4GupD5I8EgTdLjnb,63554.0,14185,,Satzintegrität,"Die lernende Person ist in der Lage, einen korrekten Satz zu schreiben.",95,,CONCEPT,,
92,3nyPPFNdnq3aWkfdyyblYZ,63550.0,14185,,Satzintegrität,"Die lernende Person ist in der Lage, einen korrekten Satz zu schreiben.",95,,CONCEPT,,
93,6jck1jG2yALa91FNC2Avae,63549.0,14185,,Satzintegrität,"Die lernende Person ist in der Lage, einen korrekten Satz zu schreiben.",95,,CONCEPT,,
94,2OCzVPx47hE9q61ls1ggvQ,63542.0,14185,,Satzintegrität,"Die lernende Person ist in der Lage, einen korrekten Satz zu schreiben.",95,,CONCEPT,,
95,s8jsymMwfZ7Fn4A59dRSU,118114.0,14185,,Satzintegrität,"Die lernende Person ist in der Lage, einen korrekten Satz zu schreiben.",95,,CONCEPT,,
96,SOMP2AgEC08C9MNNjovKJ,121911.0,14185,,Satzintegrität,"Die lernende Person ist in der Lage, einen korrekten Satz zu schreiben.",95,,CONCEPT,,
97,aY3j1u00B739hp4ZmHLVHe,121970.0,14185,,Satzintegrität,"Die lernende Person ist in der Lage, einen korrekten Satz zu schreiben.",95,,CONCEPT,,
98,81xdUMIFiyC7gTSwml1MTv,63558.0,14198,,Satzintegrität: Fehlendes Verb,Der Lernende hat einen Satz ohne Verb geschrieben. ,95,1.0,MISCONCEPTION,1404.0,
99,7fE9sk0x2amalma0takBp5,63557.0,14198,,Satzintegrität: Fehlendes Verb,Der Lernende hat einen Satz ohne Verb geschrieben. ,95,1.0,MISCONCEPTION,1404.0,
100,7CUm7BcYBG79uI8VPMUKCo,63556.0,14198,,Satzintegrität: Fehlendes Verb,Der Lernende hat einen Satz ohne Verb geschrieben. ,95,1.0,MISCONCEPTION,1404.0,
101,6eVh0sUk73laFRNimbk7MC,63559.0,14198,,Satzintegrität: Fehlendes Verb,Der Lernende hat einen Satz ohne Verb geschrieben. ,95,1.0,MISCONCEPTION,1404.0,
102,avYO5lPPpNR7MVAKdARpVK,63562.0,14198,,Satzintegrität: Fehlendes Verb,Der Lernende hat einen Satz ohne Verb geschrieben. ,95,1.0,MISCONCEPTION,1404.0,
103,vO9lrQFWnd6rddJnOBDkJ,63561.0,14198,,Satzintegrität: Fehlendes Verb,Der Lernende hat einen Satz ohne Verb geschrieben. ,95,1.0,MISCONCEPTION,1404.0,
104,97MdgAui4Mk7m6cOU11GNV,63564.0,14198,,Satzintegrität: Fehlendes Verb,Der Lernende hat einen Satz ohne Verb geschrieben. ,95,1.0,MISCONCEPTION,1404.0,
105,7bJSSnEH7oC9X4OLEOBOHF,63565.0,14198,,Satzintegrität: Fehlendes Verb,Der Lernende hat einen Satz ohne Verb geschrieben. ,95,1.0,MISCONCEPTION,1404.0,
106,7FFk3hJ8VXl5PxDmcM1yg6,63566.0,14198,,Satzintegrität: Fehlendes Verb,Der Lernende hat einen Satz ohne Verb geschrieben. ,95,1.0,MISCONCEPTION,1404.0,
107,1mfdXT4GupD5I8EgTdLjnb,63567.0,14198,,Satzintegrität: Fehlendes Verb,Der Lernende hat einen Satz ohne Verb geschrieben. ,95,1.0,MISCONCEPTION,1404.0,
108,3nyPPFNdnq3aWkfdyyblYZ,63560.0,14198,,Satzintegrität: Fehlendes Verb,Der Lernende hat einen Satz ohne Verb geschrieben. ,95,1.0,MISCONCEPTION,1404.0,
109,6jck1jG2yALa91FNC2Avae,63563.0,14198,,Satzintegrität: Fehlendes Verb,Der Lernende hat einen Satz ohne Verb geschrieben. ,95,1.0,MISCONCEPTION,1404.0,
110,2OCzVPx47hE9q61ls1ggvQ,63555.0,14198,,Satzintegrität: Fehlendes Verb,Der Lernende hat einen Satz ohne Verb geschrieben. ,95,1.0,MISCONCEPTION,1404.0,
111,s8jsymMwfZ7Fn4A59dRSU,118115.0,14198,,Satzintegrität: Fehlendes Verb,Der Lernende hat einen Satz ohne Verb geschrieben. ,95,1.0,MISCONCEPTION,1404.0,
112,81xdUMIFiyC7gTSwml1MTv,63569.0,14211,,Satzintegrität: Satzzeichen Fehler,Der Lernende hat am Ende des Satzes einen Fehler mit dem Satzzeichen gemacht. ,95,1.0,MISCONCEPTION,,
113,7fE9sk0x2amalma0takBp5,63571.0,14211,,Satzintegrität: Satzzeichen Fehler,Der Lernende hat am Ende des Satzes einen Fehler mit dem Satzzeichen gemacht. ,95,1.0,MISCONCEPTION,,
114,7CUm7BcYBG79uI8VPMUKCo,63570.0,14211,,Satzintegrität: Satzzeichen Fehler,Der Lernende hat am Ende des Satzes einen Fehler mit dem Satzzeichen gemacht. ,95,1.0,MISCONCEPTION,,
115,6eVh0sUk73laFRNimbk7MC,63574.0,14211,,Satzintegrität: Satzzeichen Fehler,Der Lernende hat am Ende des Satzes einen Fehler mit dem Satzzeichen gemacht. ,95,1.0,MISCONCEPTION,,
116,avYO5lPPpNR7MVAKdARpVK,63573.0,14211,,Satzintegrität: Satzzeichen Fehler,Der Lernende hat am Ende des Satzes einen Fehler mit dem Satzzeichen gemacht. ,95,1.0,MISCONCEPTION,,
117,vO9lrQFWnd6rddJnOBDkJ,63572.0,14211,,Satzintegrität: Satzzeichen Fehler,Der Lernende hat am Ende des Satzes einen Fehler mit dem Satzzeichen gemacht. ,95,1.0,MISCONCEPTION,,
118,97MdgAui4Mk7m6cOU11GNV,63577.0,14211,,Satzintegrität: Satzzeichen Fehler,Der Lernende hat am Ende des Satzes einen Fehler mit dem Satzzeichen gemacht. ,95,1.0,MISCONCEPTION,,
119,7bJSSnEH7oC9X4OLEOBOHF,63578.0,14211,,Satzintegrität: Satzzeichen Fehler,Der Lernende hat am Ende des Satzes einen Fehler mit dem Satzzeichen gemacht. ,95,1.0,MISCONCEPTION,,
120,7FFk3hJ8VXl5PxDmcM1yg6,63579.0,14211,,Satzintegrität: Satzzeichen Fehler,Der Lernende hat am Ende des Satzes einen Fehler mit dem Satzzeichen gemacht. ,95,1.0,MISCONCEPTION,,
121,1mfdXT4GupD5I8EgTdLjnb,63580.0,14211,,Satzintegrität: Satzzeichen Fehler,Der Lernende hat am Ende des Satzes einen Fehler mit dem Satzzeichen gemacht. ,95,1.0,MISCONCEPTION,,
122,3nyPPFNdnq3aWkfdyyblYZ,63575.0,14211,,Satzintegrität: Satzzeichen Fehler,Der Lernende hat am Ende des Satzes einen Fehler mit dem Satzzeichen gemacht. ,95,1.0,MISCONCEPTION,,
123,6jck1jG2yALa91FNC2Avae,63576.0,14211,,Satzintegrität: Satzzeichen Fehler,Der Lernende hat am Ende des Satzes einen Fehler mit dem Satzzeichen gemacht. ,95,1.0,MISCONCEPTION,,
124,2OCzVPx47hE9q61ls1ggvQ,63568.0,14211,,Satzintegrität: Satzzeichen Fehler,Der Lernende hat am Ende des Satzes einen Fehler mit dem Satzzeichen gemacht. ,95,1.0,MISCONCEPTION,,
125,s8jsymMwfZ7Fn4A59dRSU,118116.0,14211,,Satzintegrität: Satzzeichen Fehler,Der Lernende hat am Ende des Satzes einen Fehler mit dem Satzzeichen gemacht. ,95,1.0,MISCONCEPTION,,
126,81xdUMIFiyC7gTSwml1MTv,63583.0,14223,,Satzintegrität: Zeichensetzung Fehler,Der Lernende hat einen Fehler bei der Zeichensetzung gemacht. ,95,1.0,MISCONCEPTION,,
127,7fE9sk0x2amalma0takBp5,63584.0,14223,,Satzintegrität: Zeichensetzung Fehler,Der Lernende hat einen Fehler bei der Zeichensetzung gemacht. ,95,1.0,MISCONCEPTION,,
128,7CUm7BcYBG79uI8VPMUKCo,63582.0,14223,,Satzintegrität: Zeichensetzung Fehler,Der Lernende hat einen Fehler bei der Zeichensetzung gemacht. ,95,1.0,MISCONCEPTION,,
129,6eVh0sUk73laFRNimbk7MC,63585.0,14223,,Satzintegrität: Zeichensetzung Fehler,Der Lernende hat einen Fehler bei der Zeichensetzung gemacht. ,95,1.0,MISCONCEPTION,,
130,avYO5lPPpNR7MVAKdARpVK,63587.0,14223,,Satzintegrität: Zeichensetzung Fehler,Der Lernende hat einen Fehler bei der Zeichensetzung gemacht. ,95,1.0,MISCONCEPTION,,
