aspectId,description,type,groupId,categoryId
118,1566,The student knows the word coffee.,CONCEPT,46072.0,
119,1568,The student knows the word cook.,CONCEPT,46120.0,
120,15680,Can correctly spell written text.,MISCONCEPTION,2508.0,
121,1569,The student knows the word Spoon.,CONCEPT,46212.0,
122,1570,The student knows the word oil.,CONCEPT,46237.0,
123,1571,The student knows the word attorney.,CONCEPT,46273.0,
124,15717,Can correctly spell written text.,MISCONCEPTION,2508.0,
125,1572,The student knows the word work.,CONCEPT,46283.0,
126,1574,The student knows the word physician.,CONCEPT,46428.0,
127,1575,The student knows the word task.,CONCEPT,46453.0,
128,15753,Can correctly spell written text.,MISCONCEPTION,2508.0,
129,1576,The student knows the word author.,CONCEPT,46476.0,
130,1577,The student knows the word bank.,CONCEPT,46489.0,
131,1578,The student knows the word cash.,CONCEPT,46525.0,
132,15789,Can correctly spell written text.,MISCONCEPTION,2508.0,
133,1579,The student knows the word build.,CONCEPT,46537.0,
134,1580,The student knows the word profession.,CONCEPT,46573.0,
135,1581,The student knows the word office.,CONCEPT,46595.0,
136,1582,The student knows the word computer.,CONCEPT,46644.0,
137,15825,Can correctly spell written text.,MISCONCEPTION,2508.0,
138,1583,The student knows the word experience.,CONCEPT,46681.0,
139,1584,The student knows the word success.,CONCEPT,46741.0,
140,1585,The student knows the word salary.,CONCEPT,46773.0,
141,1586,The student knows the word captain.,CONCEPT,46804.0,
142,15861,Can correctly spell written text.,MISCONCEPTION,2508.0,
143,1587,The student knows the word quality.,CONCEPT,46826.0,
144,1588,The student knows the word job.,CONCEPT,46851.0,
145,15897,Can correctly spell written text.,MISCONCEPTION,2508.0,
146,1590,The student knows the word dentist.,CONCEPT,46893.0,
147,1591,The student knows the word science.,CONCEPT,46930.0,
148,1592,The student knows the word change.,CONCEPT,46990.0,
149,1593,The student knows the word mean.,CONCEPT,47038.0,
150,15933,Can correctly spell written text.,MISCONCEPTION,2508.0,
151,1594,The student knows the word pray.,CONCEPT,47072.0,
152,1595,The student knows the word stay.,CONCEPT,47085.0,
153,1596,The student knows the word think.,CONCEPT,47132.0,
154,15969,Can correctly spell written text.,MISCONCEPTION,2508.0,
155,1597,The student knows the word expect.,CONCEPT,47158.0,
156,1598,The student knows the word fly.,CONCEPT,47181.0,
157,1599,The student knows the word believe.,CONCEPT,47217.0,
158,1600,The student knows the word cost.,CONCEPT,47289.0,
159,16005,Can correctly spell written text.,MISCONCEPTION,2508.0,
160,1601,The student knows the word live.,CONCEPT,47314.0,
161,1602,The student knows the word rule.,CONCEPT,47350.0,
162,1604,The student knows the word speak.,CONCEPT,47386.0,
163,16041,Can correctly spell written text.,MISCONCEPTION,2508.0,
164,1605,The student knows the word wear.,CONCEPT,47432.0,
165,1606,The student knows the word earn.,CONCEPT,47470.0,
166,1607,The student knows the word understand.,CONCEPT,47517.0,
167,16077,Can correctly spell written text.,MISCONCEPTION,2508.0,
168,1608,The student knows the word grow.,CONCEPT,47566.0,
169,1609,The student knows the word want.,CONCEPT,47590.0,
170,1610,The student knows the word pay.,CONCEPT,47614.0,
171,1611,This aspect is here to help the student.,CONCEPT,40697.0,
172,16112,Can correctly spell written text.,MISCONCEPTION,2508.0,
173,1612,This aspect applies when the students writes nonsense.,CONCEPT,43903.0,
174,16149,Can correctly spell written text.,MISCONCEPTION,2508.0,
175,16185,Can correctly spell written text.,MISCONCEPTION,2508.0,
176,16221,Can correctly spell written text.,MISCONCEPTION,2508.0,
177,1623,Detector: Theory,CONCEPT,42296.0,
178,16257,Can correctly spell written text.,MISCONCEPTION,2508.0,
179,16293,Can correctly spell written text.,MISCONCEPTION,2508.0,
180,1631,The ability to write the correct amount of requested information.,CONCEPT,37755.0,
181,1632,The ability to formulate the answer in the correct tense.,CONCEPT,39590.0,
182,16329,Can correctly spell written text.,MISCONCEPTION,2508.0,
183,16365,Can correctly spell written text.,MISCONCEPTION,2508.0,
184,16401,Can correctly spell written text.,MISCONCEPTION,2508.0,
185,16437,Can correctly spell written text.,MISCONCEPTION,2508.0,
186,16473,Can correctly spell written text.,MISCONCEPTION,2508.0,
187,16821,The ability to convert text from one language to another.,MISCONCEPTION,4126.0,
188,17042,The ability to convert text from one language to another.,CONCEPT,4126.0,
189,172024,The student DOES NOT use punctuation correctly.,MISCONCEPTION,212086.0,1.0
190,172232,The answer contains too many sentences.,MISCONCEPTION,123381.0,3.0
191,172233,The answer contains too few sentences.,MISCONCEPTION,123381.0,3.0
192,172234,The learner talked about the topic given in the task description.,CONCEPT,123382.0,4.0
193,172235,The learner did not talk about the topic given in the task description.,MISCONCEPTION,123382.0,4.0
194,172236,,MISCONCEPTION,123383.0,
195,172237,,MISCONCEPTION,123383.0,
196,172238,The learner did not provide an answer.,MISCONCEPTION,123381.0,3.0
197,172239,The learner did not answer in the correct language.,MISCONCEPTION,123384.0,3.0
198,172240,The learner can correctly spell written text.,CONCEPT,123385.0,2.0
199,172241,,MISCONCEPTION,123383.0,
200,172242,,MISCONCEPTION,123383.0,
201,172243,,MISCONCEPTION,123383.0,
202,172244,The learner has made an error regarding grammatical gender/numbers.,MISCONCEPTION,123386.0,1.0
203,172245,,MISCONCEPTION,123383.0,
204,172246,,MISCONCEPTION,123383.0,
205,172247,,MISCONCEPTION,123383.0,
206,172248,,MISCONCEPTION,123383.0,
207,172249,,MISCONCEPTION,123383.0,
208,172250,,MISCONCEPTION,123383.0,
209,172251,,MISCONCEPTION,123383.0,
210,172252,,MISCONCEPTION,123383.0,
211,172253,The learner has made a spelling mistake.,MISCONCEPTION,123385.0,2.0
212,172254,,MISCONCEPTION,123383.0,
213,172255,,MISCONCEPTION,123383.0,
214,172256,,MISCONCEPTION,123383.0,
215,172257,,MISCONCEPTION,123383.0,
216,172258,,MISCONCEPTION,123383.0,
217,172259,,MISCONCEPTION,123383.0,
218,172260,,MISCONCEPTION,123383.0,
219,172261,,MISCONCEPTION,123383.0,
220,172262,,MISCONCEPTION,123383.0,
221,172263,,MISCONCEPTION,123383.0,
222,172264,,MISCONCEPTION,123383.0,
223,172265,,MISCONCEPTION,123383.0,
224,172266,,MISCONCEPTION,123383.0,
225,172267,,MISCONCEPTION,123383.0,
226,172268,,MISCONCEPTION,123383.0,
227,172269,,MISCONCEPTION,123383.0,
228,172270,The answer consists of correctly structured sentences.,CONCEPT,123387.0,1.0
229,172271,,MISCONCEPTION,123383.0,
230,172272,The learner has made a mistake in placing commas.,MISCONCEPTION,123387.0,1.0
231,172273,The learner did not caitalize the first word of a sentence.,MISCONCEPTION,123387.0,7.0
232,172274,The learner made a mistake with the point terminal.,MISCONCEPTION,123387.0,2.0
233,172275,,MISCONCEPTION,123383.0,
234,172276,,CONCEPT,123383.0,
235,172277,The answer consists of meaningless words like eojrherjvnje or jjjjjjjjjjjj.,MISCONCEPTION,123388.0,13.0
236,172278,The answer contains curse words or mean or obscene language.,MISCONCEPTION,123388.0,13.0
237,172279,The answer is an exact copy of the task description.,MISCONCEPTION,123388.0,13.0
238,172282,Subjects and Verbs are congruent.,CONCEPT,123390.0,1.0
239,172283,The answer contains verbs that are not congruent to their corresponding subject.,MISCONCEPTION,123390.0,1.0
240,172285,,MISCONCEPTION,123383.0,
241,172286,,MISCONCEPTION,123383.0,
242,172287,,MISCONCEPTION,123383.0,
243,172288,,MISCONCEPTION,123383.0,
244,172289,,MISCONCEPTION,123383.0,
245,172290,,MISCONCEPTION,123383.0,
246,172291,,MISCONCEPTION,123383.0,
247,17264,The ability to convert text from one language to another.,MISCONCEPTION,4126.0,
248,174788,,MISCONCEPTION,,
249,174789,,MISCONCEPTION,,
250,17486,The ability to convert text from one language to another.,MISCONCEPTION,4126.0,
251,17708,The ability to use the right input format.,MISCONCEPTION,5014.0,
252,17930,The ability to use the right input format.,MISCONCEPTION,5014.0,
253,18153,The ability to correctly match the verb to the subject.,CONCEPT,5460.0,
254,183,The ability to convert text from one language to another.,CONCEPT,4126.0,
255,18374,The ability to correctly match the verb to the subject.,MISCONCEPTION,5460.0,
256,184,The ability to use the right input format.,CONCEPT,5014.0,
257,185,The ability to correctly match the verb to the subject.,CONCEPT,5460.0,
258,185944,Can correctly spell written text.,CONCEPT,137676.0,
259,185945,The learner has made a spelling mistake.,MISCONCEPTION,137676.0,
260,18596,The ability to correctly match the verb to the subject.,MISCONCEPTION,5460.0,
261,186,The ability to answer in the right language.,CONCEPT,,
262,187,Can correctly spell written text.,CONCEPT,6127.0,
263,18819,The ability to answer in the right language.,MISCONCEPTION,,
264,190198,The student writes using appropriate language.,CONCEPT,141500.0,3.0
265,190199,The student DOES NOT write using appropriate language.,MISCONCEPTION,141500.0,3.0
266,190200,The student writes an answer in English.,CONCEPT,141502.0,3.0
267,190201,The student writes an answer in ANOTHER language than English.,MISCONCEPTION,141502.0,3.0
268,190202,The student enters an answer.,CONCEPT,141503.0,3.0
269,190203,The student DOES NOT enter an answer.,MISCONCEPTION,141503.0,3.0
270,190204,The student answers in clear language.,CONCEPT,141504.0,3.0
271,190205,The student answers in random strings of letters and/or numbers.,MISCONCEPTION,141504.0,3.0
272,190208,The student follows spelling rules.,CONCEPT,141506.0,2.0
273,190209,The student DOES NOT follow spelling rules.,MISCONCEPTION,141506.0,2.0
274,190210,The student answers following the rules of grammar,CONCEPT,141507.0,1.0
275,190211,The student DOES NOT answer following the rules of grammar,MISCONCEPTION,141507.0,1.0
276,190212,The student answers using declarative sentences.,CONCEPT,141508.0,1.0
277,190213,The student DOES NOT answer using declarative sentences.,MISCONCEPTION,141508.0,1.0
278,190216,The student answers in complete sentences.,CONCEPT,141512.0,679.0
279,190217,The student DOES NOT answer in complete sentences.,MISCONCEPTION,141512.0,679.0
280,190218,The student's answer consists of distinct sentences.,CONCEPT,141514.0,679.0
281,190219,The student's answer DOES NOT consist of distinct sentences.,MISCONCEPTION,141514.0,679.0
282,190220,The student answers with an opinion piece.,CONCEPT,144187.0,4.0
283,190221,The student doesn't answer with an opinion piece.,MISCONCEPTION,144187.0,4.0
284,190282,The student responds with an email.,CONCEPT,141563.0,4.0
285,190283,The student does not respond with an email.,MISCONCEPTION,141563.0,4.0
286,19040,Can correctly spell written text.,MISCONCEPTION,6127.0,
287,19263,Can correctly spell written text.,MISCONCEPTION,6127.0,
288,19487,Can correctly spell written text.,CONCEPT,6127.0,
289,19711,Can correctly spell written text.,MISCONCEPTION,6127.0,
290,19935,Can correctly spell written text.,MISCONCEPTION,6127.0,
291,20159,Can correctly spell written text.,MISCONCEPTION,6127.0,
292,20383,Can correctly spell written text.,MISCONCEPTION,6127.0,
293,20607,Can correctly spell written text.,MISCONCEPTION,6127.0,
294,20831,Can correctly spell written text.,MISCONCEPTION,6127.0,
295,21055,Can correctly spell written text.,MISCONCEPTION,6127.0,
296,21279,Can correctly spell written text.,MISCONCEPTION,6127.0,
297,21503,Can correctly spell written text.,MISCONCEPTION,6127.0,
298,21727,Can correctly spell written text.,MISCONCEPTION,6127.0,
299,21951,Can correctly spell written text.,MISCONCEPTION,6127.0,
300,22175,Can correctly spell written text.,MISCONCEPTION,6127.0,
301,22399,Can correctly spell written text.,MISCONCEPTION,6127.0,
302,22623,Can correctly spell written text.,MISCONCEPTION,6127.0,
303,22847,Can correctly spell written text.,MISCONCEPTION,6127.0,
304,23071,Can correctly spell written text.,MISCONCEPTION,6127.0,
305,23295,Can correctly spell written text.,MISCONCEPTION,6127.0,
306,23519,Can correctly spell written text.,MISCONCEPTION,6127.0,
307,23743,Can correctly spell written text.,MISCONCEPTION,6127.0,
308,23967,Can correctly spell written text.,MISCONCEPTION,6127.0,
309,24191,Can correctly spell written text.,MISCONCEPTION,6127.0,
310,24415,Can correctly spell written text.,MISCONCEPTION,6127.0,
311,244816,The student writes using words from the cotext.,CONCEPT,193244.0,4.0
312,244817,The student does not write using words from the context.,MISCONCEPTION,193244.0,4.0
313,244818,The student responds with a story.,CONCEPT,194843.0,5.0
314,244819,The student does not respond with a story.,MISCONCEPTION,194843.0,5.0
315,244871,The student writes sentences of reasonable length.,CONCEPT,191924.0,679.0
316,244872,The student DOES NOT write sentences of reasonable length,MISCONCEPTION,191924.0,679.0
317,244892,The student writes in an appropriate level of standard English.,CONCEPT,192047.0,679.0
318,244893,The student writes in simple English,MISCONCEPTION,192047.0,679.0
319,244896,The student uses terms from standard English and not from slang,CONCEPT,192050.0,679.0
320,244897,The student DOES NOT use terms from standard English but from slang.,MISCONCEPTION,192050.0,679.0
321,245911,The student writes about the topic,CONCEPT,193249.0,4.0
322,245912,The student does not write about the topic.,MISCONCEPTION,193249.0,4.0
323,245919,The student writes a monologue,CONCEPT,193256.0,4.0
324,245920,The student does not write a monologue.,MISCONCEPTION,193256.0,4.0
325,246380,The student answers with a descriptive text.,CONCEPT,193698.0,4.0
326,246381,The student does not answer with a descriptive text.,MISCONCEPTION,193698.0,4.0
327,24639,Can correctly spell written text.,MISCONCEPTION,6127.0,
328,246889,The student writes a diary entry,CONCEPT,194204.0,4.0
329,246890,The student does not write a diary entry.,MISCONCEPTION,194204.0,4.0
330,246961,The student answers with 5 sentences.,CONCEPT,194277.0,758.0
331,246962,The student does not answer with 5 sentences.,MISCONCEPTION,194277.0,758.0
332,247621,The student responded with a summary.,CONCEPT,194912.0,4.0
333,247622,The student did not respond with a summary.,MISCONCEPTION,194912.0,4.0
334,24863,Can correctly spell written text.,MISCONCEPTION,6127.0,
335,25087,Can correctly spell written text.,MISCONCEPTION,6127.0,
336,25311,Can correctly spell written text.,MISCONCEPTION,6127.0,
337,25535,Can correctly spell written text.,MISCONCEPTION,6127.0,
338,25759,Can correctly spell written text.,MISCONCEPTION,6127.0,
339,25983,Can correctly spell written text.,MISCONCEPTION,6127.0,
340,26207,Can correctly spell written text.,MISCONCEPTION,6127.0,
341,26431,Can correctly spell written text.,MISCONCEPTION,6127.0,
342,265063,The student uses punctuation correctly.,CONCEPT,212086.0,1.0
343,265068,The student answers consistently in British or American English.,CONCEPT,212097.0,679.0
344,265069,The student DOES NOT answer consistently in British or American English.,MISCONCEPTION,212097.0,679.0
345,265293,The student writes a salutation,CONCEPT,212484.0,4.0
346,265294,The student DOES NOT write a salutation,MISCONCEPTION,212484.0,4.0
347,265297,The student writes a main body,CONCEPT,212487.0,4.0
348,265298,The student DOES NOT write a main body,MISCONCEPTION,212487.0,4.0
349,265301,The student writes a greeting.,CONCEPT,212492.0,4.0
350,265302,The student DOES NOT write a greeting.,MISCONCEPTION,212492.0,4.0
351,272769,The student writes an essay,CONCEPT,220040.0,4.0
352,272770,The student does not write an essay.,MISCONCEPTION,220040.0,4.0
353,27837,The ability to convert text from one language to another.,MISCONCEPTION,55115.0,
354,27838,The ability to convert text from one language to another.,CONCEPT,55115.0,
355,27840,The ability to convert text from one language to another.,MISCONCEPTION,55115.0,
356,27842,The ability to convert text from one language to another.,MISCONCEPTION,55115.0,
357,27844,The ability to convert text from one language to another.,MISCONCEPTION,55115.0,
358,27863,The ability to convert text from one language to another.,CONCEPT,55115.0,
359,27882,The ability to convert text from one language to another.,MISCONCEPTION,55115.0,
360,27901,The ability to use the right input format.,MISCONCEPTION,14995.0,
361,27904,The ability to use the right input format.,MISCONCEPTION,14995.0,
362,27937,The ability to correctly match the verb to the subject.,CONCEPT,55112.0,
363,27969,The ability to correctly match the verb to the subject.,MISCONCEPTION,55112.0,
364,28002,The ability to correctly match the verb to the subject.,MISCONCEPTION,55112.0,
365,28035,The ability to answer in the right language.,MISCONCEPTION,55115.0,
366,28070,The ability to formulate the answer in the correct tense.,CONCEPT,15136.0,
367,28099,The ability to formulate the answer in the correct tense.,MISCONCEPTION,15136.0,
368,28129,The ability to formulate the answer in the correct tense.,MISCONCEPTION,15136.0,
369,28732,The ability to use the right input format.,MISCONCEPTION,15630.0,
370,29098,Can correctly spell written text.,MISCONCEPTION,16178.0,
371,29645,Can correctly spell written text.,MISCONCEPTION,16178.0,
372,30193,Can correctly spell written text.,CONCEPT,16178.0,
373,30741,Can correctly spell written text.,MISCONCEPTION,16178.0,
374,31289,Can correctly spell written text.,MISCONCEPTION,16178.0,
375,31836,Can correctly spell written text.,MISCONCEPTION,16178.0,
376,32385,Can correctly spell written text.,MISCONCEPTION,16178.0,
377,32933,Can correctly spell written text.,MISCONCEPTION,16178.0,
378,33481,Can correctly spell written text.,MISCONCEPTION,16178.0,
379,336482,The learner has made an error with word separation.,MISCONCEPTION,137676.0,2.0
380,336483,The learner has made an article error.,MISCONCEPTION,137676.0,
381,336484,The learner has made an error regarding grammatical numbers.,MISCONCEPTION,137676.0,
382,336485,The learner has made an error regarding grammatical gender/numbers.,MISCONCEPTION,137676.0,2.0
383,336486,The learner has made an elision error.,MISCONCEPTION,137676.0,
384,336487,The learner has confused Z and TZ.,MISCONCEPTION,137676.0,
385,336488,The learner has confused I and IE.,MISCONCEPTION,137676.0,
386,336489,The learner has made a mistake with the letter H.,MISCONCEPTION,137676.0,2.0
387,336490,The learner has made a mistake with capitalization.,MISCONCEPTION,137676.0,
388,336491,The learner has confused D and T.,MISCONCEPTION,137676.0,
389,336492,The learner has confused F and PH.,MISCONCEPTION,137676.0,
390,336493,The learner has confused K and CK.,MISCONCEPTION,137676.0,
391,336494,The learner has made a typo.,MISCONCEPTION,137676.0,
392,336495,The learner made a mistake with double consonants.,MISCONCEPTION,137676.0,
393,336496,The learner has made a mistake with double vowels.,MISCONCEPTION,137676.0,2.0
394,336497,The learner has confused D and DT.,MISCONCEPTION,137676.0,
395,336498,The learner has confused B and P.,MISCONCEPTION,137676.0,
396,336499,The learner has confused I and Y.,MISCONCEPTION,137676.0,
397,336500,The learner has confused S and ß.,MISCONCEPTION,137676.0,
398,336501,The learner confused E and AE.,MISCONCEPTION,137676.0,
399,336502,The learner has confused ß and SS.,MISCONCEPTION,137676.0,
400,336503,The learner has confused homonyms.,MISCONCEPTION,137676.0,
401,336504,The learner has used a pleonasm.,MISCONCEPTION,137676.0,
402,336505,The learner has used a helvetism.,MISCONCEPTION,137676.0,
403,336506,The spell checker could not be applied.,MISCONCEPTION,137676.0,
404,336507,The learner has made a grammar mistake.,MISCONCEPTION,137676.0,
405,336508,The learner has made a stylistic error.,MISCONCEPTION,137676.0,
406,336509,The learner used a word more than once.,MISCONCEPTION,137676.0,
407,336510,The learner has forgotten a negation word.,MISCONCEPTION,137676.0,
408,336511,The learner has forgotten spaces after the punctuation mark. ,MISCONCEPTION,137676.0,2.0
409,336512,"The learner did not use the verb after the preposition ""to"" in the infinitive.",MISCONCEPTION,137676.0,
410,336513,"The learner has confused ""das"" and ""dass"".",MISCONCEPTION,137676.0,
