taskId,language,description,topic_id,word_count
1118,7CUm7BcYBG79uI8VPMUKCo_RD,DE,aspekt werden schreiben maxim,5349.0,4
1122,77ie2UMlNNealZTBPJN3An_RD,DE,перекладіть перша літера абетки,,4
1124,790yfzUMFlJ8eXYT7OtUHW_RD,DE,schreiben prasen termin vorbereit,,4
1129,5gih6z8lRbv5ZAPRSSpPBB_RD,DE,fur typisch hallo kalifornien eindrucklich fein fischgerichten geniess hawaii westkust gallen mehr genug flurina,,14
1132,6eVh0sUk73laFRNimbk7MC_RD,DE,zwei satz arbeit gern laptop laptop letzen woch,5357.0,8
1133,avYO5lPPpNR7MVAKdARpVK_RD,DE,zuerst nachdem neu find helfer bestellen nachdem,5357.0,7
1134,6tsg9mDSnNP9MSZAtBpQ08_RD,DE,passiv prasen termin intensiv kollege,5357.0,5
1135,vO9lrQFWnd6rddJnOBDkJ_RD,DE,erganz passiv prasen packe,5357.0,4
1368,nqu0vtfgjH8ly72XMcGSF_RD,DE,when of,,2
1374,4zcsaIGJPKc5XQ9cX2N0vo_RD,DE,-- german,,2
1375,XZZNGpJJoP9NfrRPSfR8w_RD,DE,translat he love -- to german,,6
1378,9fRq8FcU04z6cylMYhxZpp_RD,DE,german,,1
1379,6tKWn39JVqC6nMBv9vQoGD_RD,DE,love -- german,,3
1808,97MdgAui4Mk7m6cOU11GNV_RD,DE,erganz passiv fliegen flugzeug,5357.0,4
1809,7bJSSnEH7oC9X4OLEOBOHF_RD,DE,erganz passiv empfehl restaur,5357.0,4
1810,7FFk3hJ8VXl5PxDmcM1yg6_RD,DE,schreiben satz prasen trennen,5357.0,4
1811,1mfdXT4GupD5I8EgTdLjnb_RD,DE,passiv prasen bayern bier,5357.0,4
1812,3nyPPFNdnq3aWkfdyyblYZ_RD,DE,machen schreiben prasen,5357.0,3
1813,6jck1jG2yALa91FNC2Avae_RD,DE,machen prasen abhol,5357.0,3
1814,3DSHS6PDsDJ6jCx4ZaYAkq_RD,DE,satz schreiben prasen,5357.0,3
1815,3h77kJLwUzk9jnm3I5I72t_RD,DE,ordn satz passiv kuhlschrank,5357.0,4
1816,acRRmel9dq79Mz98xPSL7U_RD,DE,macht schreiben passiv oft untersuch kind,5357.0,6
1817,5h3g4hte7GG97F5Dc8VSfx_RD,DE,satz passiv medika,5357.0,3
2060,4pKkeNj3T6ZaUqdC7cefmS_RD,DE,antwort stichwort meinung eigenschaft sensibilitat umgehen,4986.0,6
2061,5uQBlerTLL09zTEJkjoY0P_RD,DE,zwei stichworter auswirkung eben meinung,4988.0,5
2062,2SlBVhjmVIN9brWa5caXzs_RD,DE,weniger wort technologisch wandel arbeitsmittel,4983.0,5
2063,3PEjuP7EEn6a1U8sGBCKv8_RD,DE,organisatorisch veranderung betreffen,4985.0,3
2064,8qiNixePl585WRsLTvsO5L_RD,DE,beantwort beschreibung formulierst fuhrungsrol nenn mindester,4988.0,6
2065,7niZcHw13T26fs05I4CQiX_RD,DE,entsprechend entsprechen firma arbeiten verlagern direkt bewussen finden fallt schwer situat bekanntgeben beeintrachtigen produktivitat,4987.0,14
2066,4My3qZPpoD29iUxDtDEVQp_RD,DE,beantwort veranderungskurv alexandra alexandra wurd umstrukturiern fuhren dadurch alexandra mehr chefin vierkopfig siebenkopfigen team neu veranderung gewohn machen weiterhin integr neu mitarbeit tun,4986.0,23
2067,2jnGAP7Hufw8aZUcKNJMc7_RD,DE,vervollstandig satz schritt strategi entwickeln befindest,4989.0,6
2068,5lqXRJhkFvMaTGrslIY6YY_RD,DE,bereitschaft dringlichkeit musse verantwortliche bestimmt beantwort konn,4993.0,7
2069,89qzhqauONB6K7kRLpV64m_RD,DE,beantwort frage vollstandigen satz signal person leisten,4986.0,7
2070,DgC1xLQRqo95OXxMTuMjN_RD,DE,beantwort kommunikationsmaßnehmen wurdest einfuhr personlich person zusatzlich unterstutzung,4984.0,8
2071,aqldUKdUSre6kdvHuBrYt7_RD,DE,nennen intern extern indirekt aktivitat unternehmen betroffen gegenub unternehmen geltend,4986.0,10
2072,1Khq1NcVb2T84UFefrMlqJ_RD,DE,beantwort bestimmt carl uberzeugungskraft bekommen ursprunglich alexandran,4985.0,7
2073,1MoRHyQX5pJ6OVL1qZqP6i_RD,DE,wort art veranderung stellen kontext coronaviru pandemi handeln global veranderung,4986.0,10
2074,2BEhOwnzxgT6prfp7BvxuZ_RD,DE,nenn meßnahmen veranderungsprozess alltag verankern konn,4985.0,6
2075,2XCZvkZWgxOaAr62HhDWR3_RD,DE,fur interessengrupp,4991.0,2
2076,3FGpNp7eJHi75fsSSV17zn_RD,DE,frage beid antwort neu projekt alexandra fuhrt zwei reaktion posit eher,4986.0,11
2077,4unxe0YKsV57iyJC6yj14a_RD,DE,entwicklung transportwesen,4983.0,2
2078,5F5z68DvGND93wql4U4JTo_RD,DE,frage benennst method unterstutzung begleitung wurdest einsetzen fahigkein,4989.0,8
2079,5OD6pEEQ0Og74G6ac34ELo_RD,DE,immer veranderungen,4987.0,2
2080,5UI7ddBqEUf9RzaFurONES_RD,DE,nenn beispiel facilit,4987.0,3
2081,7h8f9nExZtt7r8M3Ccet2q_RD,DE,richtig kommunikationsmaßnehmen alexandra team unangenehmen,4989.0,5
2082,7lQ0BAuQLHG5SFqQxJkmm7_RD,DE,beantwort frage drei alphabetisch angibst mussen erfullt verhalt rahmen unternehmensumstrukturierung andern,4984.0,11
2104,WQpEgyLgi089ljEf8PuJw_RD,DE,walter buchhalt bern aufgabe sowi moglich kompetenz verantwortung stell taskbas kommentar aufgeben offen aufgeben aufgeben taskbas gut wissen vorhanden aufgesetzt vorhanden antwort gemass einschatzung hep zusammenarbeit didaktisch diskussion feedbacktext lernend hinwei korrekt konnt feedbacktext enthalt musterlosung,,36
2105,aqFM7iL1gxE8Nl9d5EwMZ7_RD,DE,variant organis taskbas kommentar aufgeben handeln cloze aufgeben wort beantworten anhand aufgesetzt feedback lernend richtig enthalt musterlosung,,17
2106,5CFVvAUF1ql5IyB56TENAa_RD,DE,warum wurd wohl wahlen taskbas aufgeben offen aufgeben fur musterlosung vorhanden geben lernend richtig losung feedback hinterlegen lernend grammatik machen allerd hoheit hep anforderung angepasst,,25
2107,3OSeZ6O83us8GUTd4pseaY_RD,DE,abteilung organisieren aufgeben offen fur aufgab musterlosung hinwei richtig enthalt musterlosung feedback lernend rechtschreibfehl machen hoheit hep individuel didaktisch anforderung angepasst,,21
2164,1bE5K6vfUmkaLCVEop9wJM_RD,DE,formulier mehrer stichwort mindest zwei dimension lebensbereich tyrann,5425.0,8
2206,2OCzVPx47hE9q61ls1ggvQ_RD,DE,gottfri reise sein weihen immer habana wissen hibiskusrot ewig fur wustennot bahnhofstraß ruee avenuee leer ach vergeblich spat erfahren umgrenzend formulierungsbaustein beginnen dichen jahr fragen lyrisch,5356.0,26
2239,s8jsymMwfZ7Fn4A59dRSU_RD,DE,beschreib farb alt einfallt,,4
2241,4zCCSDzZTms68NuZVvcVct_RD,DE,prateritum gestern erzahlen,,3
2242,7zfjwIwagx5az8LCkxXHsO_RD,DE,warum ethisch daten,,3
2243,7SD9u9MoZjYaAhDd6kLBRo_RD,DE,nachteil verfahren ubermittlungsbog laufzettel,,4
2244,3fXs9eN4lDd7hkGplAKFO3_RD,DE,gib eigenschaft projekt,,3
2245,9oRkVfq3T2P6F9BloLII3S_RD,DE,input sicht befriedigung,,3
2246,8D1z6MPJmr65Takllixd2i_RD,DE,output sicht prozess befriedigung kundenbedurfniss,,5
2247,3WLihIbee4L8jhzHkIfzSf_RD,DE,begriff situat output input,,4
2252,2JIQtvavj715NCtZBhwpKb_RD,DE,beschreib zwei satzen problem umgang fluchtling,,6
2257,7Pv0gEhr6Xc8mgGlUvktVK_RD,DE,bild neu auto,,3
2265,9YNgZK9qGs3aIva1dwBYZa_RD,DE,hinwei journal liefern,,3
2266,5NM4ASUhva5aCNnFd8qMlv_RD,DE,zwei ding fur hauptbuch lauf jahr verwenden,,7
2270,SOMP2AgEC08C9MNNjovKJ_RD,DE,formulier satz ii verwendung element heut abend helfen,,8
2271,aY3j1u00B739hp4ZmHLVHe_RD,DE,vorgegebenen element gern geld,,4
2296,527EsNbu7Mva1FIzFhT8ad_RD,DE,warum radikalisiert teil britisch beschreib eigen wort,5289.0,7
2307,4Rg8Yp2yGgf7aV1xzYfiVy_RD,DE,erklar markiert zeit langsamen geist lehrer bodenlos kaufmann bremen erzurnen tonio consuelo heißen uberhaupt stadt vater ganz unten landkart heraufgeholt zeugniss einerlei leicht,,23
2353,LiHAY4BB975PIk5fa7IuJ_RD,DE,schreib satz prasen sollen,,4
2355,aYH2E7OnEXD6ZkBuRluem2_RD,DE,passend entspann well center,,4
2360,7cbUVIncPWj7bkifUWUKkv_RD,DE,mithilf beispiel fur,5198.0,3
2363,3MoZ9FVC8qe9MAcngw2J70_RD,DE,antwort satz nenn warum arbeitgeb anspruch verletzung geltend,5197.0,8
2366,18MW1MdWKJz81E4QzkfEuH_RD,DE,gib satz anlasslich christin vorgesetzen begeistert geben coronaviru pandemi sorge bereiten bedurfni entgegenkommen,5198.0,13
2369,83xsYxxMc6j9Bejqoyp0RJ_RD,DE,gib mithilf mitgli unternehmen geschaftsfuhrerin mocht home offic beauftragen meßnahmen einzufuhren uberlasst festzuleg vorstand aufgeben,5192.0,15
2372,6O0owl7H4NU8SihzLYtcY0_RD,DE,drei eben personalbeurteilung geben gib bitt drei,5196.0,7
2375,1NlUf48QYyvaTsrdLS2toL_RD,DE,nenn drei wichtig erledigen muss mitarbeit unternehmen,5201.0,7
2378,4a2uOAm5ddF7GUa7e3dBIF_RD,DE,tun e lang angeben grund arbeit erscheinen beantwort frage satz,5197.0,10
2381,1I5EV1IlAfx64xWFvGe5zb_RD,DE,arbeitgeb arbeitnehm unternehm konkurrenz arbeiten frage weniger,5197.0,7
2384,5OzEyxZ2WKk6uvwTmrFpAd_RD,DE,alexandra mocht neu mitarbeit unternehmen krankheit urlaub erleichtern meßnahmen beantwort mithilf,5195.0,11
2387,8uugUQrI9Ie8JLBAYWwu9B_RD,DE,beendigung arbeitsverhaltniss fur arbeitgeb gesetzlich bestimmung gib antwort,5201.0,8
2390,4oCv22yeHfC8yS7rMmmovf_RD,DE,verlasst unternehmen nachfolg fur hoch geschatzt kosten fur antwort mithilf,5192.0,10
2393,4xW92J7nPEHactKBePdCpE_RD,DE,problem alexandra mitarbeit negativ finanziell konnt fur beantwort frage,5192.0,9
2396,7BRitwvWZOW6WveU9cdCd5_RD,DE,gib antwort mithilf stichwort firma geschaftsleitung fest einstellungskosten hoch schwierig geschaftsfuhr davon unternehmen arbeitnehm attraktiv genug alexand verwend hypoth uberprufen,5192.0,20
2399,2C4hoGSipAL6InnsC0sPpV_RD,DE,satzen personalabteilung netzwerk verandern,5195.0,4
2402,3Jbmq8gDaDn93254RCDksl_RD,DE,kritik sozial bezug geaußeren frage,5195.0,5
2405,8BkGplumC8a840mXmWiP6z_RD,DE,stellen alexandra bewerberin anforderungen ubertrifft alexandra bewerberin beantwort frage mithilf,5200.0,10
2408,8T76IzRT3T66WxPzViAdRH_RD,DE,beantwort frage stichwort auswirkung erfolgreich onboard,5194.0,6
2411,4Xkj90IYMQ284Wy1pREFm9_RD,DE,beantwort frage alexand firma neu team einstellen integrationsmaßnehmen vergleich maßnehmen fur einzeln gut,5194.0,13
2414,1Jf3y3o3OoOa6S8gLB15le_RD,DE,beantwort stichworten womit erfolgreich,5194.0,4
2417,15fnCODBmC29aoCnJTbekl_RD,DE,stichwort vorteil aufhebung arbeit,5198.0,4
2420,6QtXXqQYtR9IbefZVEEYw_RD,DE,beschreib weniger wort einfuhr mitarbeit innen zugehorigkeit verbessern,5198.0,8
2423,4Dfz3kIxMan69nUsoDkiJ9_RD,DE,beschreib art lohn unternehmen wahl risiko anzahl,5198.0,7
2426,96PWDkkUmQA6isFODs84MO_RD,DE,warum vorschlagswesen etablieren beantwort frage satzen,5198.0,6
2429,2py0BSkLWLx98Hl8snJFWi_RD,DE,vorteil fur,5198.0,2
2432,1Pj3KekZT6W9t4ZckPwWCi_RD,DE,nenn nachteil home offic unternehmen,5198.0,5
2435,90VWyaZT0By7lcqDL0BJH9_RD,DE,aspekt berucksichtigen drei davon,5199.0,4
2438,9pO4eVfv9dKauA35wE6QOa_RD,DE,konntest sicherstell teilnehmerinn teilnehm zwei satze,5199.0,6
2441,6PyF0OwlZm47VRd8ao02xm_RD,DE,gib fur rationalisierungsmaßnehmen antwort,5191.0,4
2444,IaKi6iab7oaWWYtXJs423_RD,DE,formulier arbeitszeugni verschied hut bringen formulier antwort vollstandigen satz zeugni formulieren wurdest,5201.0,12
2447,6TBfEErEnWe84USM4fJmcj_RD,DE,alic unternehmen miten jahr urlaub nehmen arbeitgeb verlasst gib,5201.0,9
2450,6zN789CWOea9ECTmkinf3W_RD,DE,nenn drei e unternehmen verlassen,5201.0,5
2453,6b1B7zJPWCD9uFU0Df6LAg_RD,DE,nenn arbeitgeb,5197.0,2
2456,9bKvJXzVDT17ZUOaiPDwjg_RD,DE,antwort kannst bemerkst woche arbeit liefern,5197.0,6
2459,7ZeBN122qi97fFI8wxKhDd_RD,DE,schreib satz,,2
2462,8f1estLkrYo7P2iWATbto9_RD,DE,gib satz neu mitarbeiterin agrifor unternehmen klempnerarbeien stell information uber kunde unternehmen kollege sammeln direktem stehen tatiana grundlag treffen,5194.0,19
2470,1LEKhtWAXfR5VL3aZS24Ak_RD,DE,satz vorteil fur arbeitsmarkt bilateral abkommen uber ergeben,5190.0,8
2472,1x1LyscGZyg7xNq9DRv2hk_RD,DE,satz prasen,,2
2484,XYELLLXe736ykV04Qh6FI_RD,DE,nenn element stellenanzeig,5195.0,3
2485,9QRukUX9TpU73w7heZO3EI_RD,DE,antwort stichwort komponent unternehmensprofil dabei handeln unternehmen,5188.0,7
2486,7bUPxzTT24M6I5wk9fuXpq_RD,DE,direktor alexandra personalchefin arbeiten sagen technologischen berucksichtigen abteilung riskier tun wehren,5190.0,11
2487,8uIg14U06b284z7ypXwVvo_RD,DE,antwort alexandra stellenanzeig plattform unternehmen verfassen element fehlen algrifor seit jahr klempnerei tatig ab sofort arbeitsklima ausschließlich,5195.0,17
2488,1bD0giWLVjwaSbhlr4gRX9_RD,DE,alexand spezialisen fur stellen autoteil her zusatzlich produkt einstellen wer gut bewerberinnen auszuwahlen,5195.0,13
2492,aEnQkNo1tno8LEGnW1fvKN_RD,DE,beschreib weniger satzen mittel personalabteilung ungleichheit abbauen,5191.0,7
2568,8Rwy5SXBEcj9Rb2DoAU5oS_RD,DE,verandern siedepunkt absenken,,3
2588,9FPv5m7DrOG7bShmkvaeGj_RD,DE,beide gedruckt satz passend neu feld geschneit letzen,3273.0,8
2593,86AW3SNqRiO8Kn6W4JHuHb_RD,DE,formulier mithilf zwei stichworter ausubung vorau machen innerhalb beruflich kenntniss fahigkeit form bezeichnen gleichzusetze sprechen,5378.0,15
2609,lEsYBtUwjB8W7Lmu4JkPH_RD,DE,werber,5453.0,1
2610,2nuLWReBbek89lbaHWaGmw_RD,DE,autor entwickeln neu wort text,5453.0,5
2611,1NuqLOUQNKV8oseFxo7vzL_RD,DE,worter tum,5453.0,2
2612,2EG7YQjQXTX9wI1Y8ViC3H_RD,DE,drei worter enden,5453.0,3
2619,61ZZCETKWPS6YaXH86vNMi_RD,DE,schreib zwei hauptsatz liegen buch,,5
2622,7chMpf6Jujh66aZQofcS5E_RD,DE,satz prapositionaladverb pronome interessierst fur ja,,6
2632,5SPLVjXcUlz6HVqntC2YVA_RD,DE,ko betreiben rektifikationskolonn satz,,4
2687,1aLmyhPrFBX8dse9JXePQq_RD,DE,gib satz konflikt analysieren sinnvol drei position,5419.0,7
2688,3d4uY78HXId8zpfktm3vyP_RD,DE,satz immer ratsam konflikt,5425.0,4
2689,3r9gzct6exC7ef7x9n5hTO_RD,DE,bestehen darin kompromiss erklar zwei satze falsch,5423.0,7
2690,16l2jy1UQvB6cMkClaq9VU_RD,DE,antwort satz bedeuten konflikt,5418.0,4
2691,6nW7AFyDqxS68XRunWrRaf_RD,DE,formulier satz konflikt beispiel fur,5426.0,5
2692,1bXIFMhngtPaZ2wRYNzYwR_RD,DE,formulier antwort mithilf mehrer gelost tun regel uberwindung einfach verfugt uber entsprechend reif worum handeln,5422.0,15
2693,ORWSjNjClz7GkjxWUgnAG_RD,DE,antwort mehrer gemaß kommunikationsmethod b rosenberg gehen angesicht konflikt darum schritt schritt beobachtung schritt bestehen darin gefuhl auszudrucken dritter darum eigen bedurfniss situat formulieren manchmal kompliziert ware letzt schritt zufried konn,5423.0,31
2694,8HXvPKB56Jr9sO0idXAGKu_RD,DE,antwort mehrere stichwortern konflikt storend kosten energi konne nenn,5418.0,9
2695,GpkD9MREia5zJ5bYjgvQ_RD,DE,formulier antwort mithilf stichwort je losung konflikt desto erklar wort warum aussag falsch,5421.0,13
2696,84QmEbG9h8lasOCiauCasS_RD,DE,formulier antwort sinnvol konflikt sichtweis,5422.0,5
2697,7BHouzZ9HsraB10p5j6QUj_RD,DE,konflikt ermoglicht wiederherzustelle festige erklar satz inwiefern satz zutreffen,5421.0,9
2731,8YrEylIIa0jaxOGT6rvzip_RD,DE,inhalt klett balmer mehr produkt warum edinburgh edinburgh eltern schwester finden magisch ganz besonderer atmosphar verlieren groß meng unternehmen schule beschloss gut entscheidung wunderbar zeit einheimischen wirklich zeit sogar edinburgh akzent verstehen gefiel universitat bleiben zunachst arbeiten stadt nachdem kennenlernen echt schott nahe auf land haus eigen unternehmen leiben wochenend mini stadt fahren letzen woch eltern besuch edinburgh schottisch tag gehen kind fahren boot nah gelegen insel princ street picknicken find edinburgh verschieden ding geben stadt zuhaus werden konnen vorstellen beantworten warum carolin edinburgh stadt,,85
2740,7EOqAtyYtwf7CruWTI727W_RD,DE,bereichen frau benachteiligen,5289.0,3
2741,2j6rJkYxYa98ydGaSCW17D_RD,DE,nenn zug marktweib,5289.0,3
2742,7s0Q19C07lJ7fIkxJrorG3_RD,DE,benachteiligen,5289.0,1
2750,6z8NILuhWJB7juu2u9rtx0_RD,DE,gegner zwangslaufig verlier erklar mithilf satz warum falsch,5424.0,8
2754,3Dv5AAXYgqj8adX5uQOsXl_RD,DE,wasseroberflach gespiegelt dekor vieler dunn durchsichtigen faser enden wieso konn licht leiten gla leiten sogar weg link wasserbech wasserstrahl seitlich bei ubergang optisch stoff wasser optisch luft brechungswinkel immer einfallswinkel bild c zeigen einfallswinkel brechungswinkel erreichen einfallswinkel nennen g mehr auftret reflektieren totalreflexion tabel grenzwinkel stoffpaar angeben stoffpaar grenzwinkel luft luft diamant lichtbundel dunn glasfas lichtbundel grenzwinkel bei ubergang gla luft total reflektieren total zeigen prism optischen b fernglasern verwenden ersetzen dichteren optisch dunneren stoff totalreflexion einfallswinkel grenzwinkel,,78
2755,1yGmHUWBaOS9s7NQgVX03j_RD,DE,roll begrund entscheidung sonnigen tag sehen hell boden licht sonn strahlen lucken sonnental kreisrund speicherpunkte kaum mehr bild darum denken oben abgebildeten waldweg niemand kamera einfachst kamera sogenannt obscura lat fur zimm seit zweitausend jahr dunklen schattig loch gelangen zeigen lochkamera kerz entstehen leuchtend geradlinig lichtbundel gelangen klein loch erzeugt gegenuberliegend schirm ergeben bild ganz bild stehen jedoch seitenverkehren genauso bei waldweg klein blatterdach wirken flamm kreisrund abgebildet je klein loch desto dunkler je desto groß lichtbundel inn schirm entstehen bild mangel zoomobjektiv fotografieren lochkamera gedanke uber groß bild b gegenstand g groß bild schirm groß abgebildeten gegenstand g entfernung g blend b ab nah gegenstand groß schirm anordnung lochblend schirm gehaus bezeichnen schirm lochkamera bild dunkel bild,,118
2756,E7x6BYONFk8s9yhgeTguo_RD,DE,sammellinse bild unterschied bild unterschiedlich bildentstehung betracht befinden davon wand aufgefang bestimmt abstand bild scharf wodurch unterscheiden abbildung lins sehen bild seitenverkehren spiegelbild aufrecht stehen bild klein abbildung umgedreht bild entstehen licht ausgehen lins treffen brechen unten docht ausgehen gebroch zusammengefuhrt bestimmt abstand lins abstand bild gegenstand linsenmeiden bildweit gegenstandsweit zueinand unscharf bildgroß hangen gegenstandsweit ab abbildung groß bild kerz existieren schirm entfernt blicken sehen schweben schirm nebel stell lassen bild gut erkennen wassergefullt bild erzeugen wasserkugel lins wurfel kugelkappe zerlegen denk flach wurfel verschieben lichtstrahlen bei durchgang dick beide gekrummt oberflach wirken versuchsaufbau herausfind abstand lichtquel lins schirm bild scharf beschreibung abstand zwei begriff benotigen abstand schirm heißen bildweit abstand lins gegenstandsweit groß nah lins schieben dabei jeweil bildweit verandern scharf bild zunachst stellen fest fur gegenstandsweit bildweit gelingen d h scharf gegenstandsweit ganz bildweit einstellen groß gegenstandsweit scharf bild zunachst kaum bildweit einstellen gegenstandsweit desto genau bildweit bild erhalten kopf groß gegenstandsweit entstehen gar schirm untersuchung mehrer unterscheid f d h gegenstandsweit doppelt brennweit bild klein g f d h gegenstandsweit groß bildweit b f d h gegenstandsweit liegen brennweit bild doppelt brennweit b g f gegenstandsweit brennweit klein brennweit schirm bild,,194
