taskId,language,description,topic_id,word_count
12,4Mg9yzLtSfm7bFud4CGYn2_RS,deu,fallvignett herr josi kunz leben famili siedlung stadtrand arbeiten buro versandhandel sportartikeln famili frau susann arbeiten teilzeit serviceangestellen cafeteria alt pflegeheim herr frau kunz eltern max tom lea drei kind gehen schule verhalten alltag herr kunz fahren auto arbeit firmengebaud benutzen buro dritter stock lift lift revis treppenabsatz auss atem pausieren gering ausdau stort jahr spielen zweiter liga fussbal seitdem mannschaft ausgetret machen keinerlei sport mehr wissen herr kunz risiko bewegungsmangel aufzahl arbeitsort lesen werbung fur sportartikel positiv folge regelmassig korperlich aktivitat ausgangslag herr kunz stark erkaltung bei hausarzt bieten abkling erkaltung standortgesprach dabei erlautern herrn kunz laborbefund anzeich diabet herzkreislaufproblemen sein bleibend schaden erkennbar sein dringend notwendig herr kunz regelmassig beweg mindest minute pro tag haus erzahlen herr kunz frau eigentlich ordnung sein sollen wenig mehr bewegen darum kummern beruflich mehr eingespennen sein nachst woch termin fachperson fur gesundheit gehen hausarzt zulieb genau auftrag hausarzt fur hausarzt uberweist herr kunz sollen programm minute bewegung pro tag erarbeit auftrag herrn kunz erster sitzung teilen herr kunz offensichtlich zufrieden sein vollkommen gesund wiss wenig mehr bewegen sein fur problem fur tun konn frage begrunden einschatzung antwort bitt stichworten,2079.0,187
13,3x1MfA2egc2aDydR7uUsp6_RS,deu,bea fotografieren freizeit tier veroffentlichen foto homepag bea unternehmen foto urheberrecht schutzen begrunden antwort,3195.0,14
14,3boh9riWbYw5vj5P3G0lJD_RS,deu,bea begeistert aufsatzen schulerinn schuler stolz stellen gut arbeiten homepag veroffentlichung anonym fragen namensnennung weder betroffen kind der eltern beurteilen bea vorgehen rechtlich sicht,3195.0,24
15,anujPX52fQR6x3248F2rHV_RS,deu,rolf finden internet bild bedingung obenstehendem creativ common label kennzeichnen drei dürfen bild weiterverwenden,3466.0,14
16,837aEbasa688e557uvxTar_RS,deu,rolf zeigen klassenlag schulerinn schuler aufgezeichnen fernsehsendung goldwasch napf einstimmung exkurs beurteilen rechtlich sicht,3195.0,14
17,3oWzcZ9w53u7LC1lmB6Zzz_RS,deu,lehrerin sicht publizieren rucksprach eltern offentlich klassenhomepag portratfoto schulerinn schuler sowi der vornamen beurteilen rechtlich bea,3465.0,16
18,1US4mJ2ZPSW6YhwGn5sr8k_RS,deu,rolf schulerband uhr paus ferien groß auftritt pausenplatz konzert ganz oberstuf begeistert passant programm stehen coverversion bekannt rock popsong schritt geben rolf unternehmen rechtlich sicht problem bekommen antwort kurz satz pro schritt,3195.0,32
19,38DVRUtUzmK80JIIPEQFK5_RS,deu,rolf schulerinn schuler verwend vortragen powerpoint prasent gestalten fremd foto internet bedingung zulassig antwort kurz satz pro bedingung,3195.0,18
20,5XeRfbWOsAB8uOpsoObxdm_RS,deu,bea werkstatt lehrmittelverlag igel jahr verlagsprogramm aufnehmen verkaufen weshalb bea samtlich bild werkstatt ersetzen oben dargestellt creativ common lizenz finden antwort kurz satz,3466.0,23
21,4VzSTu3Qkbuat8MKShbRnu_RS,deu,rolf bereiten klassenlag erstellen passwortgeschutzt excel list bedurfniss schulerinn schuler darin festzuhalt etwa benotigt medikament nahrungsmittelallergien schicken eltern link dokument passwort speziel entprechend angabe kind selber eintrag konn begrunden warum rolf vorgehen rechtlich sicht problematisch,3465.0,35
23,6YATLhC6EKb7FLyt1ul8dw_RS,deu,ausgangslag privatschul ag bitten bewertung aktiv passiv hilf mobiliar schule veralten daher wurd anfang neu mobiliar pulen stuhl etc wert chf kaufen privatschul heutig tag erfolgreich konnt schule problem leisten mobiliar uber jahr linear restweren abgeschrieben nettoverausserungswert end chf schatzen frage erklar denkfehl unten stehend textfeld stichwortartig ermittlung wert vorgehen punkt ziel vorgehen detail anzuschauen allfallig erkennen,2080.0,57
24,2KBKiamChix7AzgUXh7Fqw_RS,deu,ausgangslag privatschul ag jahr fur kaufprei chf liegenschaft grossen gebaud erworben schulgebaud nutzen liegenschaft schulgebaud befinden gut lage zurich marktwert per end chf schatzen frage erklaren unten stehend textfeld stichwortartig ermittlung wert vorgehen punkt ziel vorgehen detail anzuschauen allfallig denkfehl erkennen,2080.0,41
25,NDDRbv7TYQ5ycFBk5dno8_RS,deu,ausgangslag privatschul ag erfolgreich bankzin derzeit hoch anfang borsenkotiern obligationen nominalwert chf kur kaufen schlusskur bilanzstichtag end betragen frage unten stehend textfeld stichwortartig ermittlung wert vorgehen punkt ziel vorgehen detail anzuschau erklar allfallig denkfehl erkennen,2080.0,35
26,5qyVy05gk247mvwo0zHkPa_RS,deu,ausgangslag ag bitten bewertung aktiv passiv hilf mobiliar schule veralten daher wurd anfang neu mobiliar pulen stuhl etc wert chf privatschul kaufen privatschul heutig tag erfolgreich konnt schule problem leisten mobiliar uber jahr linear restweren abgeschrieben nettoverausserungswert end chf schatzen frage ermitteln wert mobiliar per end hochsten bilanziert dürfen punkt,2080.0,50
27,1uvGe8Nno5walGTtXriQ6F_RS,deu,ausgangslag privatschul chf jahr fur kaufprei chf liegenschaft grossen gebaud erworben schulgebaud nutzen liegenschaft schulgebaud befinden gut lage zurich marktwert per end ag schatzen frage ermitteln wert liegenschaft schulgebaud hochsten bilanziert dürfen punkt,2080.0,33
28,7ylhApF5T4O97dnxC6nEZW_RS,deu,ausgangslag privatschul ag erfolgreich bankzin derzeit hoch anfang borsenkotiern obligationen nominalwert chf kur kaufen schlusskur bilanzstichtag end betragen frage ermitteln wert obligationen per end hochsten bilanzieren durfen punkt,2080.0,28
29,3zsKoSGA4LF8u3cxke7qAx_RS,deu,wovon gehen klassisch marketingverstandni,,4
30,1fBIf6350GA6gq43VRCrsE_RS,deu,nennen drei schritt planungsphas market managn prozess,,7
31,9WDKSx00vlW9K0bnORDcJS_RS,deu,nennen haufig verwenden konzept analy umfeld unternehmen,,7
32,2uvDjDgO7X5aHZJsafVcan_RS,deu,nennen anforderungskriterien funf segmentierung,,4
33,2dJT9P9U4fFaLp5CyP3NHk_RS,deu,beide zwei element ausgedruckt nennen markenwert element,,7
34,2BpcPbqRzLZ6KqjSjgxSi7_RS,deu,art zwei markenbekanntheit messen,,4
35,5QeevFBNgjK8J5oBsnMKiq_RS,deu,nennen zwei normstrategien kundenakquisit,,4
36,9YJGjiwwmRmaO6UJLjt6K3_RS,deu,erlautern unterschi potenziell aktuell kundenbeziehungslebenszyklu kunde,,6
37,36Cl8yhjcbaa6kY2PIMbRB_RS,deu,art diversifik geben,,3
38,8CxNuOExW7T8AFVh6SHo8n_RS,deu,unternehmen prozessen lassen typ unterscheiden,,5
39,5cB1PdSBUxsapU9Hcy7HtI_RS,deu,personalpolitik aufgabe umfassen nennen vier aufgabe,,6
40,6zths9mH7Cq8EIwhbJMlMW_RS,deu,digital erfolgsfaktor market,,3
41,59AwTgl3apR9fHoPM6KGPH_RS,deu,nennen vier grundlegend stossrichtungen instrument digital,,6
42,6TPlnzEFTBP7AFpUjaHhGt_RS,deu,zusammenhang reaktion mitarbeitende nennen strategisch veranderungen lassen grundsatzlich vier mitarbeitertype unterscheid vier type,,13
43,a3mnO3FTYVN9Oxoyp2Vh2I_RS,deu,unternehmenskultur begriff lassen je betrachtet model verschied komponent zuordnen tomczak unterscheiden vier ebene nennen vier ebene,,16
44,1tWjiD8qkak6L7SO2GOUZz_RS,deu,ern stehen market foku nennen wichtig merkmal,3086.0,7
45,6je9mSkTQUD6j0oXc0XQrA_RS,deu,aufgabenbeschreibung prufen wissen transtheoretisch model ttm lernziel versteh ttm fallbeispiel anwened zeitkriterien ttm ttm gehor zeitkriterien autor beschreiben fur stadium innerhalb zeitspann jemand verhalten gedenken lang jemand erwunscht verhalten praktizieren praxi zeitkriterien fixen vorgabe orientierungshilfen art verwend zeitangab studierend arbeit ubrig praxi ttm ganz zeitkriterien fallvignett karl heinz jahr alt wohnen eltern grosser stadt bei schweiz lehrjahr maler berufsschul belieben arbeitsort fleissig lehrl schatzen karl heinz wurd polizei mehrmal kiffen erwischen gerichtsurteil verpflichten kur stadtisch suchtpraventionsstel thema redukt stopp cannabi konsum kur einzelset durchfuhren ausgangslag karl heinz erscheinen rechtzeitig erster termin herr konsilio kursleit informieren uber kursverlauf karl heinz hort aufmerksam sagen abschliessend ja interess tun weiss warum kiff aufhor kiff abend wochenend gut zeugniss schule arbeit pflichtstund absitzen mehr frage stadium ttm befinden karl heinz,2079.0,126
46,an4Fz56H0WT6IEjQje3AMv_RS,deu,aufgeben karl heinz scheinen erster sitzung herrn konsilio wenig beeindruckt lieb wurd mehr hingehen gut tun cannabi sein politisch problem kumpel ausbad musst herr konsilio lachelt machen pflichttermin ab nachst sitzung eroffnen karl heinz uberraschend drei tag kiffen erst gestern joinen rauchen aufwand paar joint machen find ubertrieben konn vorstellen wenig kiffen frage stadium ttm befinden karl heinz,2079.0,58
47,4NNxvy93M4B9ga8HmozWhz_RS,deu,kundenbeziehung phase benennen,,3
48,1EPrTzqFvve9qvoHOr5bPP_RS,deu,erlautern stichwortartig worum gehen kunde kundenbeziehungslebenszyklu potenziell,,7
49,1q8HjXTXl6pafd3UuTNn7a_RS,deu,nennen drei verschieden kategorie kommunikationszielen,,5
50,6PqIlscbsyz8u399b8CvY1_RS,deu,experi kernelement antwort stichwortartig,,4
51,2Mddfpq7qgDa8iYxEo1ZxT_RS,deu,stichwortartig produktportfolio weiterentwickeln nennen verschieden moglichkeit,,6
52,9J2yHcGXsEfaxJmFU93t7q_RS,deu,eckpunkt drei nenn magisch dreieck price,,6
53,6JbDfFBGSWL5PV7f1vfuQM_RS,deu,ausdruck nachfahren grundwort fahr althochdeutsch faran steuer stammen fortbeweg erklar bildhaftigkeit ausdruck,2029.0,12
54,8JpcAKx32tR8iPBZXyy9Mv_RS,deu,ausdruck fahren stammen grundwort fahr faran steuer althochdeutsch fortbeweg erklar bedeutung,2029.0,11
55,8NaclHgFFv79UrF6HKLluq_RS,deu,ersetz fett gedruckt ausdruck synonym mode geschmack fur,2027.0,8
56,51vmUpiNHBf6NMTKufDbqw_RS,deu,wichtig mittel neu erkenntniss sachverhalt sprachlich bestehend mittel erfassen ubertragung eigentlich bedeutung ding bildlich vorstellen erklar ausdruck fussnot eigentlich bedeutung fuss,2030.0,21
57,3w8ZWju1fX27KYHRHoYVZl_RS,deu,ausdruck fortbewegen stammen grundwort fahr althochdeutsch faran steuer fahrt erklar bedeutung,2029.0,11
67,4KWbwnTRRMMawwNAZGhuox_RS,deu,offen aufgeben,2130.0,2
68,auENLxQmQPpaV7QFcjwH3E_RS,deu,erklar bedeutung folgend ausdruck dialekt,2031.0,5
69,1NBRv5heAsqbZa8sABf6mM_RS,deu,erklar bedeutung ausdruck folgend fachsprachlich,2023.0,5
70,4EV.Ccg5Aa.a2jHtglgeSC_RS,deu,erklar bedeutung folgend ausdruck durchschnittssprech,2023.0,5
71,3kWiRs7UiwT6Iy8PLc6eSd_RS,deu,wichtig mittel neu mittel sachverhalt sprachlich bestehend erkenntnis erfass ubertragung eigentlich bedeutung ding bildlich vorstellen erklar ausdruck fussnot eigentlich bedeutung fuss,2030.0,21
83,1Lp9RuD9olT6GPuS0p3qDW_RS,deu,betriebsabrechnungsbog bestehen kostenrechnung drei kernelement handeln,3261.0,6
92,9D8EK0vMjSP7TyovoezosK_RS,deu,ausgangslag privatschul ag bitten bewertung aktiv passiv hilf mobiliar schule veralten daher wurd anfang neu mobiliar pulen stuhl etc wert chf kaufen privatschul heutig tag erfolgreich konnt schule problem leisten mobiliar uber jahr linear restweren abgeschrieben nettoverausserungswert end stehend chf schatzen frage begrunden unten textfeld stichwortartig vorgehen warum vorgegang punkt ziel vorgehen hilf gesetzlich bestimmung begrunden konn,2080.0,57
93,7VMqCoMCVKt9q3MA6S8OMF_RS,deu,ausgangslag privatschul ag jahr fur kaufprei chf liegenschaft grossen gebaud erworben schulgebaud nutzen liegenschaft schulgebaud befinden gut lage zurich marktwert per end chf schatzen frage begrunden unten stehend textfeld stichwortartig vorgehen warum vorgegang punkt ziel vorgehen hilf gesetzlich bestimmung begrunden konn,2080.0,41
94,36q34vkz1298xvBYZgQIcr_RS,deu,ausgangslag privatschul ag erfolgreich bankzin derzeit hoch anfang borsenkotiern obligationen nominalwert chf kur kaufen schlusskur bilanzstichtag end betragen frage begrunden unten stehend textfeld stichwortartig vorgehen warum vorgegang punkt ziel vorgehen hilf gesetzlich bestimmung begrunden konn,2080.0,35
95,5MmwA7Y7AIs6QHqfqywBJx_RS,deu,warenhandelsunternehmen bilden immer warendrittel zug bewertung warenlag geschehen still reserv warenlag abnehmen erklar unten stehend textfeld stichwortartig punkt,2080.0,18
96,4o6BJYhx09aarfMLMpExcJ_RS,deu,einfluss hoch umrechnungskurs fur verbindlichkeit fremd wahrung still reserve erklar bildung unten stehend textfeld stichwortartig punkt,2080.0,16
97,5JuMwWdXR7b6T4NFvlrqbL_RS,deu,einfluss auflosung still reserv gewinn geschaftsjahr extern intern erfolgsrechnung erklar unten stehend textfeld stichwortartig punkt,2080.0,15
98,3WWcJfgwQWk8mvXsx9ImNh_RS,deu,einfluss bildung still reserv gewinn geschaftsjahr extern intern erfolgsrechnung erklar textfeld stehend unten stichwortartig punkt,2080.0,15
99,XTNtgSiTKh6s7fEpECwbr_RS,deu,still reserv reserve handelsbilanz still steuerbilanz behandeln erklar unten stehend textfeld stichwortartig punkt,2080.0,13
100,9t7QBrdZd9M7rMrsfuhIpx_RS,deu,ausgangslag handel ag klein warenhandelsunternehmen beauftragen wirtschaftlich lage unternehmen beurteilen mitarbeit buchhaltung stellen folgend kennzahl verfugung liquiditatsgrad eigenkapitalquot liquiditatsgrad anlagedeckungsgrad intensitat umlaufvermog liquiditatsgrad intensitat anlagevermog frage beurteilen anhand relevante kennzahl -- kapitalstruktur unternehmen begrunden punkt unten stehend textfeld stichwortartig,2080.0,39
101,8lCKfuC7z6p7g27v8bziwz_RS,deu,ausgangslag handel ag klein warenhandelsunternehmen beauftragen wirtschaftlich lage unternehmen beurteilen mitarbeit buchhaltung stellen folgend kennzahl verfugung liquiditatsgrad eigenkapitalquot liquiditatsgrad anlagedeckungsgrad intensitat umlaufvermog liquiditatsgrad intensitat anlagevermog frage beurteilen anhand relevante kennzahl -- liquiditat unternehmen begrunden unten stehend textfeld stichwortartig punkt,2080.0,39
102,9PMk4k18gNu8ddymLYshi1_RS,deu,ausgangslag handel ag klein warenhandelsunternehmen beauftragen wirtschaftlich lage unternehmen beurteilen mitarbeit buchhaltung stellen folgend verfugung liquiditatsgrad eigenkapitalquot kennzahl liquiditatsgrad anlagedeckungsgrad intensitat umlaufvermog liquiditatsgrad intensitat anlagevermog frage beurteilen anhand relevante kennzahl -- anlagedeckung unternehmen begrunden hilf golden bilanzregel unten stehend textfeld stichwortartig weiter kennzahl ware hilfreich fur beurteilung anlagedeckung punkt,2080.0,49
103,8oI2GE04oZ0aRBvJpK9MOP_RS,deu,ausgangslag beispiel ag klein buchhalt beispiel ag bitten beurteilung unternehmen hilf stellen paar kennzahl verfugung eigenkapitalquot anlagedeckungsgrad eigenkapitalrentabilitat detailhandelsunternehmen liquiditatsgrad gesamtkapitalrentabilitat intensitat anlagevermog fremdkapitalzin betragen frage beurteilen anhand relevante kennzahl -- kapitalstruktur unternehmen begrunden unten stehend textfeld stichwortartig berucksichtigen dabei leverag effekt punkt,2080.0,43
104,7bw06WDQPJV5QYYsmItCPd_RS,deu,ausgangslag beispiel ag klein detailhandelsunternehm buchhalt beispiel ag bitten beurteilung unternehmen hilf stellen paar kennzahl verfugung eigenkapitalquot anlagedeckungsgrad eigenkapitalrentabilitat liquiditatsgrad gesamtkapitalrentabilitat intensitat anlagevermog fremdkapitalzin betragen frage beurteilen anhand relevante kennzahl -- rentabilitat unternehmen begrunden unten stehend textfeld stichwortartig punkt,2080.0,39
105,8NahvEDSTPdaEps0wNLf5l_RS,deu,ausgangslag beispiel ag klein detailhandelsunternehm buchhalt beispiel ag bitten beurteilung unternehmen hilf stellen paar kennzahl verfugung eigenkapitalquot anlagedeckungsgrad eigenkapitalrentabilitat liquiditatsgrad gesamtkapitalrentabilitat frage anlagevermog fremdkapitalzin betragen intensitat beurteilen anhand relevante kennzahl -- anlagedeckung unternehmen begrunden hilf golden bilanzregel erlautern gold bilanzregel notier antwort stichwortartig unten stehend textfeld punkt,2080.0,47
106,219f5joqQql7XDySwYd25v_RS,deu,zeigen geldflussrechnung antwort punkt kurz satz bitt,3497.0,7
107,8KQDnETWlW588jCixnINxC_RS,deu,nennen drei bereich geldflussrechnung punkt,3497.0,5
108,4BVgGOMT8lc7a9OVzceRfy_RS,deu,grund geldflussrechnung drei satz betriebstatigkeit investitionstatigkeit finanzierungstatigkeit gliedern antwort bitt kurz bereich punkt,3497.0,13
109,76nhkazQaKY95MpLDzRLxU_RS,deu,beschreiben indirekt cashflow berechnung satz kurz punkt,3497.0,7
110,3I0z2itiCCK8beR3pvnKAB_RS,deu,nennen drei informationslucke bilanz erfolgsrechnung hilf geldflussrechnung schließen punkt,3497.0,9
111,3KaehXdPxUk9ronkE202Eq_RS,deu,begrunden kurz satz weshalb aufgabenstellung folgend aussag vorherige falsch punkt erfolgsrechnung zeigen aufwand ertrag period sowi ursach fur veranderung eigenkapit aufbau,3497.0,21
112,9joSdj86KKC9fiML1D4ECL_RS,deu,begrunden kurz satz weshalb folgend aussag vorherige aufgabenstellung falsch punkt erfolg unternehmen hangen eng flussigen zusammen erfolgsrechnung zeigen demzufolg zahl gewinn verlust geldflussrechnung zunehmen abnahm geldfluss mittel,3497.0,27
113,3fOgFu7o7g8v4d4SkpwMC_RS,deu,unternehmen antwort letzter funf jahr jeweil stark negativ operativ cashflow beurteilen basierend inform geschaftstatigkeit unternehmen weisen bitt kurz satz punkt,2986.0,20
114,9k6o4V3qB4k7Ts6ezK5cZT_RS,deu,unternehmen weisen letzter funf jahr jeweil stark negativ operativ cashflow einfluss finanzierungsmassnahmen investitionstatigkeit antwort bitt kurz satz unternehmen punkt,2986.0,19
115,33KQBcgBh187qHk5LUhgEe_RS,deu,bedeuten negativ finanziel cashflow period erklar kurz satz punkt,2986.0,9
116,2QXR9xomSRh911HWQchHCq_RS,deu,bedeuten negativ punkt cashflow period erklar kurz satz investiv,2986.0,9
117,8KEdgw9QEyC5ISCU0kjxuh_RS,deu,bedeuten positiv finanziel cashflow period erklar kurz satz punkt,2986.0,9
118,6YNymtRvUNj66i8zNki3h2_RS,deu,bedeuten positiv cashflow period erklar kurz satz investiv punkt,2986.0,9
119,5fffcrwUoxL9DvmznUa1r4_RS,deu,satz begriff cashflow meinen erklar begriff cashflow kurz punkt,2986.0,9
120,4basKSii3LSaDdxCST67bD_RS,deu,erklar nettoinvestition begriff kurz satz punkt,2986.0,6
121,5A3DWMsshT79Tz4FkxLX7i_RS,deu,free cashflow definieren cashflow nettoinvestition erklar kurz satz bedeutung differenz free cashflow punkt,2986.0,13
135,5YSAZzIwF7X5TWAJC8e3GC_RS,deu,geeignet planungsinstru erleichtern zeitmanag manuel zeitplanungsinstrument agenda terminkalend vorteil bei handschriftlich erfassen gut ziel konzentrieren aufschreeben elektronisch instrument smartphon softwareprogramm microsoft outlook ereigniss vorteil,2121.0,24
136,aW1cigyt9Dv8AuJ1NVEScY_RS,deu,regel unterscheiden vier stressore zwei stressore geben neben physisch stressore physikalisch stressore,2121.0,12
137,3JHeSWEVyIO5S90KA5w2SW_RS,deu,vollstandig erledigen konntest pendenzen fur nachsen planungsperiod vormerken frage mussen musst stellen verspatung lernen,2121.0,14
138,4WzJ5WFl51g9ptTrLhU9Jx_RS,deu,method sehen sech teilnehmend person idee funf anhort wofur stehen nummer drei,2121.0,12
139,bmNTbN2PAUPb3dQzMSjL2J_RS,deu,x rechnerisch gleichung sqrt x x begrund antwort losung,998.0,9
143,agc5YUXf1h78fQClVlyL3B_RS,deu,ergonomisch arbeitsplatz stress arbeit erhohen optim element arbeitsplatz konne stressor einrichten bzw einstellen,2121.0,13
144,2M7PjGVb5NJ6AHpnIJele0_RS,deu,korrekt begriff fur materi einkauft weiterverarbeiten,,6
145,37to077dDzG9FI861q9PPj_RS,deu,nennen drei element stichwortartig schrein produktionsprozess vorleistung dienen,,8
146,10uWbJNdAWK7SMZLrzj4Uy_RS,deu,nennen element stichwortartig produktionsprozess drei schrein investit fungieren,,8
147,aAZ13FjbBFWaYnv8yBnrml_RS,deu,beschreiben kurz begriff sponsor verstehen,,5
149,48ehdboYg586wOdrB9eWvC_RS,deu,nennen erster schritt erstellung portfolioanaly,,5
150,V2YX6VyfNZ68E5B35toMD_RS,deu,beschreiben satz kurz nachteil portfolioanalys,,5
151,5S8B2mvmpZp5T0qmfdYgVa_RS,deu,bei konn risiko produktporfoliomanag auftreten,,5
152,14y80JayU309cnhK7tOFrq_RS,deu,nennen drei univariat statistik,,4
155,9wqqG3LAIy46f4WiRky43d_RS,deu,beschreib tag drei stichworte,1.0,4
157,7pPnbyBV2pVaNfgp46HzNs_RS,deu,bild satzgefug mehrer geraten stilistisch gut d h verstandlich pilotin neben pionierin luftfahrt heuen kenn amelia earhart vergessenheit satz dürfen ebenso mutig erfolgreich elli beinhorn deutsch hannov erst frau allein welt fliegen,3244.0,32
158,5T6iTNNbQm99Ibg3-410Om_RS,deu,verdeutlich aussag unten stehend text nummeriert stelle konnektoren z b namlich usw einfugst satz entsprechend umformulierst dadurch ergeben einfach satzen teil satzgefug verlasse schlitten fuhrt rapid verschlechterung bacon gesundheitszustand scharen arzt reise pflege hauptstadt stalljung wichtig beobachtunge mehr bacon vorgelassen fuhrt experi fort stellen fest gefroren huhn zwei woche keinerlei zeichen verwesung feststellen schliesslich sterben bacon stalljung arzte ergebni experi anvertrau interessier dafur bertolt brecht text experi,3273.0,67
159,863IcwydXxA5U3mIe3fVqA_RS,deu,passieren satz bauernhof antwort kurz,,5
160,3MFNU0xZBMP8avxaE7ORjH_RS,deu,schreinerwerkstatt geben antwort kurz satz,,5
162,1WuhVWGt29g7493WIHOipn_RS,deu,beschreib scheitelpunkt vorliegen parabel finden form f x ax bx c verwend f x x x beispiel,1020.0,17
195,WBpXGmPRwzaCY4ClvaQEF_RS,deu,valeri hingegen sicher multimo stichprobe studi geeignetst herangehensweis technik nennen vorteil multimo stichprobe studi,3260.0,14
196,8x49ANzDeR68hd1Rve3HhF_RS,deu,existieren divers erhebungstechnik valeri adri darub fur anliegen gut eignet adri uberzeugen unterschiedlich interviewtechnik gut eignen nennen vorteil interviewtechnik,3260.0,19
197,8nSPwIuZTuI7NbV8yYi3GA_RS,deu,phase beschreiben rational einsicht kurz satz,3260.0,6
198,T7VVus4cqt8rgQjgRR3rz_RS,deu,nennen nachteil multimo stichprobe studi,3260.0,5
199,2SPSEO6CyXPatDRBRl5jVI_RS,deu,nennen interviewtechnik nachteil,3260.0,3
200,7VEtWZ73oQo8phqt0dMguf_RS,deu,beschreiben phase genehmigung neu gerichtsbarkeit satz,3260.0,6
201,9UjOSEqJw3HaKHCRBEc1Wm_RS,deu,beschreiben phase lernen experimentier satz,3260.0,5
202,5uBTwJWddIH7ajvEqJF0TR_RS,deu,uberraschung phase schock beschreiben satz,3260.0,5
203,4NlwX5crHsL6M3Eaj1pd6A_RS,deu,beschreiben phase verankerungsfahigkein kontinuierlich verbesserung satz,3260.0,6
204,331yW9uCxx6afmJcSHxVgL_RS,deu,satz phase akzeptanz emotional krise beschreiben,3260.0,6
205,41I0KxO9aLF9wiaoeTu0Hm_RS,deu,beschreiben phase verweigerung realitat satz,3260.0,5
207,2p9YifGrDyD6M2S6g6hBL1_RS,deu,besuchsvormittag filmt mutter geschehen klassenzimm sprechen lehrerin bea smartphon darauf worauf mutter antworten aufnahm sein furer personlich gebrauch bea reagier begrunden antwort,3465.0,22
224,8uADf6QNx3G8oj2gp8xRpD_RS,deu,unten stehend text enthalt viel bildhaft ausdruck gib stichwort bildbereich stammen dax schnupperen hohenluft nervositat anleg sinken zuruckeroberung punkt mark weisen dax aktuel grosser wert deutsch leitindex klettern dienstag prozent punkt erreichen hochsten stehen seit oktob eurostoxx erklomm punkt achteinhalb monat hoch,4256.0,42
225,1oCD1jwI7po7dpaMvSMJ1J_RS,deu,wichtig mittel neu erkenntniss sachverhalt sprachlich bestehend mittel ding ubertragung eigentlich bedeutung erfassen bildlich vorstellen erklar ausdruck kopffussl kinderzeichnung eigentlich bedeutung fuss,2030.0,22
226,4UKYL7KRBUa5ViOV9haVWp_RS,deu,beschreib unten stehend auszug adolf ogi neujahrsred wirkung markiert stilmittel danken drei generation land letzter jahrhundert dienen wissen konn turbulent zeit fuhrt modern gerecht sozial staatswesen schaffen bieten sicherheit stabilitat wohlstand dafur dankbar,4256.0,33
227,aNOd4U6SQog6IADxUVpXuO_RS,deu,form markiert prufung nebensatz markiert satz belassen form musst allenfal reihenfolg teilsatz umstellen geben teilsatz fruhzeitig ab namlich bereit komplett gelost,3244.0,21
230,1ZufFiW9a807ypujXsic0G_RS,deu,wandl folgend satz passivsatz wobei ursich urheb handlung nennst entsprechend zeitform beibehaltst feier neu bundesratin bevolkerung personlich begrussen,3175.0,18
231,5iMKx4H8snN6tkBDHegsqf_RS,deu,wandl folgend satz passivsatz gebuhrend ursach urheb handlung nennst entsprechend zeitform beibehaltst gemeind politikerin wobei empfangen,3175.0,16
235,7NsFGRAqIZP9U1b0uPmtww_RS,deu,markieren ausdruck inhaltlich falsch ersetz passender frau verdrehen luckenlo kopf,2025.0,10
236,4W9YF4hYaTV9bBIVhEtr5c_RS,deu,markieren ausdruck falsch ersetz passenderen aufgrund sach bekommen inhaltlich anklagen todesstraf,2025.0,11
