taskId,language,description,topic_id,word_count
419,a9x0z2UCcRh5zCmeXY1zk4_RD,eng,Nicholsby open his own shop?,,5
422,8lxRyLzStOK9eUhNRal38O_RD,eng,Describe interaction between the and in the following,,8
423,aazKG44PsKc5UnpTiDECut_RD,eng,Write about yourself someone else. Write in present each of following verbs love - fear - hate : I love,,20
427,6ruggOUwPBc9VefB2TD28P_RD,eng,What do you about the,,5
428,ZLpjqCRnUf6QF60wvEhBt_RD,eng,Which blockchain topics are you familiar in keywords.,,8
429,xaGpHjZXZL62HIdbeTEkg_RD,eng,"Korrigiere den Satz ""hello, name cook..""",,6
434,6P87Q52yNtW6JpIm040QHJ_RD,eng,What do you know about climate change? max. words.,,9
435,63suDE8D54Z7PXe4WUmQrH_RD,eng,What you climate change? Summarize in 30 words.,,8
436,28NfdA6EwPi5Ld88l1sl6i_RD,eng,How should behave a building,,5
437,14ambh1obhw7TYMQE8lcC1_RD,eng,a text past simple . Use the words sometimes and,,10
438,8EmBlP6vc49aUpqCFODjiR_RD,eng,"Gib ""I do'nt know write."" ein.",,6
439,3elDg8Bsg126ktrMA9XnQ7_RD,eng,a sentence in simple . Use of these words: usually sometimes .,,12
444,25RGLvb2p0G5zulfX9xQOj_RD,eng,What are man the doing? Write a sentence what happening now picture. Use two the listed verbs the present form. drink listen to read smile wear,4815.0,26
445,18Ccvc8NMJT5xqLv9nAgTH_RD,eng,What animal say? a sentence.,,5
457,a0s1XNwpeGQ9pLGnqdkhni_RD,eng,"love my dog""",,3
458,7XyIGD5tZe85NDHIxMFvXA_RD,eng,What are the people on the picture. two of the listed progressive form. ask carry sell,5145.0,16
472,5DHsZ2qeOj66KMKq8ScRLz_RD,eng,"KNOW, should good be , know and do ? concept for each keyword. You get if give examples for each too.",,21
527,9TYXjQ0ixmr7vPazqDnrmI_RD,eng,do you celebrate National,,4
542,25Y2BLZGCpkay0f4dRrvpf_RD,eng,Describe interaction the the dog in following picture:,4815.0,8
543,3Jr6T26XL13aKRh31JX0xi_RD,eng,You are the picture London. to about day London her / point of view. Write a short (4-6 sentences) the simple past his Questions like below can ORIGINAL CLIENT QUESTION,4815.0,30
562,9BEPLYwJtle6SNFq4iKN0U_RD,eng,a english,,2
569,7olXITeLPhA7lpuJNFI0x0_RD,eng,"It is knowledge celebration of the brought to the Virgin Mary, who that child. Who told this",,17
572,9Mc5FyG63rf6kYt9niCyf1_RD,eng,"by Charles Dickens My family being name Philip, my infant could both names or more than So called Pip, and to be called I give Pirrip father's family name, the authority of his and sister Mrs. Joe Gargery, who married the blacksmith. never saw my or and likeness of of them (for their days before the days of photographs), my fancies regarding what they like were unreasonably derived from tombstones. The of the my gave an idea that he a square, stout, dark man with hair. From the character turn of the Georgiana above,"" drew a my sickly. To stone lozenges, each about a and half which arranged a neat row their grave, and were to the memory five gave up trying to exceedingly in that — I am indebted for a belief I religiously they had been born with hands in their trowsers-pockets, taken them in this state of existence. the answer following question. Who is of the",,159
575,3Q2XVF2pxuk80nm3RKCEgR_RD,eng,"Snowflake all snowflakes but did you know are also tied a mathematical object called dihedral there are two 'transformations' can apply snowflake, and it the could transformations be? Hint: you one half the snowflake make its match?",,37
577,acULs3NPhSo8GoCnzRr550_RD,eng,What gifts will be getting your family? Provide list simple,,10
578,bFnkviohpp9w8xLXYyFgj_RD,eng,"A tragically of the Christmas was on December 25 1914, when no man's land a truce. This ceasefire even ended in carols, even football matches! Which involved in Christmas truce?",,30
579,3ic4WkJzo38a3N18uRT4dN_RD,eng,Describe the between the and the the following,,8
580,qvpFCnVIvh9KSq5Zj8wpy_RD,eng,Can you some ingredients that into eggnog?,,7
581,4ZtMfsnqJOQabCc7IApHJN_RD,eng,How do we wish someone a Merry Christmas French?,,9
582,1eCGJjuvqMWa0XbPT8455E_RD,eng,What signs a concise answer),,5
584,2UMtJUswomA7LRi0R8WvXz_RD,eng,what (John with the,,4
585,5u9DZIU6uoD8WzGcFOR339_RD,eng,"sentence P ast simple these usually sometimes . test feedback, write something like : ""I usually coffee in",5145.0,18
586,3dJg4CNE4M6745TGO3hpJu_RD,eng,What are the of Management? To test the write something realization,,11
587,5qBvawWa1k182LVJCTe121_RD,eng,"should you the event of an you are in a building? Give To test the write something should around"" or should scream"".",4815.0,22
588,3gKnqzVuNvU5AgcrVVzhqc_RD,eng,"What you change? To write something : ""Climate a serious threat.""",4815.0,11
589,2HXatST9nZb6pCE7sJuWBr_RD,eng,"content to Klett und Find about I love Edinburgh first visited Edinburgh as a child with parents my sister. I thought it a city atmosphere. to get around easily and lost, but big there’s a lot to do. So after school, I decided university there. It was a good – I had wonderful time! The locals and time I started the Edinburgh accent. In fact, I Edinburgh much that I university. first I and in the but I (who is true we moved to the nearby. from home now I have my business. But I to drive the city at in my Mini. week parents came stay and visited Edinburgh and Scottish National took the to and another day we took a out Inchcolm a Most days in Princes Gardens.I that there so many to Edinburgh. really become my now. I couldn’t imagine Answer the question in Why did move to Edinburgh? moved Edinburgh to she loved the",,158
590,4XqgBukjnrj5Ky0GUL8Isw_RD,eng,Write you hear: (John cat).,,5
591,3786WSi5Nn58r5VZESlFst_RD,eng,"a sentence in ast simple . one of these usually To the usually in the morning.""",,16
596,aqdN5okrn7v96q2pZ6draC_RD,eng,"should do in the event earthquake if are in a building? Give a To test the something ""You should run ""you should",,22
608,1Gs0VtDQxPH9WO8W15Revx_RD,eng,Describe you on the image,,5
609,aMnKVp4XSra33C9zSsDIR_RD,eng,"could in situation if it a To test feedback, something : ""Play with",5145.0,13
611,4AUaLoTasUk86ezdbK3d7q_RD,eng,The student answer thi s task is evaluated grammar and spelling only. What plans for Write 3-5,5145.0,17
612,8kVrscmjkny6CtVtjsqO30_RD,eng,in Order Put the words below into the order make sentences. from communities never | they | enemies |,,19
613,8FV1FHxBMDF8vnTy6FtguO_RD,eng,From Active Passive a song Queen. song sung the band.),,10
614,8CHf6OTOwiM7b44ADOwK6P_RD,eng,"Negate This about are true. Correct using negative sentences. Example Caroline studied in : No, she study Glasgow. She in Edinburgh. accent from beginning.",,24
615,6k8QjfUF2b472CVTPitx8q_RD,eng,"student to s task is evaluated grammar and and additionally for and keyword. Write a ast one of these usually or sometimes . To test the write like : drink coffee the morning.""",5145.0,33
618,7YXAOXqXKk65WRBjKEmL0P_RD,eng,How reindeers does Claus has and you name one of,,10
718,3eFwaoVZANA7mLeCSUdt8J_RD,eng,highlight the to,,3
777,8kr659BCDps8XfAdE4DYQR_RD,eng,Put the below into the to sentences. | | the of skin other,,13
778,PrboJKJLSM6Ok9R2YeF4t_RD,eng,order make sentences. | to groom another chimpanzee | they their or teeth | sometimes,,15
998,R24rmdBVmI9QUQ59CeCil_RD,eng,How one a earthquake?,,4
999,2KO9ICLsLJT6Eqglg3Y4zi_RD,eng,How should one behave in a building during earthquake?,,9
1000,4DKHXxkvaF762VkVZhc7kq_RD,eng,What Name Given To Satellites?,,5
1001,nqu0vtfgjH8ly72XMcGSF_RD,eng,battle Waterloo?,,2
1003,fq0rtjwXs79bZKorNNJxs_RD,eng,When was the of,,4
1312,3zbxDUoJVuh8Rptc9NhUqT_RD,eng,was the of,,3
1313,4vji1aRS0588Bd9QAgwuow_RD,eng,is to Flirting with the bot.,,6
1315,aAk14uhGibt7xiZ78wFhtZ_RD,eng,This task is detect bullshit.,,5
1316,9ZrKp7cJzKOa3wdTsWJJSZ_RD,eng,This task is detect Help / too .,,8
1317,1aguJBiSWv89V7fICXsnQD_RD,eng,This task is just to detect Finish,,7
1318,C58gcaiXIj95mU6JMbhwA_RD,eng,This task is just to detect later,,7
1319,4gt0xrzcJPu7q6gwyOAbOA_RD,eng,This task is just to .,,6
1534,akYulFrAa5n6nUUBiHNyBD_RD,eng,A general off topic detector for trainer. Only positive feedback shown!,,11
1832,4i811yJMsQja4C3GII7BHS_RD,eng,What does this animal a sentence.,,6
1833,2NqBhaOFPAC81UCkPE5Ggc_RD,eng,What does this say? a,,5
1834,5qzqbtE1MzG918eSLYHWa4_RD,eng,does this animal say? Write,,5
1874,4fK0HzN6ftp8lbg1ziA8Lr_RD,eng,behave in a building earthquake?,,5
1890,4APntIETx605Md7SoxZoEG_RD,eng,Who is Spiderman? Describe your own words 3,,8
1891,2HdFq9ySLjcaMyk1Gzm3vG_RD,eng,What is the the USA? Give your in one,,9
1892,3uZ7sK6YDFN7a3BMz8upRy_RD,eng,Who was George Washington? Describe in your own words in one,,11
1894,1ApV4pA16hP9jvCS0CSkdh_RD,eng,Answer question in a full Caroline to Edinburgh?,,8
1895,3yVJtv9S0z49bdlTgpTgCs_RD,eng,this animal say? a,,4
1896,31SEpU0OluZabtx8GtxdHp_RD,eng,What this animal say? Write,,5
1897,3s6tMlF9an06LNiCLaTENK_RD,eng,"Read following question below: uses to express different It grins or show it is excited or presses its lips together if it wants impress another a generally has an open with top teeth Apart from a chimp also uses language to example, its hair on when it it is aggressive, it usually raises its or hits the ground and stares at animal. chimp 15 different types call. is special identification call that will its family find it. When chimps often a sound to our laughter. Body is very for preserving harmony in a group chimpanzees. is why chimpanzees groom hours. It helps stay and feelings of friendship. What is interesting the text, your opinion?",,114
1898,8EJMDBJdEYw9ui0EdxVZKG_RD,eng,Who was George Washington? in your own in,,8
1906,ailLeGsc4fd9d2LvafZK8n_RD,eng,Describe the girl and the dog in the following,4815.0,9
1926,axuORmJciKT7iu1U9Q7YUw_RD,eng,Choose one animals. Write one sentence to answer do these communicate? they communicate? : Ants Whales,,16
1936,3DvxkIvJW856B0G9RNH5WC_RD,eng,Put the below into the to make from never | they enemies groom,,13
1937,6caoNTbeI319o7t279ut9b_RD,eng,Put the words into the correct to in communities | |,,11
1938,4C7LJ5jbzhaah43YRv0Kba_RD,eng,Put the below into the to look for lice they | always,,12
1939,6yMuYUiP1NawLzjDpKxPP_RD,eng,the below correct order to | they pieces of skin | look,,12
1940,5ZmoN76LAXp80mxQEDy1G4_RD,eng,Put the words correct order to sometimes pieces of take | they away from other's eyes,,16
1941,7GrvqohuDeL7FMf4YqCME3_RD,eng,the the correct order to make sentences. to the hair use | always,,13
1942,9RgeoUjjlAK7pgMiKPSo9V_RD,eng,words below into the order to | removes the of the other hand,,13
1943,8ZfzX4m3PoO5KXAPmZSp79_RD,eng,below into order sentences. use to groom another chimpanzee they | their lips sometimes,,14
1944,3fihxNehH2P9NA88wKcTmk_RD,eng,Write three wrote text in English every,,7
1945,7JoWDCdMPPb9e1YWRjz2T8_RD,eng,the below into correct to sentences. | | | they,,10
1946,79VYk9WxN1G8A8pVcQHRBh_RD,eng,Answer question in a sentence: did Caroline move Edinburgh?,,9
1947,929t9knVhXx9k4eSpNe3XJ_RD,eng,did move countryside Edinburgh?,,4
1948,1kGEhQVR8QD7T5FyuK7v7Q_RD,eng,"about Caroline not true. negative Caroline Solution : No, she study in She studied Edinburgh. She moved back to England after",,21
1949,5kJ7UAiz8a27f73M0HeExI_RD,eng,Why did Howie change traditional,,5
1950,98FuI2QeAsX80CxRqeUb4k_RD,eng,she the city? two,,4
1968,6LvFcOpjEmD8Vc9p1F4l9h_RD,eng,"These sentences Caroline are not using Example : Caroline in No, she didn't in studied Edinburgh as a",,18
2100,8xf7XAx4kJ17xSCyYNrpeT_RD,eng,Answer question full sentence: Why did Caroline Edinburgh?,,8
2101,4QoaqmHMkr9JTM0xbx5gr_RD,eng,Who comes to Howie's shop?,,5
2102,4epRABqDpuFaDou7SO9tcz_RD,eng,How long does it take to make a kilt by,,10
2103,hYdTGxqkJ1aEJzpmQqzja_RD,eng,can you Howie's now? three sentences of own. following verbs is - have explains are sit - feel is - - is - takes - want - sounds - thinks - loves enter - greets - (it)'s Example Howie makes kilts.,,41
2141,59jaAshF1uK60sUPEDERcU_RD,eng,Describe the picture is girl and dog picture and they are together,,12
2213,1hRJr3HtO9K923mOy0BWXr_RD,eng,is most song?,,3
2214,4lnlDttCiSo75iRyVD3LZu_RD,eng,What the most listened-to Christmas song?,,6
2225,5mCTZdISzLYa7EpayOikGH_RD,eng,"your and information case the letter from president, is the growth strategy Swiss Management SA?",,15
2226,7epO37vckpv6xxA0mMcboy_RD,eng,the one Use continuous of these verbs:,5356.0,7
2234,1KRvjczLAGnagj5slATYTp_RD,eng,Describe the interaction between the girl dog the following,4815.0,9
2236,1NxZvJOUmk59buPJKidJON_RD,eng,the interaction the girl the dog following picture:,4815.0,8
2240,8lHjgtB0xTd64i6kKAk7um_RD,eng,Who better advice friends or parents? your opinion.,,8
2241,4vdaaOoffGh7RjfLJ4VA2w_RD,eng,Esperanza and the relevance her name has for into or three and have your partner answer,,16
2242,aTRLomJYZFr7Bjjytw2r9l_RD,eng,"Make yourself, your and friends. - / My brother sister mum / dad / friend / My - (not) (not) have (not) play (not) get early - the park, … - cats, spiders, … - a garden, in room, … - films videos about animals computer games, … weekend at the weekend day",,53
2262,1eKkX9eE46K66zvZLQqfe8_RD,eng,"How could the story Write a summary with ideas. present. phrases: The walk … they find | … | to … | After a … In end … | Their parents … Find out on internet the story The “The Lachance three friends learn that a their area, in the of Maine, has and is probably dead. go on to find the boy’s body prepare for the trip. My was the floor, and hot up glad wasn’t sleeping there that and the we were going again. I and tied old them. I grabbed all my money, which less than a dollar. Then I ready to go. down to avoid my I walking up Street towards the when caught His shining. “Gordie! want to something?” “Sure. “Come down here pointed an alley between “What is it, Chris?” “Come on, I He ran alley and ran him. At the the smell the terrible. I’m I smell when Chris into his backpack pulled out a “Where get your dad’s going when he finds out.” eyes went isn’t going to find out. his enough wine to drunk for a I’ll put back then.” Chris alcohol – too much what do. He was only of who didn’t when the brothers brought beer they’d stolen from their father. “Have you bullets for “Nine them that was left the box. them bottles when drunk.” “Any in “No, of not. What you I took the I liked the heavy way sat my hand. I pointed the gun at a tin smelly trash out and KA – BLAM! The gun jumped in my hand. Fire shot from the end. It felt if was heart in A big hole the tin – it was of an evil “Wow!” I was wildly; I couldn’t he was amused or scared. it, you did it! Lachance shooting Castle to careful, everyone! Here comes Gordie!” “Shut Let’s go!” I and grabbed him by the shirt. gave the to and he pushed it into his we up When we reached Carbine Street to that no would notice they the the gun. Chris still “Man, a pity you couldn’t see your face. Oh, that really great.” knew there in it, didn’t you? That was mean Chris, really.” didn’t know, honestly. I took of my dad’s desk. always bullets out it. was too drunk remember as innocent as but we got found Vern and waiting, and he started laugh He told them the whole story, had had a laugh Teddy asked Chris, “What do we need a said. “Except we a wild animal. And it’s frightening in the forest that. Chris the strongest bravest guy of us all, and he could say things put your tent the and two in it and them on, it’ll look as if there after dark.” man, great!” I slapped Vern the For was real thinking. grinned. “So go,” already.” Chris stood and we gathered round “We’ll walk Beeman’s field,” then railway and just walk across Harlow.” far is do think?” asked. don’t said big. going have walk at least twenty miles. Does that to “Yeah. – thirty miles.” “Come on, you guys,” Chris and up backpack, blankets and",,527
2263,gidUSxLYmI8SaS4CEwBEW_RD,eng,"Use notes to write summary. Start with the title, author where comes from. Don’t forget to what the text is about. Now summarise of the a sentences. Use your Write a conclusion. Say think about the How to: A rule says a summary up one of the original can be too. to your words. Useful phrases for the introduction: article “…” was written by … on … The text/article/story is about … It explains describes / with Main part: Always simple present to write a summary. Use your own Pam Warner talks about organic food and farmers’ markets. what markets First/Second/Third / Then … 3. Useful phrases the conclusion: To sum up, . general the article explains I … . my opinion … In “The Gordie Lachance and three friends learn a boy from their the state has disappeared and probably They decide to go on a find boy’s body and the trip. Gun My was the floor, it really hot there. I wasn’t sleeping night, and the thought of going made again. I rolled and belt around them. I grabbed my which was less a dollar. Then I was to I went down to avoid meeting my was Carbine the when Chris with me. “Gordie! want to see something?” “Sure. “Come down first.” pointed an between shops. “What it, “Come on, ran down alley and after him. At bottom, the from the trash terrible. I’m going puke, I’m – ” But I forgot Chris his his backpack and pulled out a “Where you get that?” “From my dad’s desk.” “Man, your dad’s going to he finds out.” Chris’s just on dancing. “He isn’t find out. He friends have enough to keep them week. put it back before alcohol – already seen of what can He the only one who didn’t have a some beer they’d from father. “Have bullets for it?” all that left in box. He’ll he them himself, bottles was drunk.” in it moment?” “No, of course you finally the gun. I liked the heavy way it sat my hand. gun a large tin with trash out of it KA BLAM! gun in hand. Fire shot from felt as if my wrist was broken. My heart in A appeared in – was work of an magician. “Wow!” I Chris laughing tell if was amused or scared. “You did you did Gordie Lachance Castle Rock pieces. Here up! Let’s go!” I screamed, grabbed him shirt. gave the Chris he pushed it into his backpack ran up the alley. When we a walk, that one notice if had heard noise the gun. was still it’s a couldn’t see your man, that was great.” “You knew there was you? That a mean trick, Chris, “I didn’t know, honestly. just took it out of my dad’s desk. always takes the bullets out of I guess he was drunk remember time.” Chris as as baby, clubhouse Vern and Teddy waiting, he started laugh again. He told whole after everyone had had a Teddy Chris, you think we need a for?” “Nothing, Chris “Except we might see a wild And anyway, it’s out in the forest at night.” that. Chris was the strongest and bravest guy of us all, he say things that. Did you tent up in the field?” Teddy asked Vern. and put two lamps in it turned them on, it’ll if we’re there dark.” “Hey, man, and Vern back. For him, that thinking. He grinned. “So Teddy “It’s nearly Chris we round field,” he “and then we’ll to the railway tracks just walk across the bridge “How far is do you don’t said big. We’re to to walk least Does that right to “Yeah. miles.” “Come on, guys,” Chris said, and picked up his blankets water bottle. Healthy and at Thanksgiving? Healthy and active Thanksgiving? written by (published in Health & Style date, source is Turkey pie? American football on sofa? In the couple of years a trend become popular the to better live a more It slowly going of live off convenience frozen food. A number for organic food at instead. In states markets offer a great variety vegetables fruit from dairy products, and meat without additives at these markets. Organic not only much but tastes a better as well,” explains So about some Thanksgiving? Maybe soup mashed potatoes? A turkey breast roulade with apples and cranberries too. But there’s more to healthy lifestyle of trend show that can have fun, spend friends and stay found right sport yet? If not, suggestion: about standup paddleboarding? If you like water, that’s ideal kind sport for you. You you use a paddle move through Don’t you have to sea. A lot offer standup and Of living also means avoiding alcohol and drugs. Finn, a fitness from says: “Drinking too alcohol isn’t for your alcoholic drinks have a lot of calories effects on too. try smoothie instead?” Drugs are even worse. easily get addicted, and often cause problems with your at main To up, can that food sports a great to stay fit. You don’t have to do without favorite meals. your lifestyle bit make you a person. conclusion",,857
2264,4Gvk7oeCwwF6GSHvRuxEj9_RD,eng,"Get into groups Each student chooses a different of New York: Bronx: Manhattan: Center Queens: Citi Field Brooklyn: Brooklyn Staten 9/11 out one sight your borough in on the internet: is about When was it built? / When did it a York and are tourists: Present your to your group. start like this: We now there … . It’s … . There … It … . | It opened in … Body In “The Gordie Lachance and his three friends learn a boy from the of Maine, has and probably dead. They decide to go trip to find the body trip. Gun room on the second and it really I was I wasn’t sleeping there night, and of we going me excited again. two tied an around I all my money, which was than a Then I was to went down to avoid my dad. I walking Carbine towards the clubhouse Chris caught up with me. eyes You want to down first.” He pointed between two shops. “What is it, “Come on, said!” He alley and I after him. smell from trash was I’m to ” forgot about the when his his pulled a did you get that?” “From my dad’s desk.” your going beat when out.” eyes on dancing. isn’t to find and friends got enough keep drunk for a I’ll put it back hated – already seen too much it do. was one of us didn’t when the brought their father. you got for it?” “Nine of all that the box. used them himself, shooting at bottles when he was drunk.” “Any it the moment?” “No, of not. What I finally gun. I the way it sat in hand. I pointed the at large tin out of and squeezed. KA – gun jumped in hand. shot from end. It wrist was My heart was in my mouth. A big in the tin was work of an evil magician. “Wow!” I screamed. laughing wildly; couldn’t tell if he was amused or scared. it! is Castle Be careful, everyone! Here comes Let’s go!” grabbed him by the shirt. I gave the gun Chris pushed into his backpack we When we Carbine Street we slowed to walk, so that would notice us if the of the Chris still laughing. “Man, it’s pity you couldn’t see your Oh, man, a in it, you? was mean Chris, really.” “I know, honestly. I just took it of my dad’s the bullets out of it. too last Chris looked as innocent but to the clubhouse we found Vern and Teddy and he started to laugh again. He told story, and after had had good laugh Teddy asked “What do think we a gun for?” said. “Except we see a wild And anyway, frightening the forest night.” Everyone agreed with that. Chris was the and guy of us all, he could things like that. Did up in “Yeah, and two in it and them it’ll look if there “Hey, man, I said, slapped Vern back. him, was thinking. grinned. “So let’s said. twelve already.” Chris up and gathered round walk field,” he said, then we’ll get railway and walk the into “How far is do Teddy asked. “I know,” said Chris. We’re going have walk least twenty that sound right to you, Gordie?” “Yeah. thirty miles.” “Come on, Chris said, and up backpack, bottle. and active Thanksgiving? Healthy and active at Thanksgiving? headline by Pam Warner 07/12/16 in Health & Style ) author, source is Thanksgiving Turkey football on In last couple of new has become popular in USA: More people like eat better quality food a more active life. introduction It going fashion live convenience and food. A number of people for special supermarkets instead. some farmers’ offer a great variety of vegetables fruit from the “There are also dairy products, chemical at these not only much a lot better as well,” Emma about some healthy for Maybe or sweet potatoes? roast turkey breast or turkey filled apples and too. But more to a healthy lifestyle than just food. of trend sports show you can fun, spend with stay fit the time. Have you found for yet? not, here is a suggestion: about paddleboarding? If you like ideal kind of sport you. on the and a move through the have to to A clubs offer standup paddleboarding on lakes and Of course living healthy also means avoiding and Finn, instructor from Cleveland, says: much isn’t for your alcoholic drinks have of calories and negative on too. So a smoothie are even worse. You get addicted, and they cause with your family or school. main part up, you can organic food with is a fit. don’t have do meals. changing your bit will make you much person. conclusion",,792
2265,65TnHLf4HHf6U8LfvZUEQM_RD,eng,"art than in Find out on Body “The Body”, Gordie Lachance three friends boy from their area, state Maine, has disappeared is probably dead. decide on a trip find boy’s body and prepare Gun My was on the second floor, and was really hot up there. I was glad wasn’t sleeping that and the thought where we going me excited again. I rolled two and old around I grabbed my money, which was less than a dollar. Then I was to I down the back stairs to avoid meeting my dad. walking up when Chris caught up with His shining. “Gordie! You see something?” “Sure. “Come down He pointed down an alley between two shops. “What is “Come on, I said!” He alley ran At bottom, the from the trash was I’m puke, ” But about the Chris put his backpack pulled out a did get that?” “From my desk.” “Man, your going you when out.” eyes just went on dancing. “He isn’t going find and have got enough wine them I’ll it back Chris hated alcohol – of can He the only one of us have when the DeSpain some beer stolen from father. “Have you got bullets for it?” them – that was in box. used them himself, shooting bottles when drunk.” “Any it at the moment?” “No, of course not. you think I am?” I took the gun. liked the it sat in the gun at a tin with trash spilling it and KA gun in my hand. the as if my wrist was broken. My heart was in my big hole the tin it the of evil magician. “Wow!” I screamed. Chris if was or “You it, you Gordie shooting Castle Rock to pieces. Be careful, Here “Shut up! go!” I screamed, and grabbed by the I gave the gun Chris and he pushed his backpack as up alley. When we reached Carbine Street we slowed to a no one would notice us if had of Chris still it’s a pity you face. Oh, was knew a in it, didn’t you? mean really.” Gordie, it out my He always the bullets it. guess was to remember time.” Chris we to the clubhouse we found Vern and Teddy he started to He whole story, and everyone had good laugh Teddy asked Chris, do you think we need for?” “Nothing, Chris said. “Except might see a wild animal. And it’s frightening out in forest at night.” agreed with that. Chris was the strongest bravest of us all, and say Did you put your tent up in field?” Teddy Vern. “Yeah, and I two lamps it turned them look as if dark.” great!” and slapped back. For him, that was thinking. He grinned. said. “It’s nearly twelve already.” stood up and we walk field,” said, “and then we’ll get railway and just across Harlow.” “How far it, do think?” Teddy asked. “I don’t “Harlow’s big. We’re going have at twenty Does sound right to you, Gordie?” “Yeah. Maybe – miles.” “Come you guys,” Chris said, and picked backpack, blankets and Healthy active headline written Pam Warner (published 07/12/16 in Style ) author, What Thanksgiving like? pumpkin pie? American on In the couple new trend become in USA: More people to eat better quality food and live a active life. going out of fashion live convenience A number of people for organic food instead. In some states farmers’ a great variety of fresh vegetables and fruit from the region. “There also dairy products, bread additives at markets. food is not only much healthier it tastes a lot as explains Emma from So how some healthy recipes pumpkin soup or mashed roast breast or roulade with apples and is delicious there’s more to a lifestyle than food. A lot of trend show you have time stay the time. Have you found yet? If is about standup paddleboarding? If you water, the ideal of for You on board you use a move the water. Don’t worry, to travel to sea. A clubs offer standup paddleboarding lakes and course living healthy means and drugs. fitness “Drinking too much alcohol good your Most alcoholic drinks lot of calories negative on your not try a smoothie instead?” are worse. You can easily get addicted, and they often cause problems with your family or at part To sum you can that organic food with sports a great way to fit. You don’t to do without favorite meals. changing your lifestyle will make you a much conclusion",,750
