index,taskId,language,description,context,topic_id,word_count
17,943,2YUaD24fUfP7pWjwIr92iP,EN,translat follow sentenc english tim wohnt einem blauen hau,,,9
18,944,2UMtJUswomA7LRi0R8WvXz,EN,write hear john play cat,,,5
19,945,5u9DZIU6uoD8WzGcFOR339,EN,write sentenc p ast simpl use one word usual sometim test feedback write someth like drink usual coffe morn,,5145.0,19
20,946,3dJg4CNE4M6745TGO3hpJu,EN,five phase project manag test feedback write someth like meet scope realiz,,,12
21,947,5qBvawWa1k182LVJCTe121,EN,event earthquak build give recommend test feedback write someth like run around scream,,4815.0,13
22,954,2HXatST9nZb6pCE7sJuWBr,EN,content belong klett und balmer verlag find inform product digion ch love edinburgh first visit edinburgh child parent sister think magic citi special atmospher small enough get around easili feel lose big enough lot leave school decid go univer good decis wonder time local realli friendli time even start understand edinburgh accent fact love edinburgh much stay univer first live work citi meet husband true scotsman move countrysid nearbi work home busi love drive citi weekend mini last week parent come stay visit edinburgh castl scottish nation galleri one day take child zoo anoth day take boat inchcolm abbey nearbi island day picnic lunch princ street garden love mani differ thing edinburgh citi realli becom home imagin move away answer question full sentenc carolin move edinburgh move edinburgh studi love citi,,,131
23,956,3786WSi5Nn58r5VZESlFst,EN,write sentenc p ast simpl use one word usual sometim test feedback write someth like drink usual coffe morn,,,19
24,961,aqdN5okrn7v96q2pZ6draC,EN,event earthquak build give recommend test feedback write someth like run around scream,,,13
25,976,1Gs0VtDQxPH9WO8W15Revx,EN,describ see imag,,,3
26,981,aMnKVp4XSra33C9zSsDIR,EN,could cat say situat could speak write sentenc test feedback write someth like play,,5145.0,14
27,982,2hVjXIPswXaaxcD8sqe6WU,EN,translat sentenc english write present simpl homer arbeitet einem atomkraftwerk,,5145.0,10
28,983,4AUaLoTasUk86ezdbK3d7q,EN,student answer thi task evalu grammar spell plan weekend write sentenc,,5145.0,11
29,987,6k8QjfUF2b472CVTPitx8q,EN,student answer thi task evalu grammar spell addit ten keyword write sentenc p ast simpl use one word usual sometim test feedback write someth like drink usual coffe morn,,5145.0,29
30,996,7YXAOXqXKk65WRBjKEmL0P,EN,mani reindeer santa clau name one,,,6
31,1104,aRzlzAymuLD5NJdfqyfMNE,EN,die behalt der teilanlag mussen i m wechsel periodisch regeneriert werden beschreiben sie den regenerationsvorgang antworten sie einem satz,,,19
32,1110,89EvLiSfvcb6YEF5S6wSyI,EN,der kolonn ko wird da gemisch bei atmospharendruck getrennt beschreiben sie allgemein den vorgang der wahrend de verfahren der kolonn ko ablauft antworten sie einem satz,,,26
33,1136,8kr659BCDps8XfAdE4DYQR,EN,put word correct order make sentenc usual remov piec skin hand,,,11
34,1137,PrboJKJLSM6Ok9R2YeF4t,EN,put word correct order make sentenc use groom anoth chimpanze lip tooth sometim,,,13
35,1143,3zHah3WHaBL69lxjz0xPdA,EN,translat ich habe gestern abend ferngesehen english,,,7
36,1144,7dgOqVF3wM07eiRRzsTEYV,EN,translat er hat ein abendessen bestellt english,,,7
37,1145,9yd745wscDf9ERA8P2pfhW,EN,translat ich hatt nicht zum abendessen english,,,7
38,1146,6ZsjZ1Fpkk76aNTpKZucfx,EN,translat ich kein abendessen english,,,5
39,1147,22BFD78ilPM8TchKxPNRFF,EN,translat tom macht gerad abendessen english,,,6
40,1148,50vh0FAZ3TDaHo84QdFocv,EN,translat da leben ist voller abenteu english,,,7
41,1149,a8fhbpOctnB81BMgXtazcU,EN,translat ich konnt nicht ablehnen english,,,6
42,1150,20A4Hx4UDtf8CLvEdGBbCn,EN,translat da machst du doch mit absicht english,,,8
43,1151,7DSzCegF1Gz9C7jXDbf0ae,EN,translat da war sicher nicht mit absicht english,,,8
44,1152,SsFyvivPiXa3xCGUqNzhy,EN,translat er hatt die absicht sie zu heiraten english,,,9
45,1153,4iiM8cAHjYH75flvADkcFR,EN,translat hast du da mit absicht getan english,,,8
46,1154,4WQPpjZzXl05Tdu6W5xxVt,EN,translat ich habe nicht die absicht mich zu entschuldigen english,,,10
47,1155,7FH3sCf1EL78jEz8orF9ab,EN,translat mein frau wollt ein kind adoptieren english,,,8
48,1156,4YROUyqd8jj7fi3DT8SnHu,EN,translat der aff fiel vom baum english,,,7
49,1157,8IRZQCLrsBh9uuBth2dbc3,EN,translat mein aff ist fortgelaufen english,,,6
50,1158,f5FBKIiyFd7QCzbq4GgKP,EN,translat da war ein albtraum english,,,6
51,1159,50hyowIp3hd7pHJnrWGCla,EN,translat er zeigt mir sein album english,,,7
52,1161,6K4ImkCIaj08kpmj1XbVws,EN,translat haben sie getrank ohn alkohol english,,,7
53,1162,8ZITtwQdx9G9AKb7jyIPS3,EN,translat ich kann keinen alkohol trinken english,,,7
54,1163,9Wm7IWwrNhRayy5g2gj6rA,EN,translat ich trink keinen alkohol english,,,6
55,1164,17aU9nWh0eLag81mXI2h3O,EN,translat sie war dem alkohol nicht abgeneigt english,,,8
56,1166,aAkIziPCaJX7lPIBr9JQwY,EN,translat sie hat i m alter von geheiratet english,,,9
57,1167,3zGud8VQ8yNaycnVTBNazJ,EN,translat welch alter hat ihr sohn english,,,7
58,1168,acmZVlmedq577WAV5BInIC,EN,translat ist die altern english,,,5
59,1169,1oTr9NmVjOc7V9UGrEs4ah,EN,translat jane scheint sich auf der parti zu amusieren english,,,10
60,1170,6hmk7XLEG7361cQCL6t3Wb,EN,translat darf ich dir jetzt etwa zu trinken anbieten english,,,10
61,1171,7EkwqUuuM7L71QhYSquY9C,EN,translat da wird sich nicht andern english,,,7
62,1172,3lriGJFEm9W8W71JHWyfDX,EN,translat die zeiten andern sich english,,,6
63,1173,5flo6UARSgZ8n2lBBqtBn1,EN,translat tom muss sein einstellung andern english,,,7
64,1174,2whKClfmekVaHLvKfAiPVa,EN,translat vielleicht andern sich die preis english,,,7
65,1175,aKyigEtilsvaz9cxURMjNY,EN,translat es war dumm von dir sein angebot anzunehmen english,,,10
66,1176,51vgitPthWZ7rU5CTzq5VV,EN,translat ich akzeptier da angebot english,,,6
67,1177,22UHAQsTne57THcsK0NPCi,EN,translat ich werd dein angebot annehmen english,,,7
68,1178,9MpZ9PyNope91FHJ6hDVrI,EN,translat ich werd dein angebot annehmen english,,,7
69,1179,2tXp4qsxJtY5AN7ivJqsVE,EN,translat dein antwort ist falsch english,,,6
70,1180,5QMm78gBppxaJVq91HE6i5,EN,translat du hast die antwort gefunden english,,,7
71,1181,aS38m2r9A37aEFQXHdmakv,EN,translat hast du ein antwort von tom erhalten english,,,9
72,1182,1zeg3zMm9df7GMEk4S1mUH,EN,translat kennen sie die antwort english,,,6
73,1183,aCD2v49jXCD7FKmZex0H8I,EN,translat dein antworten waren bi auf ein richtig english,,,9
74,1185,2r2SYFcYe9N6mNTHUlcK8f,EN,translat ich brauch keinen anwalt english,,,6
75,1188,WCz20kHwET8k3MVbqppy6,EN,translat ist da ein apfel english,,,6
76,1189,BQF0srBMWT7Gzo7BZ2uzK,EN,translat unter dem schreibtisch liegt ein apfel english,,,8
77,1190,63LwneDO7eg8AK3biY87MO,EN,translat wie schmeckt der apfel english,,,6
78,1191,a9LEBCdqQ1T7bSqECtwYJb,EN,translat er erledigt sein arbeit english,,,6
79,1192,7eAdNIMwTdZ8bNDzMdsKNi,EN,translat er ist mit seiner arbeit zufrieden english,,,8
80,1193,66WZeewVaQUapMbr4L8zqc,EN,translat ich bin von der arbeit sehr mude english,,,9
81,1194,94XarI5tWg871T4PHzFaq0,EN,translat ich habe arbeit fur dich english,,,7
82,1195,7QYKkjMFgIs6pLnqer8efv,EN,translat ich muss die arbeit bi vier uhr abgeschlossen haben english,,,11
83,1197,55935gEnVks6d5pwpkPcfP,EN,translat tom fahrt mit dem auto zur arbeit english,,,9
84,1198,62XXodCNboB9Cyi11h9FbL,EN,translat tom hat schon ein arbeit gefunden english,,,8
85,1199,g2dXexhLZjaE28QsnLCfW,EN,translat unser arbeit hort nie auf english,,,7
86,1200,797sy1iQXSt8BJYZq96yLR,EN,translat arbeiten sie mit tom zusammen english,,,7
87,1201,4dylAImdwEVa6pPjZkhMUo,EN,translat ein mensch muss arbeiten english,,,6
88,1203,4YrjGF9DmAX6HVSsVxBnST,EN,translat ich gab vor zu arbeiten english,,,7
89,1204,7NnuagJq9QP9YdCJJbnutO,EN,translat ich war arbeiten english,,,5
90,1205,azUng1lvtHdaD9eXmHM7uQ,EN,translat ich brauch nur einen arbeit english,,,7
91,1206,1GVHJpYzrqt9ya6Zp92WoT,EN,translat sie sind wirklich ein fleißig arbeit english,,,8
92,1207,pwS6KHkC5ya2O14CH4bSX,EN,translat da ist der comput auf dem er sein artikel schreibt english,,,12
93,1208,3EjA3fuWrzb9aKIdPjGK2z,EN,translat der artikel war franzosisch sprach verfasst english,,,8
94,1209,Gd2rwRvZBJ8xQakCjGMDl,EN,translat haben sie diesen artikel gelesen english,,,7
95,1210,9FKxB1Z1sa689zUnfxMo3B,EN,translat habt ihr diesen artikel gelesen english,,,7
96,1211,2VtkZeTFX3L9FLJIwep6bI,EN,translat ich kann diesen artikel nicht in arabisch ubersetzen english,,,10
97,1212,3whOtWugTQD9PEYssWCra7,EN,translat ich beschloss arzt zu werden english,,,7
98,1213,863cPdHAwxM6jrpWi7Kx5h,EN,translat will ist der arzt english,,,6
99,1214,8yDGFEId9zC9J5b6jWEiXY,EN,translat die aufgab ist zu viel fur ihn english,,,9
100,1215,79cfNQucdqR9l6Lm4XhKpQ,EN,translat ich konnt die aufgab leicht losen english,,,8
101,1216,738Cr1GCEP49iUi8HnYTQ3,EN,translat ich nicht aufgeben english,,,5
102,1217,2pXzMgU5xZH9y5Mlr1tFS4,EN,translat die zeitung hat ein große auflag english,,,8
103,1218,7XOLcCX9H5W8l8aETO1gGX,EN,translat es gibt kein fehler deinem aufsatz english,,,8
104,1219,62HICEhR1sK6bT8gDgzzkI,EN,translat der alt mann ist auf einem aug blind english,,,10
105,1221,aJsqPyUd9InaAF4SOj0z0B,EN,translat da aug nicht sieht bekummert da herz nicht english,,,10
106,1222,2NJsgQEIjJQ7TULpMozCyd,EN,translat welch aug tut dir weh english,,,7
107,1223,2JmiuY3H00s7KurVGUjwwA,EN,translat gibt es i m franzosischen einen ahnlichen ausdruck english,,,10
108,1224,aFtcB6e1XSKamsPzZYTTBO,EN,translat bedeutet dieser ausdruck diesem zusammenhang english,,,7
109,1225,2SvLuio6AlL5V2q7XMFOod,EN,translat du solltest nicht mehr geld ausgeben al du verdienst english,,,11
110,1226,5G4iA5xgmbT8mZI5gL35GC,EN,translat darf ich mir dein auto ausleihen english,,,8
111,1227,1CpKXSaT8uY6kOUILEEAqV,EN,translat kann ich mir mal dein auto ausleihen english,,,9
112,1228,1XIEegpxpeo5Kd1rFXvYEO,EN,translat wie viel bucher kann ich gleichzeitig ausleihen english,,,9
113,1229,2Euo5WsJi5D5Ud4n9QL89B,EN,translat warum ist da aussehen wichtig english,,,7
114,1230,1xKZgPaBlPsapUmouTzuZq,EN,translat wir haben ein große auswahl obst i m supermarkt english,,,11
115,1231,2fd2bEiRXlC5TpTCPiGvef,EN,translat der autor hat einen schonen stil english,,,8
116,1232,9pNfo56cP8n8P5yxcKdePs,EN,translat da babi hort auf zu schreien english,,,8
117,1233,3VuuoeU3MVV7zGdDRIs2Yu,EN,translat da babi schlaft tief und f english,,,8
118,1234,6fyE0CZX57F9oWwxdL5V72,EN,translat da babi wacht mitten der nacht auf english,,,9
119,1235,aNo0Vc3M5RLaHlfFOv92p3,EN,translat ich schlief wie ein babi english,,,7
120,1236,Z7XGAQVItb6RHRDpEoOL5,EN,translat sie gebar ein gesund babi english,,,7
121,1237,9CRQwA02WE97kL7WGBnC7n,EN,translat er nahm ein heiß bad und schaltet den fernseh ein english,,,12
122,1238,3FYigAOOHYja0DyawKR3l4,EN,translat hast du schon ein bad genomman takashi english,,,9
123,1239,Vn99qWpOWGaVsoZSkC7V6,EN,translat ich nahm ein bad english,,,6
124,1240,6sSl1NwMUMwal80v3nnGET,EN,translat ich nehm fast jeden tag ein bad english,,,9
125,1241,39F2sLPHte493osmUUVV0Y,EN,translat es ist praktisch nahe bahnhof zu wohnen english,,,9
126,1242,7ySYPlY9zj28RgvoGihTEy,EN,translat wie komm ich zum bahnhof english,,,7
127,1243,7Ks1kGHjbpq9KL42AlPJO2,EN,translat will ist der nachst bahnhof english,,,7
128,1244,2SJzyco6q2a8KXsVEko5IT,EN,translat bakterien vermehren sich durch teilung english,,,7
129,1245,23GDKYWKkYV6EtJc45lHhX,EN,translat die katz spielt mit dem ball english,,,8
130,1246,5h9awIGOtrK89xuAuXw1rr,EN,translat will ist der ball english,,,6
131,1248,3bg53tmUbUL7ghc0YnQURi,EN,translat ich ess ein banan english,,,6
132,1249,V2lGMV9xar6MerL0KV6H1,EN,translat tom isst ein banan english,,,6
133,1251,aAdhFihRwCUaoNSUn3yV48,EN,translat ich bin zur bank gegangen english,,,7
134,1252,7mWRsp2zZNd9JDhaiSDrtM,EN,translat sie arbeitet einer bank english,,,6
135,1253,QH17czdtDf7qdO5LomcPH,EN,translat unter dem baum ist ein bank english,,,8
136,1254,1G3cU96xT406rDBe9RXqvr,EN,translat wieso hast du die bank rot gestrichen english,,,9
137,1255,6fWFTlwHbNe8ZAAkw21GN6,EN,translat ich bar bezahlt werden english,,,6
138,1256,596WDZdWc1X7tggFUrhhM7,EN,translat all jungen spielen gern basebal english,,,7
139,1257,7ITnctAFbTk9FWeiqfmXHV,EN,translat er interessiert sich nicht sehr fur basebal english,,,9
140,1258,9fRbalhkhsP6M7cPZKy5G9,EN,translat ich spiel gern basebal english,,,6
141,1259,2qjHZDKvS7j5QOxTlxgTwS,EN,translat magst du basebal bin english,,,6
142,1261,8UgZ1bMvz798fQfSv23jKi,EN,translat sie hat fruher basketbal gespielt english,,,7
143,1262,3R9UH6cuCG46g0RemDHZLX,EN,translat wir bauen rei english,,,5
144,1263,42fF4LfzZ225HS6hiVVzaD,EN,translat wir werden ein mauer bauen english,,,7
145,1264,3PWSNsM3Rgg6oOYIhqokrV,EN,translat aber der bauer lachelt ihn english,,,7
146,1265,8UWHXHQylhY7qhz9rITmIy,EN,translat der bauer nicht kennt da isst er nicht english,,,10
147,1266,5bG0oOEDdN4aifkqwUc8Q2,EN,translat dieser baum ist alt wie jener english,,,8
148,1267,6zgOsbf0aFm5AOlGiKSrhv,EN,translat ich stehe unter dem baum english,,,7
149,1268,7COUUUJHoQ37uAvXkRc8EP,EN,translat tom pflanzt einen baum english,,,6
150,1269,8CxHtuRhGTZ7ffDlz1EXC5,EN,translat tom pfluckt einen apfel vom baum english,,,8
151,1271,3xDAVb6XTwHavSJ5KJ4nz2,EN,translat dieser satz kann i m grund all bedeuten english,,,10
152,1273,aaCSimvhtyda0JcHwNhbk9,EN,translat die bedeutung die satz ist unklar english,,,8
153,1274,9YUXS86bUMJapR6JgwbIFT,EN,translat ja aber da hat kein bedeutung english,,,8
154,1276,8183ifn7P2x8GV9CoE7m0n,EN,translat ich akzeptier aber nur unter einer bedingung english,,,9
155,1277,54LZXORfBJo7xukajs2nof,EN,translat ich war naiv und leicht zu beeindrucken english,,,9
156,1278,4lgDkE60mFe6cUTL0oEkI8,EN,translat ich wollt tom beeindrucken english,,,6
157,1279,eUPBrBIfqp7KeouooRLvT,EN,translat wann hast du vor zu beginnen english,,,8
158,1280,5seyDsjO5JO8ziexFoVuRq,EN,translat wir mussen vor funf beginnen english,,,7
159,1281,ajT9gezHfW06EUIRo0JYsc,EN,translat werden sie mich begleiten english,,,6
160,1282,7wJfnjQzmwcabrqF6FJ0QT,EN,translat ich habe meinen hund auf dem haustierfriedhof begraben english,,,10
161,1283,13c7Kvkm3XA6KRNfjo0Wbe,EN,translat doktor es ist da falsch bein english,,,8
162,1284,2s1jSgC2nFc6MxqViT2WB4,EN,translat ich habe schmerzen i m rechten bein english,,,9
163,1285,DZNA9pFWLL7r7kQlARNJN,EN,translat mein hund hat tom in bein gebissen english,,,9
164,1286,3lr1ZeVsuyE6JWjdbK559N,EN,translat tom hat ein bein verloren english,,,7
165,1288,4s8Al8iUEvM7OYPyKTMlOe,EN,translat eugen wird den nobelprei fur seinen beitrag zur literatur erhalten english,,,12
166,1289,7BESpFFTdAX8Wgqb4vHThL,EN,translat jeder darf etwa beitragen english,,,6
167,1290,abEDm0m4HCSaHd48vsPzuW,EN,translat ich wollt tom nicht beleidigen english,,,7
168,1291,7kWwOuxLKCcaAApToX2dEN,EN,translat sein benehman ist immer ehrenhaft english,,,7
169,1292,D29UMzfb2N6Qc3AwCfjbO,EN,translat benotigen sie unser hilf english,,,6
170,1293,8ziA9gkfFaS9jEN4oI147d,EN,translat benotigen wir ein international sprach english,,,7
171,1294,4Hxh2X2VCnya179P3f2sxB,EN,translat ich werd ihr hilf benotigen english,,,7
172,1295,9CtmMqhuqhG9IHJ0hju8YL,EN,translat ich werd sein hilf benotigen english,,,7
173,1296,ajH6zEq9C0K9NlMoj5prV4,EN,translat wir benotigen dein unterstutzung english,,,6
174,1297,1BK3wvJN1iV8hCqPx8JHFP,EN,translat un geht da benzin au english,,,7
175,1298,NFjZFecgiZ6TZ0ZTt1xa6,EN,translat wir hatten kein benzin mehr english,,,7
176,1299,3cxMDBWsbsGaeuGy8ksIyq,EN,translat du hast mich gut beraten english,,,7
177,1301,7P4DANoTfzM69ZTW8OQTX2,EN,translat auf dem berg gibt es viel affen english,,,9
178,1302,6TwaaiPuTSA8QNd1peprxj,EN,translat die sonn ist hinter einem berg untergegangen english,,,9
179,1303,5UNa7GwQ85Qa5uTxuz7crp,EN,translat da ist ein ziemlich riskant beruf english,,,8
180,1304,3aPyDiFFLsM9UmzDijsoGO,EN,translat sind sie von beruf english,,,6
181,1305,qmXAxbDGwaAJRMTAx9Ie,EN,translat wir konnen dich nicht beschutzen english,,,7
182,1306,5Pdg54Aeie18YFwqXuylJ7,EN,translat wir konnen sie nicht beschutzen english,,,7
183,1307,1oIv5PGOTut7XSCWpuIIQd,EN,translat wir werden sie beschutzen english,,,6
184,1308,4CnVzYDLBMl6mjgncRPEO5,EN,translat es bringt nicht sich zu beschweren english,,,8
185,1309,nMjLrtGHOW6k6ZsxtqFHC,EN,translat ich mich beschweren english,,,5
186,1310,1KzItk0jPoJ8rQNsskP7Ug,EN,translat mein kunden beschweren sich nie english,,,7
187,1311,1rKKxlIInqm8hiYhiKLxF1,EN,translat besitzen sie ein auto english,,,6
188,1312,8E48tnqaG789WgoNa5QaRF,EN,translat da gluck liegt nicht darin viel ding zu besitzen english,,,11
189,1313,17enUA6MSwI86D5QoNM65x,EN,translat ausnahman bestatigen die regel english,,,6
190,1314,4qYZCztHXQX8TcJjw0LvmO,EN,translat ich kann da nicht bestatigen english,,,7
191,1315,3VYKZCESWCPajgZxBGBowi,EN,translat kann jemand ihr geschicht bestatigen english,,,7
192,1316,9LCfy3F8mxY9YaA5yZMQDa,EN,translat munzen bestehen au metal english,,,6
193,1317,4zk7SwbHJNT8UBbIjXLlZB,EN,translat nicht all kandidaten konnen die prufung bestehen english,,,9
194,1318,5squtglwZVbaEbR9atJO8x,EN,translat die wollten mich bestrafen english,,,6
195,1320,5dDPXa5ma0U9tDqVhzphCs,EN,translat ich werd mich dieser abmachung nicht beteiligen english,,,9
196,1321,8aa2ebRFs0k5VI7Va2DM61,EN,translat wir all beten fur japan english,,,7
197,1324,2ZKaIvcyNQc7RqgzrpO4l7,EN,translat unser kuhlschrank ist außer betrieb english,,,7
198,1325,7wEsYMJDi7E7Od2pPSGOVM,EN,translat er liegt schon ein woch krank i m bett english,,,11
199,1327,7zZdRH6Oj0K7Au4oI9uVYt,EN,translat ich habe den ganzen tag i m bett verbracht english,,,11
200,1330,94hck44iOg466zd0xxQgOm,EN,translat wir haben keinen bewei english,,,6
201,1331,6489UW9fMFk87AO5nyWQmz,EN,translat kannst du da beweisen english,,,6
202,1333,1Mgk55i6YTh8ZSWgp1XO8H,EN,translat wir haben die beziehung mit ihnen beendet english,,,9
203,1334,8fZfHzAkN5y8jUIUHLOBQ3,EN,translat die bibliothek ist der stadtmitt english,,,7
204,1336,afT9hLFwm4N85Joi0QouI4,EN,translat will ist die bibliothek english,,,6
205,1337,94tfnGB5y1H7obUJdIfyLv,EN,translat mich hat ein bien gestochen english,,,7
206,1339,578BgMSWupj9u3P9Gzxy22,EN,translat sie mag bi lieber al wein english,,,8
207,1340,9c8a3xo9UGZ7PKmJmJFaYL,EN,translat tom mag weder bier noch wein english,,,8
208,1341,aW1X8eF8Xc87NArOOacU1Z,EN,translat ich habe die bild selbst gezeichnet english,,,8
209,1342,57HbgDSRNfm7aMimynDjFs,EN,translat picasso hat die bild gemalt english,,,7
210,1343,7SGOEYpS4VQ7mtwDL4piIS,EN,translat sie zeichnet ein bild english,,,6
211,1344,9qfQZ0G4TpH8hv8B3TIg2X,EN,translat ich habe biologi immer gehasst english,,,7
212,1345,9hpF7fq8VsRaIahCjZDutX,EN,translat er kann ein bisschen chinesisch sprechen english,,,8
213,1346,aZ0bPchsurN7BGMNi5gC6Z,EN,translat ich sprech ein bisschen spanisch english,,,7
214,1347,9OCJ1Pk9vS19Kw8LzZA8jA,EN,translat mein vater ist ein bisschen altmodisch english,,,8
215,1348,8tKN0lsv1XV5YaZTNGk8kR,EN,translat tom muss ein bisschen abnehmen english,,,7
216,1349,7ArKqX8jjzO7hXtMs8Q5TY,EN,translat ein trocken blatt fiel zu boden english,,,8
217,1350,nQ6lkx675g8hcZkmHyAJr,EN,translat ich bleib morgen zu haus english,,,7
218,1351,6J72GjMnZm284Wrho68olC,EN,translat ich habe vor i m hotel zu bleiben english,,,10
219,1352,6OVjeJ2R7FB5PwBDpbFBKv,EN,translat ihr braucht nicht zu bleiben english,,,7
220,1353,4l8QYdC51jr5Y6EjwmV7Ri,EN,translat wie lang wirst du bleiben english,,,7
221,1354,3ylP5r0lSbU6MK776zXLNn,EN,translat hast du einen bleistift english,,,6
222,1355,6Ih76XgOQ9a99DbEa2NCsR,EN,translat ich habe meinen bleistift vergessen english,,,7
223,1356,9kVchsY8I5s8lNxWnkXIC9,EN,translat wie lang ist dieser bleistift english,,,7
224,1357,41cyUBNuI865BKtwcvzxUH,EN,translat da steht ein blume auf dem tisch english,,,9
225,1358,6prtNHu0zSs6Ngj3mA3R19,EN,translat gefallt dir die blume english,,,6
226,1359,4KvtWWdJmOj93Qd0fECz2x,EN,translat da blut war hellrot english,,,6
227,1360,5lOeK6n256P7L1e1US3v6C,EN,translat dein blut ist rot english,,,6
228,1364,2KO9ICLsLJT6Eqglg3Y4zi,EN,one behav build earthquak,,,4
229,1365,4DKHXxkvaF762VkVZhc7kq,EN,gener name also give natur satellit,,,6
230,1371,4B8o2bX7SnWaIJ1sT9rgxU,EN,translat follow sentenc er lebt einem grossen hau,,,8
231,1372,5Sd5fUI3uUGaAsY0rCMGGE,EN,ubersetz den folgenden satz in englisch der fussballclub basel wird schweizer meister,,,12
232,1381,7Vr7wY5XITpalEJbJqyMKD,EN,translat follow sentenc english der jung isst einen apfel,,,9
233,1383,2a02FWbN3fo6HVXX7RXAax,EN,ubersetz folgenden satz englisch der bitmark hackathon ist einfach genial,,,10
234,1384,870VWoRALxZahUqPFQEgSJ,EN,translat ich habe durst english,,,5
235,1387,8DGf8udouc8aLKZudMyk1F,EN,translat follow sentenc english der jung isst einen apfel,,,9
236,1388,3CLiDdktFuUaxVJHPcB0Wf,EN,translat follow sentenc english der jung isst einen apfel,,,9
237,1389,3Vwo0y1qB4w8SD4EVuEp2s,EN,translat follow sentenc english der jung isst einen apfel,,,9
238,1390,9rCKEPSSaOp7G7DlM1pJJX,EN,schreib du horst auf englisch,,,5
239,1391,7n1zXhsIUrp9zbrQsaWSTb,EN,ubersetzen sie den satz er hat ein abendessen bestellt,,,9
240,1392,2rATYMv4oi86OVHf70vB81,EN,schreib du horst auf englisch,,,5
241,1393,4JjY5lxI6DN7ZZQBea6vYe,EN,schreib du horst auf englisch,,,5
242,1394,18nxa5Mkihza9KiLzl60Lj,EN,ubersetzen sie den satz der autor hat einen schonen stil,,,10
243,1395,2BcrQMrzGkP7BqrNIaHvmR,EN,schreib du horst auf englisch,,,5
244,1396,7tGByzBuieXa5neEFykxw9,EN,schreib du horst auf englisch,,,5
245,1397,1z4E89TgHSz9UGddtnQxBs,EN,schreib du horst auf englisch,,,5
246,1398,2eEIscvJrK48V6xWfPg0lI,EN,ubersetzen sie den satz da ist ein ziemlich riskant beruf,,,10
247,1399,3xR2maFYzzK92jtQFpftV9,EN,schreib du horst auf englisch,,,5
248,1400,50ukobAkVAD6skno4tMJ48,EN,ubersetzen sie den satz ist dein buro hier der nahe,,,10
249,1401,8jzjALdq9Pk7Pjc1yRfqgc,EN,schreib du horst auf englisch,,,5
250,1402,6C3hIShVtFc5y9q53aK8HB,EN,schreib du horst auf englisch,,,5
251,1403,5l7rPyzlok49AGNoIzQLTc,EN,schreib du horst auf englisch,,,5
252,1404,9QJBSYMcO6R8FBEtCaDoPi,EN,ubersetzen sie den satz der kapitan kontrolliert da ganz schiff,,,10
253,1405,5qMAkLb47xJ8LmJqOqfkQl,EN,schreib du horst auf englisch,,,5
254,1406,3Ni8KNyirNHa6J5UY0fwDj,EN,ubersetzen sie den satz er ge zum zahnarzt,,,8
255,1407,9p3ySDQHqFg6c3SqwKxw8Q,EN,schreib du horst auf englisch,,,5
256,1408,9qdlTZc3IOH5OhXWdy5DVp,EN,ubersetzen sie den satz da wird sich nicht andern,,,9
257,1409,5peSXa7DKne6fGU2Go6xuQ,EN,schreib du horst auf englisch,,,5
258,1410,9qAdYATcooU9jAKRthtRnL,EN,ubersetzen sie den satz die grenzen meiner sprach bedeuten die grenzen meiner welt,,,13
