aspectId,description,type,groupId,categoryId
26,11110,"Absender und Empfänger sind beide angegeben, damit die Postkarte ihren Weg zum Leser findet. Einen der beiden hast du richtig erwähnt.",CONCEPT,,
27,11111,"Absender und Empfänger sind beide angegeben, damit die Postkarte ihren Weg zum Leser findet.",CONCEPT,,
28,9787,"In der Antwort werden die Konzepte genannt, nach denen wir gesucht haben.",CONCEPT,,
29,11172,Sehr gut! Sie haben mindestens zwei korrekte Auswirkungen auf die Anspruchsgruppe Stadt erwähnt. ,CONCEPT,,
30,1,To enable them on this domain,CONCEPT,1067.0,
31,12167,Die grammatikalische Form des Artikels und des Adjektives passt zu dem Substantiv.,CONCEPT,,
32,9694,"Korrekt, das Bild zeigt eine Schulklasse.",CONCEPT,,
33,9702,"Genau, es sind 29 Kinder und eine Lehrerin auf dem Foto.",CONCEPT,,
34,9779,"Korrekt, im Hintergrund sieht man ein Gebäude und ein Gebüsch.",CONCEPT,,
35,9782,"Richtig, die Kinder sind wahrscheinlich um die zwölf Jahre alt.",CONCEPT,,
36,9781,"Korrekt, die Klasse besteht aus Jungen und Mädchen.",CONCEPT,,
37,9784,"Richtig, anhand der Kleidung kann man darauf schliessen, dass das Wetter angenehm ist.",CONCEPT,,
38,9808,"Da das Foto ist in schwarz-weiss gehalten ist, lässt sich darauf schliessen, dass es älter ist.",CONCEPT,,
39,9811,Die meisten Kinder scheinen gut gelaunt zu sein.,CONCEPT,,
40,9814,Einige Kinder scheinen gelangweilt zu sein.,CONCEPT,,
41,10094,"Gut erkannt, das Bild hat unten links ein Wasserzeichen.",CONCEPT,,
42,12472,Die Antwort enthält die gesuchten Stichworte: {{correctStatements}},CONCEPT,55249.0,
43,12479,"Genau! Sie haben das Hauptkonzept verstanden.
",CONCEPT,55249.0,
44,12563,Stimmt! Der Vorgang wird Rektifikation genannt.,CONCEPT,55249.0,
45,12458,Genau! Sie haben den Haupzweck der Anlage erkannt.,CONCEPT,55249.0,
46,20,Die Antwort enthält keine Rechtschreibfehler.,CONCEPT,152.0,
47,41,"Es wurden die drei Errungenschaften 1) Unterzeichnung der Menschenrechtserklärung, 2) Abschaffung der Privilegien des Adels und 3) Verteilung von Lebensmittel erkannt (Nennung aller 3 Punkte Voraussetzung). ",CONCEPT,,
48,59,"Es wurde erkannt, dass die Frauen die Verteilung von Lebensmitteln verlangt haben. ",CONCEPT,663.0,
49,60,"Es wurde erkannt, dass die Frauen die Unterzeichnung der Menschenrechtserklärung verlangt haben. ",CONCEPT,655.0,
50,61,"Es wurde erkannt, dass die Frauen die Abschaffung der Privilegien des Adels verlangt haben. ",CONCEPT,669.0,
51,12986,Die Antwort enthält keine Rechtschreibfehler.,CONCEPT,152.0,
52,13449,"Es wurde erkannt, dass die Frauen die Unterzeichnung der Menschenrechtserklärung verlangt haben. ",CONCEPT,655.0,
53,13456,"Es wurde erkannt, dass die Frauen die Verteilung von Lebensmitteln verlangt haben. ",CONCEPT,663.0,
54,13462,"Es wurde erkannt, dass die Frauen die Abschaffung der Privilegien des Adels verlangt haben. ",CONCEPT,669.0,
55,135,"Der Lernende versteht, wie wichtig offene und ehrliche Kommunikation ist, wenn er/sie mit anderen zusammenarbeitet.",CONCEPT,3814.0,
56,136,"Der Lernende versteht, wie wichtig Verlässlichkeit bei der Zusammenarbeit ist.",CONCEPT,3812.0,
57,137,"Der Lernende versteht, dass Aufgeschlossenheit und Flexibilität wichtig sind, wenn er/sie mit anderen zusammenarbeitet.",CONCEPT,3804.0,
58,138,"Der Lernende versteht, dass er/sie Respekt und Toleranz gegenüber anderen Meinungen haben muss.",CONCEPT,3807.0,
59,139,"Der Lernende versteht, wie wichtig es ist, eine konstruktive und kooperative Arbeitsatmosphäre zu schaffen.",CONCEPT,3828.0,
60,141,"Der Lernende versteht, wie wichtig es ist, ein gemeinsames Verständnis der Ziele und Aufgaben zu haben.",CONCEPT,3820.0,
61,144,"Der Lernende versteht, dass eine positive und professionelle Einstellung wichtig ist, wenn er/sie mit anderen zusammenarbeitet.",CONCEPT,3823.0,
62,124,The learner is able to use spelling strategies correctly.,CONCEPT,370980.0,
63,15321,Can correctly spell written text.,CONCEPT,2508.0,
64,16527,"Der Lernende versteht, dass Aufgeschlossenheit und Flexibilität wichtig sind, wenn er/sie mit anderen zusammenarbeitet.",CONCEPT,3804.0,
65,16530,"Der Lernende versteht, dass er/sie Respekt und Toleranz gegenüber anderen Meinungen haben muss.",CONCEPT,3807.0,
66,16533,"Der Lernende versteht, wie wichtig Verlässlichkeit bei der Zusammenarbeit ist.",CONCEPT,3812.0,
67,16536,"Der Lernende versteht, wie wichtig offene und ehrliche Kommunikation ist, wenn er/sie mit anderen zusammenarbeitet.",CONCEPT,3814.0,
68,16539,"Der Lernende versteht, wie wichtig es ist, ein gemeinsames Verständnis der Ziele und Aufgaben zu haben.",CONCEPT,3820.0,
69,16542,"Der Lernende versteht, dass eine positive und professionelle Einstellung wichtig ist, wenn er/sie mit anderen zusammenarbeitet.",CONCEPT,3823.0,
70,16545,"Der Lernende versteht, wie wichtig es ist, eine konstruktive und kooperative Arbeitsatmosphäre zu schaffen.",CONCEPT,3828.0,
71,17,"Es wurde erkannt, dass die Schafe vorzeitig ins Tal gebracht wurden, um sie vor Großraubtieren wie Wölfen und Bären zu schützen. ",CONCEPT,95.0,
72,21,"Der Antwortsatz enthält alle Strukturelemente (Substantiv, Verb, Artikel usw.).",CONCEPT,111.0,
73,40,Es wurden die zu schützenden Tiere verwechselt. ,CONCEPT,,
74,4,Die Antwort wurde in einem Satz gegeben. ,CONCEPT,674.0,
75,44,Ausführliche Anweisungen hinzufügen,CONCEPT,,
76,12912,"Es wurde erkannt, dass die Schafe vorzeitig ins Tal gebracht wurden, um sie vor Großraubtieren wie Wölfen und Bären zu schützen. ",CONCEPT,95.0,
77,12935,"Der Antwortsatz enthält alle Strukturelemente (Substantiv, Verb, Artikel usw.).",CONCEPT,111.0,
78,18,"Es wurde erkannt, dass in Schweden der Erhalt der traditionellen Rentierhaltung höherrangig ist als der Schutz des Wolfes. ",CONCEPT,73.0,
79,12894,"Es wurde erkannt, dass in Schweden der Erhalt der traditionellen Rentierhaltung höherrangig ist als der Schutz des Wolfes. ",CONCEPT,73.0,
80,82,Die Antwort wurde in einem Satz gegeben.,CONCEPT,2412.0,3.0
81,116,"Es werden die Kennzeichen der Erlebnislyrik ""Gefühle, Stimmungen, Wahrnehmungen"" erkannt. ",CONCEPT,2485.0,5.0
82,14185,"Die lernende Person ist in der Lage, einen korrekten Satz zu schreiben.",CONCEPT,,
83,14303,"Die lernende Person ist in der Lage, Rechtschreibstrategien korrekt anzuwenden.",CONCEPT,,
84,15230,"Es werden die Kennzeichen der Erlebnislyrik ""Gefühle, Stimmungen, Wahrnehmungen"" erkannt. ",CONCEPT,2485.0,
85,114,"Es wird erkannt, dass im Schlussteil des Interpretationsaufsatzes die Deutungsthese überprüft werden muss. ",CONCEPT,2500.0,5.0
86,115,"Es wird erkannt, dass im Schlussteil des Interpretationsaufsatzes die Deutungsthese modifiziert werden muss. ",CONCEPT,2493.0,5.0
87,15237,"Es wird erkannt, dass im Schlussteil des Interpretationsaufsatzes die Deutungsthese modifiziert werden muss. ",CONCEPT,2493.0,
88,15249,"Es wird erkannt, dass im Schlussteil des Interpretationsaufsatzes die Deutungsthese überprüft werden muss. ",CONCEPT,2500.0,
89,88,Die Antwort wurde in maximal 3 Sätzen gegeben. ,CONCEPT,2465.0,3.0
90,112,"Als Hauptaspekt des Gedichts wurde erkannt, dass man spirituelle Erfüllung durchs Reisen erfahren kann.",CONCEPT,2468.0,5.0
91,113,"Als sekundärer Aspekt des Gedichts wurde erkannt, dass innere Leere durch Verweilen gefüllt werden kann.",CONCEPT,2476.0,5.0
92,15216,"Als Hauptaspekt des Gedichts wurde erkannt, dass man spirituelle Erfüllung durchs Reisen erfahren kann.",CONCEPT,2468.0,
93,15223,"Als sekundärer Aspekt des Gedichts wurde erkannt, dass innere Leere durch Verweilen gefüllt werden kann.",CONCEPT,2476.0,
94,12700,Sehr gut! Du hast das die passive Verbform verwendet.,CONCEPT,,
95,12704,Die Antwort enthält die gesuchten Stichworte: {{correctStatements}},CONCEPT,,
96,12707,Korrekt! Der Inhalt deiner Antwort stimmt.,CONCEPT,,
97,12708,Super! Die Verben wurden im Präsens konjugiert.,CONCEPT,,
98,12709,Super! Du hast die richtige grammatische Person verwendet.,CONCEPT,,
99,168,"Es wurde erkannt, dass in Postkarten üblicherweise der Ort erwähnt wird.",CONCEPT,4068.0,
100,169,"Es wurde erkannt, dass in Postkarten üblicherweise das Datum genannt wird.",CONCEPT,4074.0,
101,170,"Es wurde erkannt, dass es in Postkarten üblicherweise eine Anrede gibt.",CONCEPT,4080.0,
102,171,"Es wurde erkannt, dass es in Postkarten üblicherweise eine Grussformel gibt.",CONCEPT,4085.0,
103,172,"Es wurde erkannt, dass in Postkarten üblicherweise das Wetter erwähnt wird.",CONCEPT,4092.0,
104,173,"Es wurde erkannt, dass Postkarten üblicherweise kurz sind.",CONCEPT,4098.0,
105,174,"Die lernende Person ist in der Lage, Rechtschreibstrategien korrekt anzuwenden.",CONCEPT,55146.0,2.0
106,175,"Es wurde erkannt, dass in Postkarten üblicherweise mehrere Zeitformen erwähnt werden.",CONCEPT,4065.0,
107,176,"Es wurde erkannt, dass in Postkarten üblicherweise auf die Kulinarik eingegangen wird.",CONCEPT,4113.0,
108,177,"Es wurde erkannt, dass in Postkarten üblicherweise ein Absender und Empfänger erwähnt wird.",CONCEPT,4089.0,
109,178,"Es wurde erkannt, dass in Postkarten üblicherweise die Landschaft erwähnt wird.",CONCEPT,4103.0,
110,179,"Es wurde erkannt, das in Postkarten üblicherweise Aktivitäten erwähnt werden.",CONCEPT,4110.0,
111,180,Es wurden generelle Merkmale einer Postkarte erwähnt.,CONCEPT,4062.0,
112,16770,Es wurden generelle Merkmale einer Postkarte erwähnt.,CONCEPT,4062.0,
113,16775,"Es wurde erkannt, dass in Postkarten üblicherweise der Ort erwähnt wird.",CONCEPT,4068.0,
114,16780,"Es wurde erkannt, dass in Postkarten üblicherweise das Datum genannt wird.",CONCEPT,4074.0,
115,16785,"Es wurde erkannt, dass es in Postkarten üblicherweise eine Anrede gibt.",CONCEPT,4080.0,
116,16790,"Es wurde erkannt, dass es in Postkarten üblicherweise eine Grussformel gibt.",CONCEPT,4085.0,
117,16791,"Es wurde erkannt, dass in Postkarten üblicherweise ein Absender und Empfänger erwähnt wird.",CONCEPT,4089.0,
118,16794,"Es wurde erkannt, dass in Postkarten üblicherweise das Wetter erwähnt wird.",CONCEPT,4092.0,
119,16798,"Es wurde erkannt, dass Postkarten üblicherweise kurz sind.",CONCEPT,4098.0,
120,16804,"Es wurde erkannt, dass in Postkarten üblicherweise die Landschaft erwähnt wird.",CONCEPT,4103.0,
121,16808,"Es wurde erkannt, das in Postkarten üblicherweise Aktivitäten erwähnt werden.",CONCEPT,4110.0,
122,16814,"Es wurde erkannt, dass in Postkarten üblicherweise auf die Kulinarik eingegangen wird.",CONCEPT,4113.0,
123,84,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,CONCEPT,3871.0,1.0
124,165,Die Antwort wurde im gewünschten Fall gegeben: Akkusativ,CONCEPT,,1.0
125,167,Die Antwort wurde mit dem Einsatz von Relativpronomen passend zum Kasus formuliert.,CONCEPT,4059.0,1.0
126,85,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,CONCEPT,4017.0,1.0
127,16585,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,CONCEPT,3871.0,
128,87,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,CONCEPT,3910.0,3.0
129,162,Die Antwort wurde in der gewünschten Zeitform gegeben: Plusquamperfekt,CONCEPT,4014.0,1.0
130,182,Die Wörter werden in der richtigen Reihenfolge im Satz verwendet. ,CONCEPT,54737.0,
131,16624,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,CONCEPT,3910.0,
132,16731,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,CONCEPT,4017.0,
133,163,Die Antwort wurde im geforderten Genus Verbi formuliert: Passiv,CONCEPT,3835.0,1.0
134,16550,Die Antwort wurde im geforderten Genus Verbi formuliert: Passiv,CONCEPT,3835.0,
135,1488,Understanding of different types of vegetables.,CONCEPT,36091.0,
136,1489,The ability to use the right input format.,CONCEPT,36094.0,
137,1490,The ability to correctly match the verb to the subject.,CONCEPT,36107.0,
138,1491,The ability to answer in the right language.,CONCEPT,,
139,1492,Can correctly spell written text.,CONCEPT,36125.0,
140,1493,The ability to formulate the answer in the correct tense.,CONCEPT,36329.0,
141,49000,Understanding of different types of vegetables.,CONCEPT,36091.0,
142,49047,Can correctly spell written text.,CONCEPT,36125.0,
143,1498,The ability to convert text from one language to another.,CONCEPT,36344.0,
144,49014,The ability to correctly match the verb to the subject.,CONCEPT,36107.0,
145,49253,The ability to convert text from one language to another.,CONCEPT,36344.0,
146,6736,Die Antwort wurde in der gewünschten Form gegeben: Partizip 2,CONCEPT,53248.0,3.0
147,16664,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,CONCEPT,3910.0,
148,16749,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,CONCEPT,4017.0,
149,66630,Die Antwort wurde in der gewünschten Form gegeben: Partizip 2,CONCEPT,53248.0,
150,16706,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,CONCEPT,3910.0,
151,16705,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,CONCEPT,3910.0,
152,7356,"Es wurde erkannt, welche Aufgaben Walter als Buchhalter Debitoren hat.",CONCEPT,54426.0,
153,7357,"Es wurde erkannt, welche Kompetenzen Walter als Buchhalter Debitoren hat.",CONCEPT,54430.0,
154,7358,"Es wurde erkannt, welche Verantwortungen Walter als Buchhalter Debitoren hat.",CONCEPT,54434.0,
155,7359,"Der Antwortsatz enthält alle Strukturelemente (Substantiv, Verb, Artikel usw.).",CONCEPT,54616.0,
156,7360,Es wurden keine Rechtschreibfehler gemacht.,CONCEPT,54439.0,
157,67545,"Es wurde erkannt, welche Aufgaben Walter als Buchhalter Debitoren hat.",CONCEPT,54426.0,
158,67548,"Es wurde erkannt, welche Kompetenzen Walter als Buchhalter Debitoren hat.",CONCEPT,54430.0,
159,67551,"Es wurde erkannt, welche Verantwortungen Walter als Buchhalter Debitoren hat.",CONCEPT,54434.0,
160,67563,Es wurden keine Rechtschreibfehler gemacht.,CONCEPT,54439.0,
161,67735,"Der Antwortsatz enthält alle Strukturelemente (Substantiv, Verb, Artikel usw.).",CONCEPT,54616.0,
162,7361,"Es wurde erkannt, dass die Organisation eine Stab-Linien-Organisation ist.",CONCEPT,54637.0,
163,67751,"Es wurde erkannt, dass die Organisation eine Stab-Linien-Organisation ist.",CONCEPT,54637.0,
164,7362,"Es wurde erkannt, welche Gründe es für die Wahl der Organisation gab.",CONCEPT,54650.0,
165,67762,"Es wurde erkannt, welche Gründe es für die Wahl der Organisation gab.",CONCEPT,54650.0,
166,7365,"Es wurde erkannt, das die Abteilungen nach Profitcenter organisiert sind.",CONCEPT,54643.0,
167,7366,"Es wurde erkannt, das die Abteilungen innerhalb des Profitcenters nach Filialen organisiert sind.",CONCEPT,54647.0,
168,67725,Es wurden keine Rechtschreibfehler gemacht.,CONCEPT,54439.0,
169,67755,"Es wurde erkannt, das die Abteilungen nach Profitcenter organisiert sind.",CONCEPT,54643.0,
170,67758,"Es wurde erkannt, das die Abteilungen innerhalb des Profitcenters nach Filialen organisiert sind.",CONCEPT,54647.0,
171,12810,"Bravo, das stimmt!",CONCEPT,,
172,67527,"Es wurde erkannt, welche Lebensbereiche ein Stalker beeinträchtigen kann. ",CONCEPT,54400.0,
173,91,"Es wurde erkannt, dass der Titel des Gedichts ""Reisen"" ist. ",CONCEPT,2457.0,5.0
174,92,"Es wurde erkannt, dass der Name des Autors Gottfried Benn ist. ",CONCEPT,2433.0,5.0
175,94,"Es wurde erkannt, dass das Gedicht 1950 entstand. ",CONCEPT,2436.0,5.0
176,95,"Es wurde die Fragestellung, ob man durch Reisen spirituelle Erfüllung finden kann, erkannt. ",CONCEPT,2451.0,5.0
177,96,"Es wird die Deutungsthese ""Bleiben und innere Einkehr füllen innere Leere"" genannt. ",CONCEPT,2443.0,5.0
178,108,"Die Antwort wurde in folgendem Format formuliert: In dem Gedicht ""Titel"" von ""Name des Autors ""aus dem Jahr ""Jahreszahl"" fragt das lyrische Ich ""Thema"" & ""Deutungsthese"".",CONCEPT,2462.0,5.0
179,15187,"Es wurde erkannt, dass der Name des Autors Gottfried Benn ist. ",CONCEPT,2433.0,
180,15190,"Es wurde erkannt, dass das Gedicht 1950 entstand. ",CONCEPT,2436.0,
181,15195,"Es wird die Deutungsthese ""Bleiben und innere Einkehr füllen innere Leere"" genannt. ",CONCEPT,2443.0,
182,15202,"Es wurde die Fragestellung, ob man durch Reisen spirituelle Erfüllung finden kann, erkannt. ",CONCEPT,2451.0,
183,15208,"Es wurde erkannt, dass der Titel des Gedichts ""Reisen"" ist. ",CONCEPT,2457.0,
184,15210,"Die Antwort wurde in folgendem Format formuliert: In dem Gedicht ""Titel"" von ""Name des Autors ""aus dem Jahr ""Jahreszahl"" fragt das lyrische Ich ""Thema"" & ""Deutungsthese"".",CONCEPT,2462.0,
185,68323,"Der Lernende ist in der Lage, regelmässige Verben im Präteritum anzuwenden. ",CONCEPT,54991.0,1.0
186,7438,,CONCEPT,,
187,110000,"Die lernende Person ist in der Lage, den Inhalt korrekt anzuwenden.",CONCEPT,54898.0,
188,57,"Der Lernende beschreibt das Problem, dass es Lücke in der Strategie des Umgangs mit Asylwerbern gibt.",CONCEPT,741.0,
189,13531,"Der Lernende beschreibt das Problem, dass es Lücke in der Strategie des Umgangs mit Asylwerbern gibt.",CONCEPT,741.0,
190,13554,"Der Lernende beschreibt das Problem, dass es Lücke in der Strategie des Umgangs mit Asylwerbern gibt.",CONCEPT,741.0,
191,7457,"Der Lernende ist in der Lage, den Inhalt korrekt anzuwenden.",CONCEPT,,
192,68739,Der Lernende hat das korrekte Verb verwendet.,CONCEPT,,
193,68792,,CONCEPT,,
194,68735,,CONCEPT,,
195,68964,"Die lernende Person ist in der Lage, einen korrekten Satz zu schreiben. ",CONCEPT,55149.0,1.0
196,110011,Die/Der Lernende hat das vorgegebene Verb verwendet.,CONCEPT,63058.0,3.0
197,7442,,CONCEPT,,
198,7440,,CONCEPT,,
199,69525,Der Lernende hat das korrekte Verb verwendet.,CONCEPT,,
200,7441,,CONCEPT,,
201,37,"Es wurde erkannt, dass sich die Frauen radikalisierten, da friedliche Bemühungen erfolglos waren. ",CONCEPT,565.0,
202,43,"Es wurde erkannt, dass nach vielen Jahren friedlicher Versuch die Geduld am Ende war. ",CONCEPT,643.0,
203,122,"Es wurde erkannt, dass die Frauen mit der Radikalisierung das Wahlrecht gefordert haben. ",CONCEPT,1381.0,
204,13378,"Es wurde erkannt, dass sich die Frauen radikalisierten, da friedliche Bemühungen erfolglos waren. ",CONCEPT,565.0,
205,13380,"Es wurde erkannt, dass sich die Frauen radikalisierten, da friedliche Bemühungen erfolglos waren. ",CONCEPT,565.0,
206,13443,"Es wurde erkannt, dass nach vielen Jahren friedlicher Versuch die Geduld am Ende war. ",CONCEPT,643.0,
207,13444,"Es wurde erkannt, dass nach vielen Jahren friedlicher Versuch die Geduld am Ende war. ",CONCEPT,643.0,
208,14142,"Es wurde erkannt, dass die Frauen mit der Radikalisierung das Wahlrecht gefordert haben. ",CONCEPT,1381.0,
209,88842,Die/ Der Lernende kann die übertragene Bedeutung von Ausdrücken erklären. ,CONCEPT,55143.0,5.0
210,68327,Der Lernende schreibt das Partizip 2 im Passivsatz am Ende.,CONCEPT,54992.0,1.0
211,110004,"Der Lernende ist in der Lage, das Modalverb richtig zu konjugieren.",CONCEPT,54995.0,1.0
212,68057,"Der Lernende ist in der Lage, das Plusquamperfekt mit dem Partizip 2 zu bilden. ",CONCEPT,54970.0,1.0
213,68341,"Der Lernende ist in der Lage, das Verb im Infinitiv im Passivsatz zu bilden. ",CONCEPT,54997.0,1.0
214,110009,Die lernende Person verwendet den Artikel im erwarteten Kasus. ,CONCEPT,,1.0
215,110007,Die lernende Person verwendet das Nomen im erwarteten Kasus. ,CONCEPT,55012.0,1.0
216,110015,Die lernende Person verwendet das Pronomen im richtigen Kasus.,CONCEPT,63017.0,1.0
217,110018,"Die lerndende Person ist in der Lage, den Konjunktiv 2 richtig zu bilden.",CONCEPT,63045.0,1.0
218,92070,"Der/Die Lernende hat das Verständnis, dass der Dampfdruck der Flüssigkeit gleich dem Umgebungsdruck ist. Daher fällt der Siedepunkt mit fallendem Umgebungsdruck, da der Siedepunkt direkt mit dem Dampfdruck der Flüssigkeit zusammenhängt.",CONCEPT,55175.0,5.0
219,92494,"Der/Die Lernende hat verstanden, dass es bei bei der Verringerung des Siedepunkts einer Flüssigkeit um das Senken des Umgebungsdruck geht.",CONCEPT,55243.0,5.0
220,67136,"Es wurde erkannt, dass das gesuchte Wort ""Professionelle Autorität"" ist.",CONCEPT,53903.0,5.0
221,67443,Es wurden ein Standpunkte der Konfliktanalyse erkannt: Der eigenen Standpunkt.,CONCEPT,54294.0,
222,67445,Es wurden ein Standpunkte der Konfliktanalyse erkannt: Standpunkt der Gegenseite,CONCEPT,54297.0,
223,67447,Es wurden ein Standpunkte der Konfliktanalyse erkannt: Standpunkt des neutralen Beobachters,CONCEPT,54301.0,
224,67474,"Es wurde erkannt, dass es nicht immer wünschenswert ist, einen Konflikt zu lösen. ",CONCEPT,54336.0,
225,67482,"Es wurde erkannt, dass eine Win-Win Lösung gefunden werden muss, da ein Kompromiss zu Frustrationen führen kann. ",CONCEPT,54349.0,
226,67495,"Es wurde erkannt, dass ein assimilierter Konflikt ein Konflikt ist, der von allen Parteien verdaut wurde. ",CONCEPT,54364.0,
227,67513,"Es wurden Vorteile eines Konfliktes erkannt: Neuanfang, Promlemlösung, etc. ",CONCEPT,54389.0,
228,67245,"Es wurde erkannt, was beide Parteien zu einer Lösung eines Konflikts beitragen können.",CONCEPT,54031.0,4.0
229,67254,"Es wurde erkannt, was der 4. Schritt in der Kommunikationsmethode von Marshall B.Rosenberg ist. ",CONCEPT,54043.0,
230,67227,"Es wurde erkannt, welches die positiven Aspekte eines Konflikts sind.",CONCEPT,54007.0,
231,67320,"Es wurde erkannt, dass das Abwarten einer Konfliktlösung nicht hilfreich ist, da der Konflikt weiter eskalieren kann. ",CONCEPT,54130.0,
232,67335,"Es wurde erkannt, dass die Sichtweise der Gegenseite bei einem Konflikt berücksichtigt werden sollte, um deren Standpunkt zu verstehen. ",CONCEPT,54151.0,
233,67299,"Es wurde erkannt, dass durch Konflikte Unterschiede überwindet werden können. ",CONCEPT,54100.0,
234,12680,Very good. You identified the main reason Caroline moved to Edinburgh correctly.,CONCEPT,,
235,12686,Gut gemacht. Du hast einen oder mehrere der von Caroline genannten sekundären Gründe genannt.,CONCEPT,,
236,12698,"Die Verben wurden in der erwarteten Zeitform konjugiert: ""{{expectedTense}}"".",CONCEPT,,
237,13479,"Es wurde erkannt, dass Frauen im Erbrecht benachteiligt sind.",CONCEPT,684.0,
238,13498,"Es wurde erkannt, dass Frauen bei der Wahl ihrer Kleidung benachteiligt sind.",CONCEPT,696.0,
239,13500,"Es wurde erkannt, dass Frauen bei der Wahl ihrer Kleidung benachteiligt sind.",CONCEPT,696.0,
240,13510,"Es wurde erkannt, dass Frauen im Eherecht benachteiligt sind.",CONCEPT,717.0,
241,13512,"Es wurde erkannt, dass Frauen im Eherecht benachteiligt sind.",CONCEPT,717.0,
242,13521,"Es wurde erkannt, dass Frauen im Reiserecht benachteiligt sind.",CONCEPT,729.0,
243,13523,"Es wurde erkannt, dass Frauen im Reiserecht benachteiligt sind.",CONCEPT,729.0,
244,22,"Es wurde erkannt, dass die Frauen zum 1) Schloss 2) Versailles marschiert sind (Nennung beider Punkte Voraussetzung).",CONCEPT,62.0,
245,23,"Neben dem Marsch zum Schloss Versailles wurden zusätzliche Punkte erkannt, wie z.B. dass 1) tausende Frauen 2) die Reduktion der Lebensmittelpreise, 3) die Unterzeichnung der Menschenrechtserklärung oder 4) die Abschaffung der Adelsprivilegien verlangten (alternative Nennung möglich). ",CONCEPT,651.0,
246,12879,"Es wurde erkannt, dass die Frauen zum 1) Schloss 2) Versailles marschiert sind (Nennung beider Punkte Voraussetzung).",CONCEPT,62.0,
247,12889,"Es wurde erkannt, dass die Frauen zum 1) Schloss 2) Versailles marschiert sind (Nennung beider Punkte Voraussetzung).",CONCEPT,62.0,
248,13445,"Neben dem Marsch zum Schloss Versailles wurden zusätzliche Punkte erkannt, wie z.B. dass 1) tausende Frauen 2) die Reduktion der Lebensmittelpreise, 3) die Unterzeichnung der Menschenrechtserklärung oder 4) die Abschaffung der Adelsprivilegien verlangten (alternative Nennung möglich). ",CONCEPT,651.0,
249,58,"Es wurde erkannt, dass Frauen im 1) Reiserecht, 2) Eherecht, 3) bei der Wahl ihrer Kleidung und im 4) Erbrecht benachteiligt sind (Nennung aller 4 Punkte Voraussetzung). ",CONCEPT,772.0,
250,65,"Es wurde erkannt, dass Frauen im Reiserecht benachteiligt sind.",CONCEPT,729.0,
