aspectId,description,type,groupId,categoryId
126,92487,"Der/Die Lernende hat verstanden, dass beim Verdampfen Energie zugeführt werden muss, damit die Flüssigkeit in den Gasförmigen Zustand wechselt.",CONCEPT,55242.0,5.0
127,92653,"Der/Die Lernende versteht, dass die Destillation nur einen Zyklus (einmaliges Verdampfen und Kondensieren) beinhaltet.",CONCEPT,64163.0,5.0
128,92367,"Der/Die Lernende versteht, dass bei der Destillation ein einmaliges Verdampfen, Kondensieren und Abführen eines Flüssigkeitsgemischs erfolgt.",CONCEPT,55222.0,5.0
129,92657,"Der/Die Lernende versteht, dass die Destillation eine Trennung von Flüssigkeitskomponenten in einem Gemisch ist.",CONCEPT,64164.0,5.0
130,349751,Student schreibt den Satz in korrekter Rechtschreibung,CONCEPT,309575.0,
131,347365,Die Antwort entspricht der Musterlösung.,CONCEPT,306992.0,8.0
132,101132,Die/Der Lernende kann die Modalverben im Konjunktiv II verwenden.,CONCEPT,65001.0,12.0
133,224678,Die Antwort enthält das vorgegebene Verb.,CONCEPT,165266.0,14.0
134,224670,Die Antwort enthält ein Verb.,CONCEPT,165265.0,17.0
135,112864,Die/Der Lernende kann das Vollverb im Infinitiv ergänzen.,CONCEPT,74451.0,11.0
136,109005,Die/Der Lernende kann schwache Verben ins Präteritum setzen.,CONCEPT,70806.0,10.0
137,277065,Das Verb steht im Indikativ.,CONCEPT,234649.0,760.0
138,109007,Die/Der Lernende kann starke Verben ins Präteritum setzen.,CONCEPT,70807.0,10.0
139,185922,Die/der Lernende kann das Reflexivpronomen entsprechend deklinieren.,CONCEPT,137650.0,18.0
140,274691,Die/Der Lernende kann Verben ins Präsens setzen.,CONCEPT,222791.0,10.0
141,275969,Die Lücke enthält ein Reflexivpronomen.,CONCEPT,233188.0,17.0
142,274877,Die Antwort wurde mit dem Verb „werden“ gebildet.,CONCEPT,228555.0,14.0
143,274670,Die/Der Lernende kann untrennbare Verben im Präsens bilden.,CONCEPT,222717.0,10.0
144,101130,Die/Der Lernende kann die Hilfsverben im Konjunktiv II verwenden.,CONCEPT,65000.0,12.0
145,114913,Die/Der Lernende kann das Partizip II starker Verben bilden.,CONCEPT,76797.0,11.0
146,224651,Die Antwort entspricht dem erwarteten Format: Satz.,CONCEPT,165115.0,3.0
147,101128,Die/Der Lernende kann den Satz im Konjunktiv II ergänzen.,CONCEPT,64999.0,12.0
148,274879,Die Antwort wurde mit dem Verb „würd-“ gebildet.,CONCEPT,228557.0,14.0
149,274880,Die Antwort wurde mit dem Verb „sein“ gebildet.,CONCEPT,228558.0,14.0
150,181850,Die/der Lernende kann die n-Deklination bei Nomen anwenden.,CONCEPT,133202.0,18.0
151,186384,Die/der Lernende kann mit einem Nomen im Nominativ ergänzen.,CONCEPT,138239.0,18.0
152,224660,Die Antwort enthält ein Nomen.,CONCEPT,165233.0,17.0
153,224662,Die Antwort enthält ein Possessivpronomen.,CONCEPT,165241.0,17.0
154,224693,Die Antwort enthält das vorgegebene Possessivpronomen.,CONCEPT,165243.0,20.0
155,184265,Die/der Lernende kann das Pronomen in den verlangten Kasus setzen.,CONCEPT,135784.0,18.0
156,175374,Die/Der Lernende kann das Verb in den Infinitiv setzen.,CONCEPT,128119.0,11.0
157,219551,Die/Der Lernende kann das Hilfsverb „werden“ im Futur I ins Präsens setzen.,CONCEPT,161793.0,10.0
158,224656,Die Antwort enthält einen Artikel.,CONCEPT,165220.0,17.0
159,181267,Die/der Lernende kann den Artikel in den verlangten Kasus setzen.,CONCEPT,132602.0,18.0
160,215973,Die/Der Lernende kann Fragewörter in direkten Fragen verwenden.,CONCEPT,159849.0,11.0
161,290328,Die Antwort enthält ein Fragewort.,CONCEPT,249363.0,17.0
162,215975,Die/Der Lernende kann das Verb als Fragewort in direkten Ja-/Nein-Fragen verwenden.,CONCEPT,159850.0,766.0
163,175378,Die/Der Lernende kann den Infinitiv mit „zu“ ergänzen.,CONCEPT,165272.0,759.0
164,223451,Die/Der Lernende kann das Verb in die passende Zeitform setzen.,CONCEPT,163283.0,10.0
165,215965,Die/Der Lernende kann Doppelkonnektoren verwenden.,CONCEPT,159845.0,11.0
166,215963,Die/Der Lernende kann Doppelkonnektoren verwenden.,CONCEPT,159844.0,11.0
167,215961,Die/Der Lernende kann Doppelkonnektoren verwenden.,CONCEPT,159843.0,11.0
168,215967,Die/Der Lernende kann Doppelkonnektoren verwenden.,CONCEPT,159846.0,11.0
169,189806,Die/Der Lernende kann einen Relativsatz formulieren.,CONCEPT,141096.0,9.0
170,181856,Die/der Lernende kann das Relativpronomen entsprechend deklinieren.,CONCEPT,133205.0,18.0
171,224668,Die Antwort enthält ein Relativpronomen.,CONCEPT,165260.0,17.0
172,224699,Die Antwort enthält das vorgegebene Relativpronomen.,CONCEPT,165262.0,20.0
173,379666,Die Antwort hat einen Inhalt.,CONCEPT,339971.0,3.0
174,379672,Die Antwort ist im Rahmen der Aufgabenstellung.,CONCEPT,339974.0,13.0
175,379669,Die Antwort enthält keine Rechtschreibfehler.,CONCEPT,339973.0,7.0
176,379713,Die/Der Lernende hat keine Satzintegritätsfehler gemacht.,CONCEPT,340018.0,7.0
177,379717,Die Struktur der Antwort stimmt mit der Musterlösung überein.,CONCEPT,340019.0,15.0
178,184257,Die/der Lernende kann Adjektive im Komparativ anwenden.,CONCEPT,135780.0,11.0
179,174784,Die/Der Lernende kann Präfixe von trennbaren Verben erkennen.,CONCEPT,127481.0,764.0
180,274668,Die/Der Lernende kann trennbare Verben im Präsens bilden.,CONCEPT,222716.0,10.0
181,379858,"Die/der Lernende kann Vergleichssätze mit ""als"" bilden.",CONCEPT,340242.0,790.0
182,379777,Die Antwort enthält ein Adjektiv.,CONCEPT,340164.0,17.0
183,379811,Die Antwort enthält das vorgegebene Adjektiv.,CONCEPT,340181.0,20.0
184,379837,Das Verb steht im Indikativ.,CONCEPT,340194.0,760.0
185,379842,Das Verb im Indikativ im Hauptsatz ist an das Subjekt angeglichen.,CONCEPT,340197.0,16.0
186,379844,Die/Der Lernende kann Verben ins Präsens setzen.,CONCEPT,340198.0,10.0
187,224592,Die/Der Lernende hat den Infinitiv nicht mit einem „zu“ ergänzt.,CONCEPT,165273.0,759.0
188,8067,Es wurden genügend Möbel und Einrichtungsgegenstände aufgezählt.,CONCEPT,,
189,8864,Folgende Konzepte haben Sie richtig erwähnt: {{correctStatements}},CONCEPT,,
190,9048,Die Antwort enthält die gesuchten Stichworte.,CONCEPT,,
191,7977,Die Antwort ist inhaltlich richtig.,CONCEPT,,
192,9385,Folgende Konzepte haben Sie richtig erwähnt: {{correctStatements}},CONCEPT,,
193,7924,Ihre Antwort ist inhaltlich korrekt.,CONCEPT,,
194,7966,Die Antwort enthält die gesuchten Stichworte.,CONCEPT,,
195,8872,Sie haben Möbel und Einrichtungsgegenstände aus der Küche aufgezählt.,CONCEPT,,
